environment,worker,episode,step,agent,state,reward,goal_distance,travel_time,action_x,action_y,closest_obstacle_distance
warehouse_easy,0,500,34,agent_1,active,-3.5720299479572404,55.362442142665635,34,0,0,2.5
warehouse_easy,0,500,35,agent_1,active,-5.309085770427373,54.42425929675111,35,0,0,2.6622776601683746
warehouse_easy,0,500,36,agent_1,active,-5.320285922571095,53.48831648126533,36,0,0,3.1055512754639816
warehouse_easy,0,500,37,agent_1,active,-5.332084463091604,52.55473337388365,37,0,0,3.742640687119275
warehouse_easy,0,500,38,agent_1,active,-5.344523113387893,51.62363799656123,38,0,0,3.9845413490245774
warehouse_easy,0,500,39,agent_1,active,-5.3576471299253825,50.695167422546305,39,0,0,3.300584750330466
warehouse_easy,0,500,40,agent_1,active,-5.371505649854562,49.76946855251722,40,0,0,2.7829526005987053
warehouse_easy,0,500,41,agent_1,active,-5.386152073810173,48.84669896727925,41,0,0,2.5184617127124733
warehouse_easy,0,500,42,agent_1,active,-5.401644490038926,47.92702786528704,42,0,0,2.5
warehouse_easy,0,500,43,agent_1,active,-5.418046144427997,47.01063709417264,43,0,0,2.5
warehouse_easy,0,500,44,agent_1,active,-5.435425961459011,46.09772228646444,44,0,0,2.5731814857642936
warehouse_easy,0,500,45,agent_1,active,-5.453859121577871,45.18849411078001,45,0,0,2.9318767136623287
warehouse_easy,0,500,46,agent_1,active,-5.473427700945237,44.28317965096906,46,0,0,3.513864859597426
warehouse_easy,0,500,47,agent_1,active,-5.494221379993327,43.382023926967726,47,0,0,4.237556801183958
warehouse_easy,0,500,48,agent_1,active,-5.516338227641384,42.485291572496,48,0,0,3.5138648595974393
warehouse_easy,0,500,49,agent_1,active,-3.3039482519298247,41.14608122288197,49,0,0,3.8333333333333384
warehouse_easy,0,500,50,agent_1,active,-3.3298862595339784,39.81205847478876,50,0,0,4.544248650140521
warehouse_easy,0,500,51,agent_1,active,-3.3585216749947477,38.48376280978771,51,0,0,5.5
warehouse_easy,0,500,52,agent_1,active,-3.390227711681888,37.16180835212409,52,0,0,4.5
warehouse_easy,0,500,53,agent_1,active,-5.436647843298132,36.24913792078372,53,0,0,4.5110987927909685
warehouse_easy,0,500,54,agent_1,active,-5.460280866804332,35.34119409414458,54,0,0,4.674724898753338
warehouse_easy,0,500,55,agent_1,active,-3.3675430462265865,34.0147027033899,55,0,0,4.130814663149929
warehouse_easy,0,500,56,agent_1,active,-5.45594005551898,33.1058907144937,56,0,0,4.7068331172710955
warehouse_easy,0,500,57,agent_1,active,-3.373032248238559,31.78049716414141,57,0,0,3.74264068711929
warehouse_easy,0,500,58,agent_1,active,-5.451004583624268,30.870698080866262,58,0,0,3.105551275463993
warehouse_easy,0,500,59,agent_1,active,-5.4797502333856585,29.966648127543394,59,0,0,2.6622776601683817
warehouse_easy,0,500,60,agent_1,active,-5.511177899769368,29.068883707497267,60,0,0,2.5
warehouse_easy,0,500,61,agent_1,active,-5.5456094985673765,28.178005607210743,61,0,0,2.5
warehouse_easy,0,500,62,agent_1,active,-3.2740506139336745,26.832815729997478,62,0,0,1.5
warehouse_easy,0,500,63,agent_1,active,-5.5471390607410775,25.942243542145693,63,0,0,1.7360679774997867
warehouse_easy,0,500,64,agent_1,active,-5.588423150688211,25.059928172283335,64,0,0,2.328427124746185
warehouse_easy,0,500,65,agent_1,active,-5.63422536306156,24.186773244895647,65,0,0,3.1055512754639834
warehouse_easy,0,500,66,agent_1,active,-5.685171672427778,23.323807579381203,66,0,0,3.3873012632302024
warehouse_easy,0,500,67,agent_1,active,-5.741987374315141,22.47220505424423,67,0,0,2.5731814857642976
warehouse_easy,0,500,68,agent_1,active,-5.805512992698532,21.633307652783937,68,0,0,1.9037008503093276
warehouse_easy,0,500,69,agent_1,active,-5.876721969504377,20.808652046684813,69,0,0,1.5275875100994067
warehouse_easy,0,500,70,agent_1,active,-5.956739766575936,20.0,70,0,0,1.5
warehouse_easy,0,500,71,agent_1,active,-6.046863561492728,19.209372712298546,71,0,0,1.5
warehouse_easy,0,500,72,agent_1,active,-6.148581011436143,18.439088914585774,72,0,0,1.6081851067789188
warehouse_easy,0,500,73,agent_1,active,-6.263585491841788,17.69180601295413,73,0,0,0.3393873305758457
warehouse_easy,0,500,74,agent_1,active,-6.393783677615037,16.97056274847714,74,0,0,0.3393873305758457
warehouse_easy,0,500,75,agent_1,active,-6.541289238112835,16.278820596099706,75,0,0,2.0874514283711303
warehouse_easy,0,500,76,agent_1,active,-6.708393778568009,15.620499351813308,76,0,0,2.833333333333337
warehouse_easy,0,500,77,agent_1,active,-6.89750324093346,15.0,77,0,0,2.1034165586355544
warehouse_easy,0,500,78,agent_1,active,-7.1110255092797825,14.422205101855956,78,0,0,1.608185106778921
warehouse_easy,0,500,79,agent_1,active,-7.351194437969237,13.892443989449804,79,0,0,1.5
warehouse_easy,0,500,80,agent_1,active,-7.619819377744674,13.416407864998739,80,0,0,1.5
warehouse_easy,0,500,81,agent_1,active,-7.917960675006306,13.0,81,0,0,1.5275875100994059
warehouse_easy,0,500,82,agent_1,active,-8.24555320336759,12.649110640673518,82,0,0,1.9037008503093236
warehouse_easy,0,500,83,agent_1,active,-3.7632180515893054,11.40175425099138,83,0,0,2.0385910352879653
warehouse_easy,0,500,84,agent_1,active,-5.1927612895958575,10.44030650891055,84,0,0,1.8333333333333286
warehouse_easy,0,500,85,agent_1,active,-5.232632357972937,9.486832980505138,85,0,0,1.8333333333333286
warehouse_easy,0,500,86,agent_1,active,-5.285853824061961,8.54400374531753,86,0,0,1.8333333333333286
warehouse_easy,0,500,87,agent_1,active,-5.358846802731891,7.615773105863909,87,0,0,1.8333333333333286
warehouse_easy,0,500,88,agent_1,active,-5.462154133177304,6.708203932499369,88,0,0,1.8333333333333286
warehouse_easy,0,500,89,agent_1,active,-3.3848043731756716,5.385164807134504,89,0,0,2.8333333333333286
warehouse_easy,0,500,90,agent_1,active,-5.434855739325379,4.47213595499958,90,0,0,2.8333333333333286
warehouse_easy,0,500,91,agent_1,active,-3.450708525844,3.1622776601683795,91,0,0,2.5
warehouse_easy,0,500,92,agent_1,active,-5.368951586657051,2.23606797749979,92,0,0,2.5
warehouse_easy,0,500,93,agent_1,active,-3.819660112501051,1.0,93,0,0,1.5
warehouse_easy,0,500,94,agent_1,terminated,45.0,0.0,94,0,0,1.5
warehouse_hard,0,500,1,agent_1,active,-5.165333963806091,46.57252408878007,1,0,0,1.3484848484848442
warehouse_hard,0,500,2,agent_1,active,-5.172464575927229,45.60701700396552,2,0,0,1.3484848484848442
warehouse_hard,0,500,3,agent_1,active,-5.180057835669558,44.64302857109943,3,0,0,1.3484848484848442
warehouse_hard,0,500,4,agent_1,active,-5.188153822918409,43.68065933568311,4,0,0,1.3484848484848442
warehouse_hard,0,500,5,agent_1,active,-5.196796954522718,42.720018726587654,5,0,0,1.3484848484848442
warehouse_hard,0,500,6,agent_1,active,-5.206036545272745,41.7612260356422,6,0,0,1.3484848484848442
warehouse_hard,0,500,7,agent_1,active,-3.801865715337094,40.52159917870962,7,0,0,2.348484848484844
warehouse_hard,0,500,8,agent_1,active,-3.8608311503368853,39.293765408777,8,0,0,3.348484848484844
warehouse_hard,0,500,9,agent_1,active,-5.168851923483011,38.3275357934736,9,0,0,3.348484848484844
warehouse_hard,0,500,10,agent_1,active,-5.177737955326052,37.36308338453881,10,0,0,3.348484848484844
warehouse_hard,0,500,11,agent_1,active,-5.187330309318909,36.40054944640259,11,0,0,3.348484848484844
warehouse_hard,0,500,12,agent_1,active,-5.197704234680529,35.4400902933387,12,0,0,3.348484848484844
warehouse_hard,0,500,13,agent_1,active,-5.208945028973169,34.48187929913333,13,0,0,3.348484848484844
warehouse_hard,0,500,14,agent_1,active,-5.221149646735448,33.52610922848042,14,0,0,3.476284148425187
warehouse_hard,0,500,15,agent_1,active,-5.2344286066211865,32.57299494980466,15,0,0,3.8371460234833474
warehouse_hard,0,500,16,agent_1,active,-3.7396228846349544,31.32091952673165,16,0,0,3.6368908532916127
warehouse_hard,0,500,17,agent_1,active,-3.8114919312549844,30.083217912982647,17,0,0,3.9064607379480973
warehouse_hard,0,500,18,agent_1,active,-3.8926073317048804,28.861739379323623,18,0,0,4.5714816906017095
warehouse_hard,0,500,19,agent_1,active,-3.98446996277519,27.65863337187866,19,0,0,3.5690239662317467
warehouse_hard,0,500,20,agent_1,active,-4.08885608934396,26.476404589747453,20,0,0,0.8050919437315365
warehouse_hard,0,500,21,agent_1,truncated,-54.207866062984365,25.317977802344327,21,0,0,-0.4309760337682532
crossing_easy,0,100,1,agent_1,active,-4.032731208561238,52.80654624171225,1,0,0,10.0
crossing_easy,0,100,2,agent_1,active,-3.022905019184847,51.41112724554922,2,0,0,11.0
crossing_easy,0,100,3,agent_1,active,-3.028183887531064,50.01676402305543,3,0,0,12.0
crossing_easy,0,100,4,agent_1,active,-3.0339168979841347,48.62354740265226,4,0,0,12.0
crossing_easy,0,100,5,agent_1,active,-3.0401572385470033,47.23157885036166,5,0,0,11.083045973594572
crossing_easy,0,100,6,agent_1,active,-3.046966046675017,45.84097205969666,6,0,0,10.180339887498949
crossing_easy,0,100,7,agent_1,active,-3.0544138644776098,44.45185483259218,7,0,0,9.295630140987
crossing_easy,0,100,8,agent_1,active,-3.0625824109717215,43.06437131478653,8,0,0,8.433981132056603
crossing_easy,0,100,9,agent_1,active,-3.0715667518628464,41.678684665159096,9,0,0,7.602325267042627
crossing_easy,0,100,10,agent_1,active,-3.081477970726283,40.29498025930435,10,0,0,6.810249675906654
crossing_easy,0,100,11,agent_1,active,-3.092446476536388,38.91346955461163,11,0,0,6.0710678118654755
crossing_easy,0,100,12,agent_1,active,-3.104626124061447,37.53439477942392,12,0,0,5.4031242374328485
crossing_easy,0,100,13,agent_1,active,-3.11819937963822,36.158034655351564,13,0,0,4.830951894845301
crossing_easy,0,100,14,agent_1,active,-3.133383840842292,34.78471142352002,14,0,0,3.0
crossing_easy,0,100,15,agent_1,active,-3.1504405224817944,33.41479952801638,15,0,0,1.0
crossing_easy,0,100,16,agent_1,active,-5.703604458707794,32.55552041975794,16,0,0,1.0
crossing_easy,0,100,17,agent_1,active,-5.744872025940424,31.704494824946025,17,0,0,1.0
crossing_easy,0,100,18,agent_1,active,-5.789553469425837,30.862405518831192,18,0,0,1.0
crossing_easy,0,100,19,agent_1,active,-5.837993777182433,30.03000427426768,19,0,0,1.0
crossing_easy,0,100,20,agent_1,active,-5.890575639928297,29.208119402253338,20,0,0,1.0
crossing_easy,0,100,21,agent_1,active,-5.94772304711352,28.397664011676042,21,0,0,1.0
crossing_easy,0,100,22,agent_1,truncated,-56.00990489612723,27.59964499090149,22,0,0,-1.0
crossing_hard,0,100,1,agent_1,active,-4.032731208561238,52.80654624171225,1,0,0,10.0
crossing_hard,0,100,2,agent_1,active,-3.022905019184847,51.41112724554922,2,0,0,11.0
crossing_hard,0,100,3,agent_1,active,-3.028183887531064,50.01676402305543,3,0,0,11.665525060596439
crossing_hard,0,100,4,agent_1,active,-3.0339168979841347,48.62354740265226,4,0,0,10.545361017187261
crossing_hard,0,100,5,agent_1,active,-3.0401572385470033,47.23157885036166,5,0,0,9.295630140987
crossing_hard,0,100,6,agent_1,active,-3.046966046675017,45.84097205969666,6,0,0,7.602325267042627
crossing_hard,0,100,7,agent_1,active,-3.0544138644776098,44.45185483259218,7,0,0,6.810249675906654
crossing_hard,0,100,8,agent_1,active,-3.0625824109717215,43.06437131478653,8,0,0,6.0710678118654755
crossing_hard,0,100,9,agent_1,active,-3.0715667518628464,41.678684665159096,9,0,0,5.4031242374328485
crossing_hard,0,100,10,agent_1,active,-3.081477970726283,40.29498025930435,10,0,0,4.830951894845301
crossing_hard,0,100,11,agent_1,active,-3.092446476536388,38.91346955461163,11,0,0,4.385164807134504
crossing_hard,0,100,12,agent_1,active,-3.104626124061447,37.53439477942392,12,0,0,4.0990195135927845
crossing_hard,0,100,13,agent_1,active,-3.11819937963822,36.158034655351564,13,0,0,4.0
crossing_hard,0,100,14,agent_1,active,-3.133383840842292,34.78471142352002,14,0,0,3.0
crossing_hard,0,100,15,agent_1,active,-3.1504405224817944,33.41479952801638,15,0,0,1.0
crossing_hard,0,100,16,agent_1,truncated,-53.16968446450865,32.04873642091811,16,0,0,-1.0
