task,episode,step,agent,pos_x,pos_y,distance_to_goal,heading_error,min_obstacle_distance,v,omega,reward,reward_progress,reward_rotation,reward_safety,reward_collision,state
task8_random_1,1960,78966,agent_1,47.781216,26.140862,3.369042338904175,0.0990147590637207,3.7671823501586914,1.203506,0.4382108,6.2107806,502.19363,-10.780254,-0.4965357780456543,0.0,active
task8_random_1,1960,78967,agent_1,47.969055,24.677294,1.9687970049014678,0.4234737157821655,3.53094482421875,1.4755734,-0.14349358,7.931783,510.146,-10.800845,-0.4965357780456543,0.0,active
task8_random_1,1960,78968,agent_1,48.268246,23.338839,0.8063968882468949,0.9172254204750061,3.2317543029785156,1.3714873,0.09227143,6.5464616,516.701,-10.80936,-0.4965357780456543,0.0,active
task8_random_1,1960,78969,agent_1,48.64152,23.13893,0.3844583684584033,0.12195321917533875,2.858478546142578,0.4234376,0.8591948,397.83618,915.2923,-11.547575,-0.5134474039077759,0.0,terminated
task8_random_1,1980,79492,agent_1,59.013077,5.977947,38.133014690229345,-2.1853830814361572,3.5468907356262207,0.02563858,-1.0355432,-3.0949602,-2.0226107,-1.0723497,0.0,0.0,active
task8_random_1,1980,79493,agent_1,58.91967,5.7720494,38.0568133948715,-1.2298320531845093,3.4866936206817627,0.22609425,-0.961139,-2.0905933,-3.1894157,-1.9961379,0.0,0.0,active
task8_random_1,1980,79494,agent_1,58.88669,5.041372,38.092937432935805,-1.6297944784164429,3.6513781547546387,0.7314217,0.3807754,-0.8627667,-3.9071925,-2.1411278,0.0,0.0,active
task8_random_1,1980,79495,agent_1,58.737762,4.8041577,37.97030164672022,-1.120904803276062,3.6044788360595703,0.2800889,-0.5155107,-1.0923945,-4.7338357,-2.4068792,0.0,0.0,active
task8_random_1,1980,79496,agent_1,58.448517,4.2419615,37.74957409704712,-1.2219985723495483,3.2419614791870117,0.6322409,0.08544523,0.3608186,-4.365716,-2.41418,0.0,0.0,active
task8_random_1,1980,79497,agent_1,58.40349,3.863018,37.75459588147515,-1.5890134572982788,2.863018035888672,0.3816092,0.3569074,-1.996091,-6.218094,-2.541563,-0.016329947859048843,0.0,active
task8_random_1,1980,79498,agent_1,58.226257,3.5558348,37.622243014183574,-1.1927136182785034,2.5558347702026367,0.3546431,-0.40503025,-1.9528012,-7.943884,-2.7056127,-0.07929173111915588,0.0,active
task8_random_1,1980,79499,agent_1,58.046066,3.0158079,37.52627856070854,-1.4088948965072632,2.015807867050171,0.56929564,0.20124678,-1.9192924,-9.620201,-2.7461128,-0.2817666828632355,0.0,active
task8_random_1,1980,79500,agent_1,57.83942,2.899549,37.34110860330287,-0.6765682697296143,1.8995490074157715,0.23710608,-0.7362825,-2.5111427,-11.340189,-3.2882247,-0.5308098196983337,0.0,active
task8_random_1,1980,79501,agent_1,57.323574,2.3471406,36.92780215221666,-1.0007575750350952,1.3471405506134033,0.7558131,0.30714816,-2.0385847,-12.6245575,-3.3825648,-1.1906862258911133,0.0,active
task8_random_1,1980,79502,agent_1,57.176594,2.2862735,36.79429386947333,-0.5761139392852783,1.28627347946167,0.15908384,-0.42699015,-2.7251308,-14.427416,-3.5648854,-1.9306381940841675,0.0,active
task8_random_1,1980,79503,agent_1,56.639008,1.9816064,36.323500790588874,-0.710041344165802,0.9816063642501831,0.6179153,0.12297952,-2.6872396,-15.709456,-3.5800092,-3.3207130432128906,0.0,active
task8_random_1,1980,79504,agent_1,56.198544,1.6945164,35.94867950667853,-0.782276451587677,0.6945164203643799,0.525766,0.062031884,-4.361809,-17.124329,-3.583857,-6.263801574707031,0.0,active
task8_random_1,1980,79505,agent_1,55.803463,1.5044143,35.601472444804244,-0.6606019139289856,0.5044143199920654,0.43843746,-0.12915845,-7.2228756,-18.601746,-3.600539,-11.99257755279541,0.0,active
task8_random_1,1980,79506,agent_1,55.31811,1.2798107,35.17576004509634,-0.6546939015388489,0.27981066703796387,0.5348022,-0.015055019,-220.35248,-19.962112,-3.6007657,-30.984466552734375,-200.0,truncated
task8_random_1,2000,80418,agent_1,44.239925,25.737848,9.646385624106532,-0.10124838352203369,5.262151718139648,0.35537052,-0.8296388,-0.20948756,0.47881293,-0.6883005,0.0,0.0,active
task8_random_1,2000,80419,agent_1,45.646126,24.81497,8.087028931067,-0.42150038480758667,5.553276305738535,1.681995,0.24885334,9.0988455,9.639586,-0.75022846,0.0,0.0,active
task8_random_1,2000,80420,agent_1,46.379868,24.40373,7.356162169768976,-0.5454259514808655,5.577695292518657,0.84112823,0.06994129,3.3316984,12.976177,-0.7551203,0.0,0.0,active
task8_random_1,2000,80421,agent_1,46.43817,23.17398,6.2814567966159895,0.5555303692817688,5.756426456767979,1.2311306,-1.0125763,4.8104773,18.811966,-1.7804312,0.0,0.0,active
task8_random_1,2000,80422,agent_1,47.016624,21.647745,4.712385194309201,0.32326367497444153,5.803717793450433,1.6321763,0.31490225,9.010548,27.921677,-1.8795946,0.0,0.0,active
task8_random_1,2000,80423,agent_1,48.33294,20.422415,2.940609673038983,-0.21843105554580688,4.825788365336162,1.798367,0.4589029,10.245019,38.37729,-2.0901864,0.0,0.0,active
task8_random_1,2000,80424,agent_1,49.44532,17.066957,1.085466772700468,2.285126209259033,5.861674580306239,3.5350368,-0.5010689,14.094719,52.723076,-2.3412564,0.0,0.0,active
task8_random_1,2000,80425,agent_1,49.426327,17.044626,1.1143787618296868,-2.9775068759918213,5.054835440894774,0.02931714,-1.0249627,-3.1364741,50.63715,-3.3918047,0.0,0.0,active
task8_random_1,2000,80426,agent_1,49.33243,17.062105,1.1512141444079034,-2.0053341388702393,4.32653397145557,0.09550953,-1.0499913,-3.0956395,48.643993,-4.4942865,0.0,0.0,active
task8_random_1,2000,80427,agent_1,49.25652,17.277922,1.0364172085287031,-1.1382325887680054,3.573800825217605,0.22877884,-1.0485189,-2.0678496,47.675537,-5.5936785,0.0,0.0,active
task8_random_1,2000,80428,agent_1,49.628315,17.737442,14.750332647108259,-2.08858323097229,2.545584652056639,0.5910946,-1.018496,397.71564,446.49332,-6.631013,-0.0648147712053437,0.0,active
task8_random_1,2000,80429,agent_1,49.79603,17.710531,14.664923794127104,-1.0489357709884644,2.1622850560399822,0.16985917,-1.0496302,-3.1025271,444.64667,-7.7327366,-0.2189710083692853,0.0,active
task8_random_1,2000,80430,agent_1,52.87764,19.590088,15.733888692282731,-1.9831793308258057,1.5382400075310851,3.609581,0.7067843,-2.5919425,443.02155,-8.232281,-0.6862368949271556,0.0,active
task8_random_1,2000,80431,agent_1,56.34787,23.188225,19.235506852730175,-2.444417715072632,6.652130126953125,4.998908,0.25580546,-9.575711,433.51126,-8.297717,-0.6862368949271556,0.0,active
task8_random_1,2000,80432,agent_1,56.463676,23.159195,19.21502276209715,-1.4014323949813843,6.536323547363281,0.119389534,-1.0491034,-2.7594185,431.85245,-9.3983345,-0.6862368949271556,0.0,active
task8_random_1,2000,80433,agent_1,57.001667,21.291357,17.406829095747394,-0.39568644762039185,5.998332977294922,1.9437728,-1.0447464,9.837019,442.78098,-10.48983,-0.6862368949271556,0.0,active
task8_random_1,2000,80434,agent_1,57.686607,18.87334,15.114037181174202,-0.45473983883857727,5.313392639160156,2.5131545,-0.0044038654,14.49025,457.27124,-10.489849,-0.6862368949271556,0.0,active
task8_random_1,2000,80435,agent_1,58.12462,16.978725,13.349552608009159,-0.4634498059749603,4.438629419759694,1.9445872,-0.048838135,10.709212,467.98285,-10.492234,-0.6862368949271556,0.0,active
task8_random_1,2000,80436,agent_1,59.1134,14.109865,10.914642899537947,-0.7183240056037903,3.8866004943847656,3.0344763,0.104712814,16.232534,484.22635,-10.503199,-0.6862368949271556,0.0,active
task8_random_1,2000,80437,agent_1,59.60268,11.321044,8.6476788715691,-0.7349265217781067,3.397319793701172,2.831417,-0.1582326,14.972616,499.224,-10.528236,-0.6862368949271556,0.0,active
task8_random_1,2000,80438,agent_1,58.376537,9.8590145,6.762326177801364,0.17506426572799683,4.623462677001953,1.9081299,-0.8715502,10.483423,510.467,-11.287836,-0.6862368949271556,0.0,active
task8_random_1,2000,80439,agent_1,58.554802,8.047334,5.3867919078725786,-0.8187807202339172,4.445198059082031,1.82043,0.79595417,7.884989,518.98553,-11.921379,-0.6862368949271556,0.0,active
task8_random_1,2000,80440,agent_1,57.38683,7.020536,3.8497521831434565,0.18089550733566284,5.613170623779297,1.5551436,-0.94771314,7.8973265,527.781,-12.819539,-0.6862368949271556,0.0,active
task8_random_1,2000,80441,agent_1,57.04321,6.031348,2.8811593071538177,-0.45397406816482544,5.03134822845459,1.0471706,0.515298,4.6717734,532.7183,-13.085072,-0.6862368949271556,0.0,active
task8_random_1,2000,80442,agent_1,56.34513,5.2772546,1.8549276155370877,-0.06443245708942413,4.277254581451416,1.0276043,-0.41250905,5.0162034,537.90466,-13.255236,-0.6862368949271556,0.0,active
task8_random_1,2000,80443,agent_1,55.401855,4.9741015,1.0537369855282666,0.8685700297355652,3.9741015434265137,0.99079347,-0.51299566,3.7243757,541.8922,-13.5184,-0.6862368949271556,0.0,active
task8_random_1,2000,80444,agent_1,55.307663,4.709197,0.7730568847648375,-0.06768638640642166,3.7091970443725586,0.2811525,0.91820943,-0.877403,541.8579,-14.361508,-0.6862368949271556,0.0,active
task8_random_1,2000,80445,agent_1,54.664356,4.290228,0.4437217228715075,1.8513610363006592,3.2902278900146484,0.76771,-0.65189534,400.75714,943.04004,-14.786476,-0.6862368949271556,0.0,terminated
task8_random_1,2020,80911,agent_1,34.09979,26.826525,20.910384677005183,-0.9722418785095215,4.17347526550293,0.20012856,-1.0487931,-2.1326528,-1.032686,-1.0999669,0.0,0.0,active
task8_random_1,2020,80912,agent_1,33.499054,25.294943,19.27041687452365,-0.08296763896942139,5.500946044921875,1.6451831,-0.8957945,8.6877575,8.457519,-1.9024147,0.0,0.0,active
task8_random_1,2020,80913,agent_1,32.300133,22.492235,16.227039742637608,-0.0624084435403347,6.699867248535156,3.0483742,-0.030425172,19.312708,27.771152,-1.9033403,0.0,0.0,active
task8_random_1,2020,80914,agent_1,31.721016,19.800299,13.580099569799774,-0.30583810806274414,7.310389041900635,2.753524,0.19231577,16.704763,44.5129,-1.9403257,0.0,0.0,active
task8_random_1,2020,80915,agent_1,30.772179,17.774254,11.35139130666746,-0.09545731544494629,4.908053174252213,2.2372186,-0.2260835,13.566865,58.130882,-1.9914395,0.0,0.0,active
task8_random_1,2020,80916,agent_1,29.48727,16.671774,9.763977570442059,0.38414764404296875,2.510083497877326,1.6930602,-0.42367882,0.013725013,58.39552,-2.1709433,-0.07140895224729872,0.0,active
task8_random_1,2020,80917,agent_1,27.944958,15.235125,7.811517384870315,0.43429556488990784,1.059216413735336,2.107768,0.040810112,-0.37640214,59.191086,-2.1726086,-1.2417128787556309,0.0,active
task8_random_1,2020,80918,agent_1,28.481005,10.3227825,4.184819284566189,-1.0910661220550537,1.550472966488429,4.9415026,0.92954534,2.2819424,62.794384,-3.036663,-1.6990149945304687,0.0,active
task8_random_1,2020,80919,agent_1,26.95369,8.992669,2.191413906431221,-0.24638746678829193,3.8571710495800984,2.0253134,-0.96299505,11.090294,74.812035,-3.9640226,-1.6990149945304687,0.0,active
task8_random_1,2020,80920,agent_1,26.016993,8.24102,1.0451624866109044,-0.4435305595397949,6.4389385575909275,1.20099,-0.040263448,6.1316156,80.945274,-3.965644,-1.6990149945304687,0.0,active
task8_random_1,2020,80921,agent_1,24.534391,8.205992,0.5091404171953305,2.7014429569244385,7.205991744995117,1.4830142,-0.6526083,3.2202415,84.591415,-4.3915415,-1.6990149945304687,0.0,active
task8_random_1,2020,80922,agent_1,24.520893,8.227964,0.5305762836862247,-2.565798044204712,7.227964401245117,0.025787592,-1.0435265,-3.1445518,82.53581,-5.4804893,-1.6990149945304687,0.0,active
task8_random_1,2020,80923,agent_1,24.525646,8.236684,0.5301233451624118,-1.5345534086227417,7.2366838455200195,0.009930849,-1.0499504,-3.0802693,80.55794,-6.582885,-1.6990149945304687,0.0,active
task8_random_1,2020,80924,agent_1,24.581879,8.238009,33.4268075554333,-0.0007632414344698191,7.238009452819824,0.056248665,-1.0481768,397.25885,478.91547,-7.6815596,-1.6990149945304687,0.0,active
task8_random_1,2020,80925,agent_1,28.707903,10.990168,29.359627367782355,-0.6560876965522766,7.670622819060959,4.9596825,0.56468904,27.936392,507.17075,-8.000433,-1.6990149945304687,0.0,active
task8_random_1,2020,80926,agent_1,33.13095,9.569401,24.875566707421854,0.287916362285614,6.328222447783404,4.645634,-0.8990583,28.903265,536.8823,-8.808739,-1.6990149945304687,0.0,active
task8_random_1,2020,80927,agent_1,37.31202,7.6388235,20.732711952144815,0.49827688932418823,4.687980651855469,4.605266,-0.12176747,27.909977,564.8071,-8.823566,-1.6990149945304687,0.0,active
task8_random_1,2020,80928,agent_1,40.669506,9.994585,17.359009739905563,-0.669154942035675,1.3304939270019531,4.1015034,1.0444046,1.2428343,567.8214,-9.914348,-2.3797035217285156,0.0,active
task8_random_1,2020,80929,agent_1,43.167133,14.278332,15.744037593454598,-1.3848155736923218,2.278331756591797,4.958692,0.43110648,1.2902899,569.41986,-10.100201,-2.502009868621826,0.0,active
task8_random_1,2020,80930,agent_1,48.161022,14.483831,11.264008669402202,-0.5496018528938293,2.5561740398406982,4.9981146,-1.0018082,3.412754,573.8991,-11.10382,-2.564910650253296,0.0,active
task8_random_1,2020,80931,agent_1,51.522728,10.791942,6.720573476237175,0.5622746348381042,3.5227279663085938,4.993106,-0.87330216,29.940731,604.6025,-11.866476,-2.564910650253296,0.0,active
task8_random_1,2020,80932,agent_1,55.814945,8.637679,2.2148907020463713,0.6294886469841003,7.185054779052734,4.802496,0.36700848,29.998713,634.7359,-12.001171,-2.564910650253296,0.0,active
task8_random_1,2020,80933,agent_1,56.184868,8.85779,1.820694476212866,-0.4585593342781067,6.815132141113281,0.43045664,1.0019125,-0.17193425,635.5678,-13.005,-2.564910650253296,0.0,active
task8_random_1,2020,80934,agent_1,56.212093,8.852996,1.7939399072763722,0.25634974241256714,6.787906646728516,0.027644396,-0.7110593,-2.3165436,633.7569,-13.510606,-2.564910650253296,0.0,active
task8_random_1,2020,80935,agent_1,56.37112,8.881006,1.633220160829813,-0.10142309963703156,6.628879547119141,0.16147518,0.34865904,-0.995014,632.8834,-13.632169,-2.564910650253296,0.0,active
task8_random_1,2020,80936,agent_1,56.459114,8.894917,1.5444649460261204,-0.08869487792253494,6.540885925292969,0.08908796,-0.0175598,-1.3783563,631.5054,-13.632477,-2.564910650253296,0.0,active
task8_random_1,2020,80937,agent_1,56.531532,8.899308,1.4719158467856788,0.007898982614278793,6.468467712402344,0.07255125,-0.09622314,-1.5014108,630.01324,-13.641736,-2.564910650253296,0.0,active
task8_random_1,2020,80938,agent_1,56.58985,8.936254,1.4115887298998826,-0.5195148587226868,6.410148620605469,0.0690372,0.5041267,-1.8144337,628.45294,-13.89588,-2.564910650253296,0.0,active
task8_random_1,2020,80939,agent_1,56.606606,8.93243,1.3950318341879737,0.27278774976730347,6.393394470214844,0.017185211,-0.78902227,-2.5054011,626.57007,-14.5184355,-2.564910650253296,0.0,active
task8_random_1,2020,80940,agent_1,56.782578,8.931421,1.2193525120690647,0.06200283393263817,6.2174224853515625,0.17597651,0.21860176,-0.81743705,625.8004,-14.566222,-2.564910650253296,0.0,active
task8_random_1,2020,80941,agent_1,56.88808,8.97434,1.112215434174536,-0.3632815480232239,6.111919403076172,0.11389899,0.3920854,-1.3902477,624.5639,-14.719954,-2.564910650253296,0.0,active
task8_random_1,2020,80942,agent_1,56.91936,8.971642,1.0810109171854478,0.11228769272565842,6.080638885498047,0.03139782,-0.47240603,-2.0043492,622.7827,-14.943121,-2.564910650253296,0.0,active
task8_random_1,2020,80943,agent_1,57.038235,8.981008,0.9619527971189171,-0.05888444557785988,5.961765289306641,0.11924291,0.16468108,-1.1933434,621.6165,-14.970241,-2.564910650253296,0.0,active
task8_random_1,2020,80944,agent_1,57.086784,8.981478,0.9134034564475199,0.010596450418233871,5.913215637207031,0.048551798,-0.06894574,-1.6649032,619.95636,-14.974994,-2.564910650253296,0.0,active
task8_random_1,2020,80945,agent_1,57.123486,8.989037,0.8765829974699766,-0.19061881303787231,5.876514434814453,0.03747034,0.19344293,-1.7783772,618.2154,-15.012414,-2.564910650253296,0.0,active
task8_random_1,2020,80946,agent_1,57.17403,8.989086,0.8260417972971159,0.012237247079610825,5.825969696044922,0.05054617,-0.20215082,-1.6870666,616.5692,-15.053279,-2.564910650253296,0.0,active
task8_random_1,2020,80947,agent_1,57.24773,8.988568,0.7523565994126535,0.022222694009542465,5.752269744873047,0.07370162,-0.008003238,-1.4842348,615.085,-15.053343,-2.564910650253296,0.0,active
task8_random_1,2020,80948,agent_1,57.300243,8.999105,0.6997571940940576,-0.19675904512405396,5.699756622314453,0.053559065,0.20506507,-1.6719365,613.45514,-15.095394,-2.564910650253296,0.0,active
task8_random_1,2020,80949,agent_1,57.352814,8.993635,0.6472175763019417,0.11351316422224045,5.647186279296875,0.052853107,-0.30171612,-1.7226284,611.82355,-15.186427,-2.564910650253296,0.0,active
task8_random_1,2020,80950,agent_1,57.489037,9.003397,0.5109747317467371,-0.07818729430437088,5.510963439941406,0.13657355,0.17521816,-1.0763401,610.7779,-15.217129,-2.564910650253296,0.0,active
task8_random_1,2020,80951,agent_1,57.528988,9.006412,0.47105575140539246,-0.08891517668962479,5.471012115478516,0.040064573,0.0037644405,398.27972,1009.0576,-15.217143,-2.564910650253296,0.0,terminated
task8_random_1,2040,81535,agent_1,44.458084,11.344585,12.303891857537453,0.4370265007019043,8.041915893554688,4.405023,-0.97880054,26.338634,27.296684,-0.9580505,0.0,0.0,active
task8_random_1,2040,81536,agent_1,47.082085,8.525917,8.667495282071423,0.40220385789871216,5.4368743896484375,3.8510098,0.15765086,23.859148,51.180687,-0.98290426,0.0,0.0,active
task8_random_1,2040,81537,agent_1,48.256565,7.299474,7.124710093471895,0.4784078598022461,4.53904390335083,1.6981076,0.014112225,9.1099415,60.29083,-0.9831034,0.0,0.0,active
task8_random_1,2040,81538,agent_1,49.471275,6.9705706,5.869407536538024,-0.07796010375022888,3.570685386657715,1.258452,0.54261124,6.49899,67.08424,-1.2775303,0.0,0.0,active
task8_random_1,2040,81539,agent_1,50.21703,6.1741543,4.924981664597904,0.5775118470191956,3.4661478996276855,1.0910668,-0.5538117,4.5975556,71.98851,-1.5842378,0.0,0.0,active
task8_random_1,2040,81540,agent_1,51.116768,5.8905826,3.9840468083344085,0.07987405359745026,3.135249614715576,0.9433689,0.5129219,4.3283234,76.579926,-1.8473268,0.0,0.0,active
task8_random_1,2040,81541,agent_1,52.39019,4.798193,2.617600745026426,0.7861987352371216,3.7458271980285645,1.6777732,-0.40370995,8.024795,84.7677,-2.0103085,0.0,0.0,active
task8_random_1,2040,81542,agent_1,53.13129,4.8017187,1.8791995382596696,0.10095294564962387,3.6982812881469727,0.7411072,0.7137835,2.6647336,87.94192,-2.5197954,0.0,0.0,active
task8_random_1,2040,81543,agent_1,53.74017,4.7689877,1.2808354806986337,0.23505814373493195,3.7310123443603516,0.6097574,-0.058462545,2.2079172,90.15325,-2.5232134,0.0,0.0,active
task8_random_1,2040,81544,agent_1,54.441757,4.9711366,0.5589884783659179,-0.2288738638162613,3.5288634300231934,0.73013043,0.33423698,2.9577818,93.22275,-2.6349277,0.0,0.0,active
task8_random_1,2040,81545,agent_1,54.776787,4.850107,13.336504705122435,1.749972939491272,3.649892807006836,0.3562219,-0.62719184,399.76965,493.38577,-3.0282974,0.0,0.0,active
task8_random_1,2040,81546,agent_1,54.909576,4.821936,13.342834710378272,1.6225285530090332,3.6780638694763184,0.13574386,0.13760954,-1.7790987,491.6256,-3.0472338,0.0,0.0,active
task8_random_1,2040,81547,agent_1,55.25137,4.9321437,13.184330748815142,1.1258618831634521,3.5678563117980957,0.359123,0.5209634,-0.76063704,491.13638,-3.3186367,0.0,0.0,active
task8_random_1,2040,81548,agent_1,56.78927,7.518279,10.48383905371975,0.5163896083831787,0.9817209243774414,3.0088582,0.7223917,-0.0075260997,493.0404,-3.8404865,-1.389711618423462,0.0,active
task8_random_1,2040,81549,agent_1,56.444958,12.373323,5.653986294874575,-0.16912603378295898,0.0,4.8672385,0.607291,-345.42538,497.81714,-4.209289,-151.22303771972656,-200.0,truncated
task8_random_1,2060,82148,agent_1,15.911213,28.201473,25.733118936851405,-0.5901598334312439,2.2014732360839844,3.9163988,0.05146642,2.7568393,2.9023242,-0.0026487925,-0.1428360491991043,0.0,active
task8_random_1,2060,82149,agent_1,20.389515,26.080494,20.8064059921505,-0.11929720640182495,1.47667396068573,4.9551744,-0.4937821,4.143734,7.811107,-0.24646956,-0.6640641689300537,0.0,active
task8_random_1,2060,82150,agent_1,22.986984,21.81484,16.487349403857753,0.5977228879928589,3.9869842529296875,4.9942617,-0.5815235,29.245638,37.394913,-0.5846391,-0.6640641689300537,0.0,active
task8_random_1,2060,82151,agent_1,27.114552,20.691683,12.283657491030732,-0.21609768271446228,2.786346197128296,4.2776513,0.75816053,3.3134055,41.309666,-1.1594465,-0.6906037330627441,0.0,active
task8_random_1,2060,82152,agent_1,30.675465,23.463287,11.192678464634763,-1.5187957286834717,4.963287353515625,4.512416,0.9270724,11.620263,53.78939,-2.0189097,-0.6906037330627441,0.0,active
task8_random_1,2060,82153,agent_1,31.143404,23.27227,10.744457311434154,-0.4911368489265442,4.772270202636719,0.50542605,-1.0489577,0.15164566,55.041348,-3.119222,-0.6906037330627441,0.0,active
task8_random_1,2060,82154,agent_1,31.382452,22.53238,10.026399007147216,0.40833595395088196,4.032379150390625,0.7775488,-0.8707329,2.3872132,58.186737,-3.8773978,-0.6906037330627441,0.0,active
task8_random_1,2060,82155,agent_1,31.816833,21.824137,9.20871273194448,0.18600302934646606,3.324136734008789,0.83084,0.2376579,3.6936302,61.936848,-3.9338791,-0.6906037330627441,0.0,active
task8_random_1,2060,82156,agent_1,32.07691,21.513712,8.804059326068908,0.040576156228780746,3.013711929321289,0.40497112,0.14721073,0.8115383,62.770058,-3.9555502,-0.6906037330627441,0.0,active
task8_random_1,2060,82157,agent_1,32.487923,21.127914,8.24222856723311,-0.08449321985244751,2.6279144287109375,0.5637119,0.1196657,-1.2775421,61.557373,-3.96987,-0.7411415576934814,0.0,active
task8_random_1,2060,82158,agent_1,34.4101,20.281359,6.385932891528722,-0.5589496493339539,2.1819725036621094,2.1003373,0.3389083,0.43317893,62.253803,-4.0847287,-0.8895344734191895,0.0,active
task8_random_1,2060,82159,agent_1,35.020325,19.389236,5.305078837043947,-0.003521442413330078,1.9518747329711914,1.0808593,-0.55602413,-1.0230182,61.767002,-4.3938913,-1.11658775806427,0.0,active
task8_random_1,2060,82160,agent_1,35.97864,18.146704,3.740004605224611,-0.08597433567047119,2.4822518825531006,1.5691588,0.05705152,0.11270535,61.95974,-4.397146,-1.1933653354644775,0.0,active
task8_random_1,2060,82161,agent_1,36.84166,15.017998,1.1584802658286786,1.2861148118972778,3.3416595458984375,3.2455502,-0.38782418,17.248314,79.35846,-4.547554,-1.1933653354644775,0.0,active
task8_random_1,2060,82162,agent_1,38.23837,14.446123,0.6029920141643328,2.365823268890381,3.718522870383091,1.5092509,0.9130298,2.9623199,83.1544,-5.3811774,-1.1933653354644775,0.0,active
task8_random_1,2060,82163,agent_1,38.238506,14.445147,0.6039433768595803,-2.8745267391204834,2.8031311402458945,0.0009858608,-1.0432655,-3.1131926,81.15385,-6.46958,-1.2175979614257812,0.0,active
task8_random_1,2060,82164,agent_1,38.17027,14.392188,0.6312106432653605,-1.9576634168624878,2.0214705551542265,0.08637571,-1.0497054,-3.2950082,79.16113,-7.5714617,-1.4180076122283936,0.0,active
task8_random_1,2060,82165,agent_1,37.785583,14.545683,0.5023728277329541,-1.6321014165878296,1.4850629397774135,0.41417885,-1.0396552,-3.299852,77.45564,-8.652345,-1.9314860105514526,0.0,active
task8_random_1,2060,82166,agent_1,37.741665,14.818283,18.671344112175035,1.7279534339904785,1.1014182886616373,0.27611518,-1.031406,396.16333,475.75262,-9.716143,-3.001298189163208,0.0,active
task8_random_1,2060,82167,agent_1,33.403152,16.470995,15.344714450099787,0.8724794387817383,0.0,4.642643,1.0470926,-347.74606,478.9363,-10.812546,-152.83462524414062,-200.0,truncated
task8_random_1,2080,82776,agent_1,11.523344,28.957773,8.977868266979092,-1.0340770483016968,2.042226791381836,4.600259,0.6983543,2.1815507,2.8622355,-0.48769873,-0.19298605620861053,0.0,active
task8_random_1,2080,82777,agent_1,15.369495,27.633919,4.91032213277605,-0.007719516754150391,3.3660812377929688,4.0676126,-1.029855,25.412354,29.335192,-1.5483,-0.19298605620861053,0.0,active
task8_random_1,2080,82778,agent_1,18.006443,26.322075,2.019406262415807,0.301460325717926,4.677925109863281,2.945238,-0.13013354,18.32812,47.680244,-1.5652348,-0.19298605620861053,0.0,active
task8_random_1,2080,82779,agent_1,19.85889,27.189014,1.1973584291046397,-1.8903900384902954,3.810985565185547,2.045274,0.89935315,5.3919506,53.88103,-2.374071,-0.19298605620861053,0.0,active
task8_random_1,2080,82780,agent_1,19.869385,27.181652,1.1888490029603258,-0.8488695621490479,3.818347930908203,0.012819529,-1.0495564,-3.0333824,51.94922,-3.4756393,-0.19298605620861053,0.0,active
task8_random_1,2080,82781,agent_1,19.855837,27.01216,1.0223744682582632,0.22124433517456055,3.9878406524658203,0.17003298,-1.0387235,-1.9065078,51.12166,-4.554586,-0.19298605620861053,0.0,active
task8_random_1,2080,82782,agent_1,20.049837,25.701965,39.70435062992844,1.2285740375518799,5.29803466796875,1.3244783,0.22676632,404.19855,455.37164,-4.606009,-0.19298605620861053,0.0,active
task8_random_1,2080,82783,agent_1,22.698353,24.2203,36.83071719254893,0.34035366773605347,5.827396881913498,3.0347915,0.91373867,17.60283,473.8094,-5.4409275,-0.19298605620861053,0.0,active
task8_random_1,2080,82784,agent_1,27.5981,25.150017,32.20562096964415,-0.4113953411579132,5.849983215332031,4.987174,0.6975744,30.61322,504.9092,-5.9275374,-0.19298605620861053,0.0,active
task8_random_1,2080,82785,agent_1,32.56008,25.454296,27.470635627307058,-0.3360459804534912,5.545703887939453,4.9713006,-0.12627308,31.601582,536.52673,-5.9434824,-0.19298605620861053,0.0,active
task8_random_1,2080,82786,agent_1,37.274612,26.956955,23.499351210030856,-0.6995978355407715,4.0430450439453125,4.948209,0.24730442,27.69168,564.2796,-6.004642,-0.19298605620861053,0.0,active
task8_random_1,2080,82787,agent_1,40.77234,24.912733,19.494448157882267,0.1664157211780548,6.08726692199707,4.0512886,-0.8374518,25.425766,590.4067,-6.7059674,-0.19298605620861053,0.0,active
task8_random_1,2080,82788,agent_1,45.01363,25.889547,16.058128955702884,-0.7399587035179138,5.110452651977539,4.3523235,0.75526553,23.315817,614.2929,-7.2763934,-0.19298605620861053,0.0,active
task8_random_1,2080,82789,agent_1,48.66238,24.319925,12.116428460908516,-0.14247435331344604,5.819925308227539,3.9720387,-0.63261396,25.25238,639.9455,-7.676594,-0.19298605620861053,0.0,active
task8_random_1,2080,82790,agent_1,52.231857,22.802624,8.298972857079724,-0.21519935131072998,4.302623748779297,3.8785806,0.0043149074,24.844421,664.7899,-7.6766124,-0.19298605620861053,0.0,active
task8_random_1,2080,82791,agent_1,56.63282,21.07312,3.8791246170318168,-0.5399957895278931,3.546703338623047,4.7286015,0.027492963,29.555689,694.3464,-7.677368,-0.19298605620861053,0.0,active
task8_random_1,2080,82792,agent_1,56.89316,20.576376,3.3281346736362565,0.2027333378791809,3.3740286827087402,0.5608318,-0.7136147,1.3673675,696.22296,-8.186614,-0.19298605620861053,0.0,active
