experiment,episode,return_total,reward_progress,reward_collision,reward_safety,reward_rotation
exp4_fixed_3,1,-114.43169,120.95821,-200.0,-31.745167,-3.644692
exp4_fixed_3,2,-157.59436,63.8763,-200.0,-20.246796,-1.2238652
exp4_fixed_3,3,-262.34485,107.33759,-200.0,-167.84961,-1.8328205
exp4_fixed_3,4,436.5628,456.7865,0.0,-5.901197,-14.322499
exp4_fixed_3,5,-108.43809,103.2712,-200.0,-9.729073,-1.9802032
exp4_fixed_3,6,543.2466,555.7159,0.0,-5.4312844,-7.0379777
exp4_fixed_3,7,493.51947,516.5056,0.0,-10.052522,-12.933589
exp4_fixed_3,8,532.6339,546.72705,0.0,-7.6727166,-6.420428
exp4_fixed_3,9,432.62918,443.6657,0.0,-0.7396564,-10.296896
exp4_fixed_3,10,433.17035,440.11908,0.0,-2.164637,-4.7841067
exp4_fixed_3,11,-230.8988,32.302364,-200.0,-62.721268,-0.47989038
exp4_fixed_3,12,583.37695,593.01526,0.0,-5.7577753,-3.8805308
exp4_fixed_3,13,485.07343,489.4284,0.0,-1.0784488,-3.276568
exp4_fixed_3,14,282.31934,327.23102,0.0,-5.4138193,-39.49787
exp4_fixed_3,15,548.90344,561.11414,0.0,-6.631061,-5.5796256
exp4_fixed_3,16,503.43845,510.1059,0.0,-0.8894271,-5.7780247
exp4_fixed_3,17,-221.82512,-1.4755895,-200.0,-19.645725,-0.7038131
exp4_fixed_3,18,-209.52205,21.58841,-200.0,-28.784424,-2.3260348
exp4_fixed_3,19,-248.1914,12.397318,-200.0,-48.741295,-11.847467
exp4_fixed_3,21,-73.25664,-36.402378,0.0,-28.337572,-8.516697
exp4_fixed_3,22,-268.16092,88.37549,-200.0,-153.17691,-3.3595338
exp4_fixed_3,23,536.2446,544.8007,0.0,-2.2203674,-6.33575
exp4_fixed_3,24,507.8701,519.51117,0.0,-3.8403735,-7.8006973
exp4_fixed_3,25,-210.89333,75.610695,-200.0,-81.53111,-4.972922
exp4_fixed_3,26,-215.4987,11.489347,-200.0,-26.244362,-0.74368316
exp4_fixed_3,27,-217.02132,28.715113,-200.0,-41.87172,-3.8647175
exp4_fixed_3,28,-176.0736,39.720276,-200.0,-15.024857,-0.7690108
exp4_fixed_3,29,476.72418,488.9738,0.0,-7.546729,-4.7028494
exp4_fixed_3,30,463.69617,470.26553,0.0,-0.87563235,-5.693692
exp4_fixed_3,31,448.88678,466.7279,0.0,-10.28924,-7.5519285
exp4_fixed_3,32,501.31067,509.6703,0.0,-1.1992159,-7.160414
exp4_fixed_3,33,500.37756,513.8811,0.0,-4.762707,-8.740815
exp4_fixed_3,34,514.706,532.6073,0.0,-5.187621,-12.713728
exp4_fixed_3,35,-397.41626,-87.25418,-200.0,-97.22993,-12.932199
exp4_fixed_3,36,-203.71414,-79.20499,0.0,-118.28359,-6.2256184
exp4_fixed_3,37,-272.44516,1.0746385,-200.0,-65.437675,-8.082154
exp4_fixed_3,38,520.01904,525.28906,0.0,-2.603833,-2.6660404
exp4_fixed_3,39,561.5027,570.8314,0.0,-2.7760482,-6.552729
exp4_fixed_3,41,-126.72589,-95.68821,0.0,-22.902882,-8.134806
exp4_fixed_3,42,462.5299,470.08823,0.0,-3.6980157,-3.8602774
exp4_fixed_3,43,-173.94502,64.94661,-200.0,-34.257553,-4.634081
exp4_fixed_3,44,39.637333,46.507927,0.0,-1.5067934,-5.36379
exp4_fixed_3,45,-178.91965,-87.496635,0.0,-87.47932,-3.9437175
exp4_fixed_3,46,505.35867,511.83478,0.0,-2.7803922,-3.6957228
exp4_fixed_3,47,538.94763,548.06226,0.0,-2.2119725,-6.9026
exp4_fixed_3,48,-110.61547,-95.70206,0.0,-5.7461057,-9.167301
exp4_fixed_3,49,433.0544,439.9772,0.0,-1.8643285,-5.058445
exp4_fixed_3,50,-63.22512,21.67091,0.0,-66.394135,-18.501907
exp4_fixed_3,51,432.62405,438.2141,0.0,-2.5092742,-3.0807567
exp4_fixed_3,52,-89.17195,-55.113922,0.0,-16.620695,-17.437338
exp4_fixed_3,53,-83.09756,-31.965637,0.0,-3.0258918,-48.10604
exp4_fixed_3,54,489.2901,495.90564,0.0,-2.7164195,-3.8991008
exp4_fixed_3,55,-126.042625,-82.295456,0.0,-38.852943,-4.894228
exp4_fixed_3,56,551.95197,560.2717,0.0,-3.2841568,-5.035634
exp4_fixed_3,57,526.4112,534.1697,0.0,-2.8800337,-4.8784995
exp4_fixed_3,58,479.30362,485.8661,0.0,-1.9569793,-4.6055055
exp4_fixed_3,59,476.1228,481.3162,0.0,-1.739097,-3.4543097
exp4_fixed_3,61,-57.796036,-33.306324,0.0,-11.899577,-12.590142
exp4_fixed_3,62,470.33978,479.73816,0.0,-4.5743213,-4.824049
exp4_fixed_3,63,-109.95227,-90.94103,0.0,-14.35538,-4.6558523
exp4_fixed_3,64,33.78719,42.81669,0.0,-2.5077336,-6.521777
exp4_fixed_3,65,517.3496,520.7228,0.0,-1.709012,-1.664206
exp4_fixed_3,66,4.0410113,10.668366,0.0,-3.406661,-3.220704
exp4_fixed_3,67,442.6808,449.35342,0.0,-2.1658392,-4.506815
exp4_fixed_3,68,530.1344,536.3413,0.0,-1.2641467,-4.9427614
exp4_fixed_3,69,477.37424,488.05444,0.0,-6.0553346,-4.6248894
exp4_fixed_3,70,451.5723,464.4704,0.0,-6.028767,-6.8693657
exp4_fixed_3,71,416.24664,429.05508,0.0,-2.9771454,-9.83129
exp4_fixed_3,72,527.37317,532.98505,0.0,-1.865456,-3.7464588
exp4_fixed_3,73,490.19336,497.4544,0.0,-2.6935854,-4.567459
exp4_fixed_3,74,-61.253475,-21.296556,0.0,-32.81873,-7.138215
exp4_fixed_3,75,19.702492,23.738216,0.0,-1.2272758,-2.8084178
exp4_fixed_3,76,459.24286,465.4439,0.0,-2.6726184,-3.528418
exp4_fixed_3,77,556.5475,568.9173,0.0,-6.2722683,-6.097536
exp4_fixed_3,78,558.18134,563.66144,0.0,-1.8782259,-3.6018739
exp4_fixed_3,79,-70.16039,-57.83961,0.0,-3.789546,-8.531237
exp4_fixed_3,81,-240.96353,28.367588,-200.0,-67.71277,-1.6183676
exp4_fixed_3,82,-44.967476,-27.329826,0.0,-9.629394,-8.008256
exp4_fixed_3,83,-17.657234,23.30108,0.0,-2.4320917,-38.526257
exp4_fixed_3,84,-90.46331,-82.33186,0.0,-3.367552,-4.7638893
exp4_fixed_3,85,503.32755,511.0156,0.0,-2.1893513,-5.4987044
exp4_fixed_3,86,506.39404,513.0532,0.0,-2.3771517,-4.282057
exp4_fixed_3,87,511.60278,523.0807,0.0,-4.4856696,-6.992203
exp4_fixed_3,88,-36.09282,-27.454935,0.0,-1.9218594,-6.7160316
exp4_fixed_3,89,476.73682,484.4696,0.0,-2.2327683,-5.500019
exp4_fixed_3,90,465.4871,476.04202,0.0,-3.3104582,-7.2444897
exp4_fixed_3,91,560.5011,574.2889,0.0,-8.265617,-5.5220923
exp4_fixed_3,92,-62.57143,-34.650043,0.0,-1.3512694,-26.570103
exp4_fixed_3,93,406.42007,417.8639,0.0,-2.7875886,-8.656207
exp4_fixed_3,94,521.0809,532.41907,0.0,-4.3664484,-6.9717245
exp4_fixed_3,95,25.874952,32.2589,0.0,-2.9430714,-3.4408758
exp4_fixed_3,96,-10.718008,-5.639639,0.0,-1.9309995,-3.1473653
exp4_fixed_3,97,588.44037,598.99927,0.0,-2.6365297,-7.9223146
exp4_fixed_3,98,-14.933797,4.7008977,0.0,-7.9609313,-11.6737795
exp4_fixed_3,99,-7.6703744,4.8808436,0.0,-5.084127,-7.467087
exp4_fixed_3,101,419.26624,445.59427,0.0,-19.57612,-6.7519393
exp4_fixed_3,102,-26.431757,-13.126471,0.0,-7.4342785,-5.871024
exp4_fixed_3,103,13.035577,34.365665,0.0,-16.427109,-4.902949
exp4_fixed_3,104,-124.347534,-104.23696,0.0,-15.910304,-4.2002816
exp4_fixed_3,105,-30.729095,-6.903685,0.0,-18.096884,-5.728516
exp4_fixed_3,106,465.41452,480.6159,0.0,-7.808224,-7.393131
exp4_fixed_3,107,539.6854,547.4066,0.0,-3.1274195,-4.593742
exp4_fixed_3,108,17.180128,24.754732,0.0,-3.0317142,-4.542854
exp4_fixed_3,109,-77.97316,-64.53123,0.0,-7.6258235,-5.8161125
exp4_fixed_3,110,-9.611072,-4.122228,0.0,-1.2013727,-4.2875104
exp4_fixed_3,111,-59.690056,-46.69848,0.0,-7.906616,-5.084968
exp4_fixed_3,112,515.5872,523.1068,0.0,-2.8812284,-4.63837
exp4_fixed_3,113,457.64484,464.39807,0.0,-2.3604622,-4.392739
exp4_fixed_3,114,-21.919529,-16.618711,0.0,-2.3610208,-2.9397957
exp4_fixed_3,115,8.869125,21.636295,0.0,-6.6985006,-6.0686564
exp4_fixed_3,116,455.77945,464.98218,0.0,-4.8556314,-4.347088
exp4_fixed_3,117,-64.43612,-51.579197,0.0,-8.572028,-4.2849026
exp4_fixed_3,118,513.7613,526.4323,0.0,-4.595686,-8.075276
exp4_fixed_3,119,547.6547,558.11597,0.0,-3.2439272,-7.217325
exp4_fixed_3,121,-44.318485,-23.530287,0.0,-3.8713098,-16.916904
exp4_fixed_3,122,-55.03666,-35.07173,0.0,-11.530077,-8.434857
