experiment,worker,episode,return,average_return,best_return,mean_time_travel,average_mean_time_travel,best_mean_time_travel,success_rate,average_success_rate,best_success_rate
random_easy,0,217,-23.0043488500034,-261.07039394300426,-93.8112233624178,100.0,89.73,7.0,0.0,0.02,0.125
random_easy,0,218,72.30188252666674,-259.53050370563943,-93.8112233624178,100.0,90.67,7.0,0.0,0.02,0.125
random_easy,0,219,-92.4329242460546,-261.2308701410754,-93.8112233624178,100.0,90.67,7.0,0.0,0.02,0.125
random_easy,0,220,-37.20564895107373,-265.6044495030836,-93.8112233624178,57.0,90.24,7.0,0.0,0.02,0.125
random_easy,0,221,197.82291505031966,-263.28152135981986,-93.8112233624178,8.0,90.17,7.0,1.0,0.03,0.125
random_easy,0,222,2289.534943189468,-227.917625201609,-93.8112233624178,100.0,90.17,7.0,0.0,0.03,0.125
random_easy,0,223,3899.261632900478,-192.99639895054966,-93.8112233624178,100.0,90.17,7.0,0.0,0.03,0.125
random_easy,0,224,512.1338050270863,-150.47343812970618,-93.8112233624178,100.0,90.17,7.0,0.0,0.03,0.125
random_easy,0,225,-163.259820743763,-157.5145079572719,-93.8112233624178,100.0,90.17,7.0,0.0,0.03,0.125
random_easy,0,226,-99.2386818935638,-210.55822909010715,-93.8112233624178,100.0,90.17,7.0,0.0,0.03,0.125
random_easy,0,227,-446.98912334495526,-232.0198905563474,-93.8112233624178,100.0,90.17,7.0,0.0,0.03,0.125
random_easy,0,228,3902.9443477597215,-196.54195968687665,-93.8112233624178,100.0,90.17,7.0,0.0,0.03,0.125
random_easy,0,229,-181.25614942401984,-156.91543357139892,-93.8112233624178,100.0,90.17,7.0,0.0,0.03,0.125
random_easy,0,230,-685.5834136669857,-163.1939678522135,-93.8112233624178,100.0,90.17,7.0,0.0,0.03,0.125
random_easy,0,231,8.564022987063531,-156.28752101875838,-93.8112233624178,32.0,89.49,7.0,0.0,0.03,0.125
random_easy,0,232,1709.5449109376998,-116.95866646519718,-93.8112233624178,100.0,89.49,7.0,0.0,0.03,0.125
random_easy,0,233,-1191.7604458378796,-130.99427512689917,-93.8112233624178,100.0,89.49,7.0,0.0,0.03,0.125
random_easy,0,234,-322.8333519107219,-130.30031480017843,-93.8112233624178,100.0,89.49,7.0,0.0,0.03,0.125
random_easy,0,235,-205.264842352934,-140.10402788115096,-93.8112233624178,43.0,88.92,7.0,0.0,0.03,0.125
random_easy,0,236,-1136.1069894166262,-151.19934976845684,-93.8112233624178,62.0,88.99,7.0,0.0,0.03,0.125
random_easy,0,237,-386.77804448816784,-114.63593298800697,-93.8112233624178,100.0,88.99,7.0,0.0,0.03,0.125
random_easy,0,238,-520.6923935093171,-122.17999970311523,-93.8112233624178,100.0,88.99,7.0,0.0,0.03,0.125
random_easy,0,239,-2881.730118563102,-152.30750350149768,-93.8112233624178,100.0,88.99,7.0,0.0,0.03,0.125
random_easy,0,240,2714.41699525574,-106.25095246652893,-93.8112233624178,100.0,89.06,7.0,0.0,0.03,0.125
random_easy,0,241,-252.3192147969712,-93.76702180973065,-93.76702180973065,100.0,89.06,7.0,0.0,0.03,0.125
random_easy,0,242,205.15009258880718,-51.98758921318811,-51.98758921318811,100.0,89.06,7.0,0.0,0.03,0.125
random_easy,0,243,-228.81176258004595,-63.57592810578066,-51.98758921318811,100.0,89.06,7.0,0.0,0.03,0.125
random_easy,0,244,155.57157365246465,-61.40821387948327,-51.98758921318811,100.0,89.06,7.0,0.0,0.03,0.125
random_easy,0,245,-663.4390202925772,-67.39803494578173,-51.98758921318811,100.0,90.0,7.0,0.0,0.03,0.125
random_easy,0,246,-454.76478771518646,-89.738402112247,-51.98758921318811,100.0,90.5,7.0,0.0,0.02,0.125
random_easy,0,247,-2017.218504500814,-87.89620420603207,-51.98758921318811,100.0,90.5,7.0,0.0,0.02,0.125
random_easy,0,248,2778.3653180483584,-68.03450320438341,-51.98758921318811,100.0,90.5,7.0,0.0,0.02,0.125
random_easy,0,249,-90.84823874301165,-57.94677025753374,-51.98758921318811,5.0,89.55,7.0,0.0,0.02,0.125
random_easy,0,250,3.59059571075651,6.018748641806524,6.018748641806524,51.0,89.06,7.0,0.0,0.02,0.125
random_easy,0,251,327.1010091474223,19.430896498803612,19.430896498803612,100.0,89.06,7.0,0.0,0.02,0.125
random_easy,0,252,24.926167914917286,3.653891469769848,19.430896498803612,100.0,89.06,7.0,0.0,0.02,0.125
random_easy,0,253,-422.7662844995037,-3.960906496469126,19.430896498803612,100.0,89.06,7.0,0.0,0.02,0.125
random_easy,0,254,-75.6947210693163,-3.6360898259129124,19.430896498803612,100.0,89.96,7.0,0.0,0.02,0.125
random_easy,0,255,-67.77559723466258,41.852036792449745,41.852036792449745,100.0,89.96,7.0,0.0,0.02,0.125
random_easy,0,256,-202.3883968190076,51.670946387763514,51.670946387763514,100.0,89.96,7.0,0.0,0.02,0.125
random_easy,0,257,778.5822896442113,61.26242485925384,61.26242485925384,100.0,89.96,7.0,0.0,0.02,0.125
random_easy,0,258,-717.8806839775243,86.53972654047084,86.53972654047084,100.0,89.96,7.0,0.0,0.02,0.125
random_easy,0,259,-1434.8876356069484,58.76661541495267,86.53972654047084,100.0,89.96,7.0,0.0,0.02,0.125
random_easy,0,260,-270.6574779382572,40.462562437569325,86.53972654047084,100.0,89.96,7.0,0.0,0.02,0.125
random_easy,0,261,-1451.8833694303573,27.286267751733284,86.53972654047084,100.0,89.96,7.0,0.0,0.02,0.125
random_easy,0,262,-123.8500228012592,26.669059047579104,86.53972654047084,6.0,89.96,7.0,0.0,0.02,0.125
random_easy,0,263,-60.76513246289493,26.936354139717796,86.53972654047084,6.0,89.94,7.0,0.0,0.02,0.125
random_easy,0,264,1036.5619189225793,42.686704569849134,86.53972654047084,100.0,89.94,7.0,0.0,0.02,0.125
random_easy,0,265,2381.8728830761634,66.8150825884967,86.53972654047084,100.0,89.94,7.0,0.0,0.02,0.125
random_easy,0,266,181.14446129234892,67.8520058892821,86.53972654047084,100.0,89.94,7.0,0.0,0.02,0.125
random_easy,0,267,-727.935017342347,5.227162284891003,86.53972654047084,100.0,89.94,7.0,0.0,0.02,0.125
random_easy,0,268,310.8926096861394,34.53869874235986,86.53972654047084,100.0,89.94,7.0,0.0,0.02,0.125
random_easy,0,269,-541.0637950409671,33.04127578764247,86.53972654047084,100.0,89.94,7.0,0.0,0.02,0.125
random_easy,0,270,-508.4529220274742,26.037409179167,86.53972654047084,100.0,89.94,7.0,0.0,0.02,0.125
random_easy,0,271,-402.4516966570578,19.294831156523244,86.53972654047084,100.0,89.94,7.0,0.0,0.02,0.125
random_easy,0,272,1512.8935564607693,44.662794488941536,86.53972654047084,100.0,89.94,7.0,0.0,0.02,0.125
random_easy,0,273,-1575.5542857923156,27.335387594102468,86.53972654047084,100.0,89.94,7.0,0.0,0.02,0.125
random_easy,0,274,164.507592800548,49.24792089517038,86.53972654047084,100.0,89.94,7.0,0.0,0.02,0.125
random_easy,0,275,438.5684452850348,26.45957472000373,86.53972654047084,100.0,89.94,7.0,0.0,0.02,0.125
random_easy,0,276,2199.5964470896324,92.38584492829345,92.38584492829345,100.0,89.94,7.0,0.0,0.02,0.125
random_easy,0,277,170.32673989725106,96.15962262798051,96.15962262798051,100.0,89.94,7.0,0.0,0.02,0.125
random_easy,0,278,1024.2783145159374,104.54827933175143,104.54827933175143,100.0,89.94,7.0,0.0,0.02,0.125
random_easy,0,279,-154.19792344925025,103.18423074236644,104.54827933175143,100.0,89.94,7.0,0.0,0.02,0.125
random_easy,0,280,2331.389581598742,122.88441389253617,122.88441389253617,100.0,89.94,7.0,0.0,0.02,0.125
random_easy,0,281,-662.3987936779492,87.19185851115563,122.88441389253617,100.0,89.94,7.0,0.0,0.02,0.125
random_easy,0,282,-3186.488110623934,65.6315112913552,122.88441389253617,100.0,89.94,7.0,0.0,0.02,0.125
random_easy,0,283,709.6652625835675,77.18838673470098,122.88441389253617,100.0,89.94,7.0,0.0,0.02,0.125
random_easy,0,284,2278.851491525919,102.47644671294469,122.88441389253617,100.0,90.75,7.0,0.0,0.02,0.125
random_easy,0,285,52.29031190639628,101.45651182861326,122.88441389253617,53.0,90.28,7.0,0.0,0.02,0.125
random_easy,0,286,2129.717185108586,139.5628965393311,139.5628965393311,100.0,90.28,7.0,0.0,0.02,0.125
random_easy,0,287,-67.3187277977512,139.9662118433843,139.9662118433843,15.0,90.12,7.0,0.0,0.02,0.125
random_easy,0,288,1570.2388493239687,152.88134421222648,152.88134421222648,38.0,89.5,7.0,1.0,0.03,0.125
random_easy,0,289,4867.590555177122,257.8362454912304,257.8362454912304,71.0,89.21,7.0,1.0,0.04,0.125
random_easy,0,290,-283.57401379405894,265.160783017525,265.160783017525,31.0,88.52,7.0,0.0,0.04,0.125
random_easy,0,291,-215.7560769066502,262.1297820336332,265.160783017525,100.0,88.52,7.0,0.0,0.04,0.125
random_easy,0,292,-322.0744910230617,258.20730722163864,265.160783017525,35.0,87.87,7.0,0.0,0.04,0.125
random_easy,0,293,-434.9951244128384,234.39258615891174,265.160783017525,100.0,87.87,7.0,0.0,0.04,0.125
random_easy,0,294,-544.5176319046774,232.88234160750417,265.160783017525,100.0,87.87,7.0,0.0,0.04,0.125
random_easy,0,295,4148.653726476036,267.2273739887649,267.2273739887649,100.0,87.87,7.0,0.0,0.04,0.125
random_easy,0,296,51.27614490838283,263.0407548891013,267.2273739887649,100.0,87.87,7.0,0.0,0.04,0.125
random_easy,0,297,2175.61540239264,309.8595406957752,309.8595406957752,47.0,87.34,7.0,1.0,0.05,0.125
random_easy,0,298,-729.6101766220954,278.7654256927523,309.8595406957752,100.0,87.34,7.0,0.0,0.05,0.125
random_easy,0,299,-2192.1396106844663,253.31885118228936,309.8595406957752,100.0,87.34,7.0,0.0,0.05,0.125
random_easy,0,300,3350.365159330096,306.68066711936086,309.8595406957752,82.0,87.16,7.0,1.0,0.06,0.125
random_easy,0,301,-71.20818812909107,298.71789695267415,309.8595406957752,11.0,86.27,7.0,0.0,0.06,0.125
random_easy,0,302,209.7363570370597,299.14156289053864,309.8595406957752,53.0,85.8,7.0,0.0,0.06,0.125
random_easy,0,303,-636.1413371389764,282.43500710179944,309.8595406957752,50.0,85.3,7.0,0.0,0.06,0.125
random_easy,0,304,3797.1117415717654,296.5900083793597,309.8595406957752,81.0,85.11,7.0,0.0,0.06,0.125
random_easy,0,305,-1014.9200684548816,287.67679195778294,309.8595406957752,100.0,85.11,7.0,0.0,0.06,0.125
random_easy,0,306,21.163100727851138,294.8432371003045,309.8595406957752,51.0,84.7,7.0,0.0,0.06,0.125
random_easy,0,307,1794.931778881754,333.9629352870218,333.9629352870218,60.0,84.3,7.0,1.0,0.07,0.125
random_easy,0,308,275.50538840578815,334.48760580382964,334.48760580382964,100.0,84.61,7.0,0.0,0.07,0.125
random_easy,0,309,-53.69841360275735,314.38425984805673,334.48760580382964,5.0,83.66,7.0,0.0,0.07,0.125
random_easy,0,310,775.6450559121986,320.51921306399265,334.48760580382964,100.0,84.59,7.0,0.0,0.06,0.125
random_easy,0,311,-2647.778799315598,301.8838554416956,334.48760580382964,100.0,84.59,7.0,0.0,0.06,0.125
random_easy,0,312,-38.41839071333316,310.4441468154682,334.48760580382964,15.0,83.74,7.0,0.0,0.06,0.125
random_easy,0,313,-231.78186283996155,309.26828293650874,334.48760580382964,100.0,83.74,7.0,0.0,0.06,0.125
random_easy,0,314,61.95461441924938,311.20276201144117,334.48760580382964,100.0,84.68,7.0,0.0,0.06,0.125
random_easy,0,315,77.69542896891215,300.992471848914,334.48760580382964,100.0,84.68,7.0,0.0,0.06,0.125
random_easy,0,316,-1860.0389010200786,236.67251100984544,334.48760580382964,89.0,84.57,7.0,0.0,0.06,0.125
random_easy,0,317,-69.9374153419327,236.20318034492615,334.48760580382964,100.0,84.57,7.0,0.0,0.06,0.125
random_easy,0,318,-452.1843379775603,230.95831813988386,334.48760580382964,100.0,84.57,7.0,0.0,0.06,0.125
random_easy,0,319,2415.3014470463677,256.03566185280806,334.48760580382964,100.0,84.57,7.0,0.0,0.06,0.125
random_easy,0,320,758.9931395997336,263.9976497383161,334.48760580382964,100.0,85.0,7.0,0.0,0.06,0.125
random_easy,0,321,1624.6431532155225,278.2658521199682,334.48760580382964,100.0,85.92,7.0,0.0,0.05,0.125
random_easy,0,322,1811.716465885717,273.48766734693066,334.48760580382964,100.0,85.92,7.0,0.0,0.05,0.125
random_easy,0,323,668.7370539844659,241.18242155777054,334.48760580382964,100.0,85.92,7.0,0.0,0.05,0.125
random_easy,0,324,5177.831561315857,287.83939912065824,334.48760580382964,100.0,85.92,7.0,0.0,0.05,0.125
random_easy,0,325,-2779.2556009493624,261.67944131860224,334.48760580382964,100.0,85.92,7.0,0.0,0.05,0.125
random_easy,0,326,-3696.837622147705,225.7034519160608,334.48760580382964,100.0,85.92,7.0,0.0,0.05,0.125
random_easy,0,327,-0.684623065211234,230.16649691885826,334.48760580382964,100.0,85.92,7.0,0.0,0.05,0.125
random_easy,0,328,-52.791464667699145,190.60913879458403,334.48760580382964,23.0,85.15,7.0,0.0,0.05,0.125
random_easy,0,329,1726.2346869811188,209.68404715863548,334.48760580382964,100.0,85.15,7.0,0.0,0.05,0.125
random_easy,0,330,353.78018248304136,220.0776831201357,334.48760580382964,44.0,84.59,7.0,0.0,0.05,0.125
random_easy,0,331,-2869.958640867554,191.29245648158957,334.48760580382964,100.0,85.27,7.0,0.0,0.05,0.125
random_easy,0,332,-4061.4789230726283,133.5822181414863,334.48760580382964,100.0,85.27,7.0,0.0,0.05,0.125
random_easy,0,333,1251.4789797758963,158.0146123976241,334.48760580382964,100.0,85.27,7.0,0.0,0.05,0.125
random_easy,0,334,731.559944927669,168.55854536600796,334.48760580382964,100.0,85.27,7.0,0.0,0.05,0.125
random_easy,0,335,-227.2369915508045,168.33882387402926,334.48760580382964,11.0,84.95,7.0,0.0,0.05,0.125
random_easy,0,336,-75.63735889301654,178.94352017926528,334.48760580382964,7.0,84.4,7.0,0.0,0.05,0.125
random_easy,0,337,67.39683966812123,183.48526902082824,334.48760580382964,100.0,84.4,7.0,0.0,0.05,0.125
random_easy,0,338,-2388.431161585315,164.80788134006823,334.48760580382964,100.0,84.4,7.0,0.0,0.05,0.125
random_easy,0,339,1359.563125737656,207.22081378307584,334.48760580382964,100.0,84.4,7.0,0.0,0.05,0.125
random_easy,0,340,-397.0429937007625,176.10621389351078,334.48760580382964,19.0,83.59,7.0,0.0,0.05,0.125
random_easy,0,341,2536.3032907193087,203.9924389486736,334.48760580382964,100.0,83.59,7.0,0.0,0.05,0.125
random_easy,0,342,-3297.088321285446,168.97005480993107,334.48760580382964,100.0,83.59,7.0,0.0,0.05,0.125
random_easy,0,343,199.05046019454642,173.248677037677,334.48760580382964,100.0,83.59,7.0,0.0,0.05,0.125
random_easy,0,344,-1572.8976351330155,155.96398494982222,334.48760580382964,45.0,83.04,7.0,0.0,0.05,0.125
random_easy,0,345,739.767653729791,169.9960516900459,334.48760580382964,100.0,83.04,7.0,0.0,0.05,0.125
random_easy,0,346,-587.1352528987628,168.67234703821015,334.48760580382964,100.0,83.04,7.0,0.0,0.05,0.125
random_easy,0,347,2982.6441447795696,218.670973531014,334.48760580382964,100.0,83.04,7.0,0.0,0.05,0.125
random_easy,0,348,-2291.7831814865444,167.96948853566494,334.48760580382964,100.0,83.04,7.0,0.0,0.05,0.125
random_easy,0,349,-3317.697304008548,135.70099788300956,334.48760580382964,100.0,83.99,7.0,0.0,0.05,0.125
random_easy,0,350,7642.109008403799,212.08618200994,334.48760580382964,100.0,84.48,7.0,0.0,0.05,0.125
random_easy,0,351,-2290.6622759538054,185.9085491589277,334.48760580382964,100.0,84.48,7.0,0.0,0.05,0.125
random_easy,0,352,-104.93607560404563,184.6099267237381,334.48760580382964,48.0,83.96,7.0,0.0,0.05,0.125
random_easy,0,353,94.98234998162069,189.7874130685493,334.48760580382964,20.0,83.16,7.0,0.0,0.05,0.125
random_easy,0,354,-1244.7354958915546,178.09700532032693,334.48760580382964,100.0,83.16,7.0,0.0,0.05,0.125
random_easy,0,355,-96.26399026629393,177.81212139001062,334.48760580382964,6.0,82.22,7.0,0.0,0.05,0.125
random_easy,0,356,-3793.411174903144,141.90189360916926,334.48760580382964,100.0,82.22,7.0,0.0,0.05,0.125
random_easy,0,357,-283.4039450624239,131.28203126210292,334.48760580382964,100.0,82.22,7.0,0.0,0.05,0.125
random_easy,0,358,-1182.4036802234282,126.63680129964388,334.48760580382964,85.0,82.07,7.0,0.0,0.05,0.125
random_easy,0,359,-2139.9843006370697,119.58583464934263,334.48760580382964,57.0,81.64,7.0,0.0,0.05,0.125
random_easy,0,360,-614.5287846245736,116.14712158247949,334.48760580382964,100.0,81.64,7.0,0.0,0.05,0.125
random_easy,0,361,-1494.3051708837058,115.72290356794599,334.48760580382964,100.0,81.64,7.0,0.0,0.05,0.125
random_easy,0,362,-95.61468151385156,116.00525698082006,334.48760580382964,100.0,82.58,7.0,0.0,0.05,0.125
random_easy,0,363,-433.6801026208761,112.27610727924026,334.48760580382964,100.0,83.52,7.0,0.0,0.05,0.125
random_easy,0,364,-466.35684794887936,97.24691961052568,334.48760580382964,100.0,83.52,7.0,0.0,0.05,0.125
random_easy,0,365,-1168.7868815485303,61.740321964278735,334.48760580382964,35.0,82.87,7.0,0.0,0.05,0.125
random_easy,0,366,-5843.108378842509,1.4977935629301464,334.48760580382964,100.0,82.87,7.0,0.0,0.05,0.125
random_easy,0,367,-211.90926366691093,6.658051099684501,334.48760580382964,100.0,82.87,7.0,0.0,0.05,0.125
random_easy,0,368,535.324634720585,8.902371350028954,334.48760580382964,80.0,82.67,7.0,0.0,0.05,0.125
random_easy,0,369,-281.8737211195059,11.49427208924355,334.48760580382964,100.0,82.67,7.0,0.0,0.05,0.125
random_easy,0,370,286.455474163172,19.443356051150023,334.48760580382964,100.0,82.67,7.0,0.0,0.05,0.125
random_easy,0,371,-5056.216257396106,-27.094289556240465,334.48760580382964,100.0,82.67,7.0,0.0,0.05,0.125
random_easy,0,372,-130.13947663004035,-43.52461988714857,334.48760580382964,6.0,81.73,7.0,0.0,0.05,0.125
random_easy,0,373,-2323.7300661234394,-51.006377690459814,334.48760580382964,56.0,81.29,7.0,0.0,0.05,0.125
random_easy,0,374,-122.01427029332535,-53.87159632139855,334.48760580382964,6.0,80.35,7.0,0.0,0.05,0.125
random_easy,0,375,2039.1903209463733,-37.865377564785156,334.48760580382964,100.0,80.35,7.0,0.0,0.05,0.125
random_easy,0,376,-117.00988499740357,-61.0314408856555,334.48760580382964,100.0,80.35,7.0,0.0,0.05,0.125
random_easy,0,377,970.9197095189671,-53.02551118943835,334.48760580382964,100.0,80.35,7.0,0.0,0.05,0.125
random_easy,0,378,7217.265222693804,8.904357892340322,334.48760580382964,100.0,80.35,7.0,0.0,0.05,0.125
random_easy,0,379,-4340.445810795148,-32.95812098111865,334.48760580382964,100.0,80.35,7.0,0.0,0.05,0.125
random_easy,0,380,-4240.820309921273,-98.68021989631877,334.48760580382964,100.0,80.35,7.0,0.0,0.05,0.125
random_easy,0,381,-233.04883973422855,-94.38672035688158,334.48760580382964,9.0,79.44,7.0,0.0,0.05,0.125
random_easy,0,382,-4759.848929274147,-110.12032854338374,334.48760580382964,100.0,79.44,7.0,0.0,0.05,0.125
random_easy,0,383,2263.0844396616526,-94.58613677260286,334.48760580382964,57.0,79.01,7.0,0.0,0.05,0.125
random_easy,0,384,-1017.1696098706639,-127.54634778656867,334.48760580382964,58.0,78.59,7.0,0.0,0.05,0.125
random_easy,0,385,-2786.7574766333205,-155.9368256719658,334.48760580382964,100.0,79.06,7.0,0.0,0.05,0.125
random_easy,0,386,-408.8475068776144,-181.32247259182782,334.48760580382964,100.0,79.06,7.0,0.0,0.05,0.125
random_easy,0,387,-206.19163841755238,-182.71120169802583,334.48760580382964,100.0,79.91,7.0,0.0,0.05,0.125
random_easy,0,388,192.36314008904193,-196.48995879037514,334.48760580382964,100.0,80.53,7.0,0.0,0.04,0.125
random_easy,0,389,-519.9579391040287,-250.3654437331866,334.48760580382964,39.0,80.21,7.0,0.0,0.03,0.125
random_easy,0,390,-1686.2839888081298,-264.3925434833273,334.48760580382964,50.0,80.4,7.0,0.0,0.03,0.125
random_easy,0,391,4921.039561868322,-213.02458709557763,334.48760580382964,100.0,80.4,7.0,0.0,0.03,0.125
random_easy,0,392,-164.51904375051885,-211.44903262285217,334.48760580382964,7.0,80.12,7.0,0.0,0.03,0.125
random_easy,0,393,-661.0182899590253,-213.70926427831404,334.48760580382964,20.0,79.32,7.0,0.0,0.03,0.125
random_easy,0,394,-753.7779634818829,-215.8018675940862,334.48760580382964,100.0,79.32,7.0,0.0,0.03,0.125
random_easy,0,395,-1619.8522799330353,-273.48692765817685,334.48760580382964,100.0,79.32,7.0,0.0,0.03,0.125
random_easy,0,396,1266.8796343019783,-261.3308927642409,334.48760580382964,100.0,79.32,7.0,0.0,0.03,0.125
random_easy,0,397,911.7589785027242,-273.96945700314006,334.48760580382964,28.0,79.13,7.0,1.0,0.03,0.125
random_easy,0,398,-4809.97887073093,-314.7731439442284,334.48760580382964,100.0,79.13,7.0,0.0,0.03,0.125
random_easy,0,399,-41696.67902359868,-709.8185380733704,334.48760580382964,100.0,79.13,7.0,0.0,0.03,0.125
random_easy,0,400,644.5805379101809,-736.8763842875696,334.48760580382964,100.0,79.31,7.0,0.0,0.02,0.125
random_easy,0,401,-85.07464907168296,-737.0150488969956,334.48760580382964,5.0,79.25,7.0,0.0,0.02,0.125
random_easy,0,402,-2344.848377300368,-762.5608962403697,334.48760580382964,100.0,79.72,7.0,0.0,0.02,0.125
random_easy,0,403,319.2099353287689,-753.0073835156925,334.48760580382964,100.0,80.22,7.0,0.0,0.02,0.125
random_easy,0,404,-1277.1763551513013,-803.7502644829231,334.48760580382964,100.0,80.41,7.0,0.0,0.02,0.125
random_easy,0,405,-449.15747283867495,-798.092638526761,334.48760580382964,100.0,80.41,7.0,0.0,0.02,0.125
random_easy,0,406,-764.3500454615697,-805.9477699886552,334.48760580382964,20.0,80.1,7.0,0.0,0.02,0.125
random_easy,0,407,-1133.3233978486826,-835.2303217559596,334.48760580382964,100.0,80.5,7.0,0.0,0.01,0.125
random_easy,0,408,-113.18680089865359,-839.117243649004,334.48760580382964,6.0,79.56,7.0,0.0,0.01,0.125
random_easy,0,409,-220.8926356068475,-840.7891858690448,334.48760580382964,9.0,79.6,7.0,0.0,0.01,0.125
random_easy,0,410,-389.20342180572345,-852.437670646224,334.48760580382964,95.0,79.55,7.0,0.0,0.01,0.125
random_easy,0,411,-273.953763468559,-828.6994202877535,334.48760580382964,10.0,78.65,7.0,0.0,0.01,0.125
random_easy,0,412,-2340.7841311893135,-851.7230776925135,334.48760580382964,100.0,79.5,7.0,0.0,0.01,0.125
random_easy,0,413,-311.1178279104702,-852.5164373432185,334.48760580382964,100.0,79.5,7.0,0.0,0.01,0.125
random_easy,0,414,2637.847070217687,-826.7575127852341,334.48760580382964,65.0,79.15,7.0,1.0,0.02,0.125
random_easy,0,415,-1276.3795187524238,-840.2982622624473,334.48760580382964,74.0,78.89,7.0,0.0,0.02,0.125
random_easy,0,416,-42.80294973518158,-822.1259027495986,334.48760580382964,13.0,78.13,7.0,0.0,0.02,0.125
random_easy,0,417,422.18548875855697,-817.2046737085938,334.48760580382964,100.0,78.13,7.0,0.0,0.02,0.125
random_easy,0,418,-628.2643302409226,-818.9654736312274,334.48760580382964,100.0,78.13,7.0,0.0,0.02,0.125
random_easy,0,419,-768.9059520793085,-850.8075476224841,334.48760580382964,100.0,78.13,7.0,0.0,0.02,0.125
random_easy,0,420,-945.3358156799773,-867.8508371752813,334.48760580382964,100.0,78.13,7.0,0.0,0.02,0.125
random_easy,0,421,-26.163986798629168,-884.3589085754227,334.48760580382964,100.0,78.13,7.0,0.0,0.02,0.125
random_easy,0,422,-438.9019943134873,-906.8650931774148,334.48760580382964,20.0,77.33,7.0,0.0,0.02,0.125
random_easy,0,423,-117.23429057565308,-914.7248066230159,334.48760580382964,100.0,77.33,7.0,0.0,0.02,0.125
random_easy,0,424,4067.4918173064075,-925.8282040631104,334.48760580382964,100.0,77.33,7.0,0.0,0.02,0.125
random_easy,0,425,3228.778130409567,-865.7478667495212,334.48760580382964,100.0,77.33,7.0,0.0,0.02,0.125
random_easy,0,426,-52.50367357458305,-829.3045272637897,334.48760580382964,100.0,77.33,7.0,0.0,0.02,0.125
random_easy,0,427,2925.680876736958,-800.0408722657681,334.48760580382964,100.0,77.33,7.0,0.0,0.02,0.125
random_easy,0,428,-266.25320852418537,-802.1754897043331,334.48760580382964,100.0,78.1,7.0,0.0,0.02,0.125
random_easy,0,429,-2019.949295100583,-839.6373295251501,334.48760580382964,100.0,78.1,7.0,0.0,0.02,0.125
random_easy,0,430,-626.2608415637326,-849.4377397656178,334.48760580382964,70.0,78.36,7.0,0.0,0.02,0.125
random_easy,0,431,-138.44828581333385,-822.1226362150754,334.48760580382964,12.0,77.48,7.0,0.0,0.02,0.125
random_easy,0,432,4870.934001741525,-732.7985069669339,334.48760580382964,100.0,77.48,7.0,0.0,0.02,0.125
random_easy,0,433,-393.7488205027216,-749.2507849697203,334.48760580382964,47.0,76.95,7.0,0.0,0.02,0.125
random_easy,0,434,-70.37387810071132,-757.2701232000039,334.48760580382964,7.0,76.02,7.0,0.0,0.02,0.125
random_easy,0,435,1832.8361781808649,-736.6693915026874,334.48760580382964,100.0,76.91,7.0,0.0,0.02,0.125
random_easy,0,436,-4144.977411371549,-777.3627920274728,334.48760580382964,69.0,77.53,7.0,0.0,0.02,0.125
random_easy,0,437,113.45451378832458,-776.9022152862708,334.48760580382964,8.0,76.61,7.0,0.0,0.02,0.125
random_easy,0,438,-1260.65947382466,-765.6244984086642,334.48760580382964,100.0,76.61,7.0,0.0,0.02,0.125
random_easy,0,439,-87.43265608078516,-780.0944562268486,334.48760580382964,7.0,75.68,7.0,0.0,0.02,0.125
random_easy,0,440,833.3859376655194,-767.7901669131857,334.48760580382964,74.0,76.23,7.0,0.0,0.02,0.125
random_easy,0,441,1593.6447552347724,-777.2167522680311,334.48760580382964,77.0,76.0,7.0,1.0,0.03,0.125
random_easy,0,442,-117.43975144038212,-745.4202665695805,334.48760580382964,7.0,75.07,7.0,0.0,0.03,0.125
random_easy,0,443,-195.87756768883716,-749.3695468484143,334.48760580382964,9.0,74.16,7.0,0.0,0.03,0.125
random_easy,0,444,-734.2182391903037,-740.9827528889872,334.48760580382964,93.0,74.64,7.0,0.0,0.03,0.125
random_easy,0,445,-367.5669777251256,-752.0560992035363,334.48760580382964,100.0,74.64,7.0,0.0,0.03,0.125
random_easy,0,446,-452.87971013541414,-750.7135437759028,334.48760580382964,100.0,74.64,7.0,0.0,0.03,0.125
random_easy,0,447,1814.6056622011486,-762.3939286016871,334.48760580382964,100.0,74.64,7.0,0.0,0.03,0.125
random_easy,0,448,-1076.231143830679,-750.2384082251284,334.48760580382964,100.0,74.64,7.0,0.0,0.03,0.125
random_easy,0,449,-1789.1949480214241,-734.9533846652571,334.48760580382964,100.0,74.64,7.0,0.0,0.03,0.125
random_easy,0,450,2127.439104491334,-790.1000837043816,334.48760580382964,100.0,74.64,7.0,0.0,0.03,0.125
random_easy,0,451,542.1537621889318,-761.7719233229545,334.48760580382964,100.0,74.64,7.0,0.0,0.03,0.125
random_easy,0,452,1296.1378904405883,-747.7611836625081,334.48760580382964,100.0,75.16,7.0,0.0,0.03,0.125
random_easy,0,453,-381.30204988028794,-752.5240276611273,334.48760580382964,60.0,75.56,7.0,0.0,0.03,0.125
random_easy,0,454,-3789.1465379996002,-777.9681380822077,334.48760580382964,100.0,75.56,7.0,0.0,0.03,0.125
