experiment,episode,return_total,reward_progress,reward_collision,reward_safety,reward_rotation
exp5_crossing_1,1,485.91766357421875,486.64493,0.0,0.0,-0.7272617
exp5_crossing_1,2,510.5089111328125,513.4229,0.0,-0.7879194425054805,-2.126081
exp5_crossing_1,3,-223.38915810355735,-12.090952,-200.0,-10.678902686981532,-0.6193037
exp5_crossing_1,4,506.01611328125,506.63773,0.0,0.0,-0.62159884
exp5_crossing_1,5,494.00628662109375,494.32922,0.0,0.0,-0.3229286
exp5_crossing_1,6,-329.6856994628906,20.655464,-200.0,-150.03620105005953,-0.30496526
exp5_crossing_1,7,477.1301574707031,478.48544,0.0,-0.7596942042982952,-0.5955882
exp5_crossing_1,8,-347.2558288574219,9.017871,-200.0,-154.90931904458472,-1.3643938
exp5_crossing_1,9,525.7646484375,526.3369,0.0,0.0,-0.5722494
exp5_crossing_1,10,-257.29250859954215,-26.563501,-200.0,-30.256201964996812,-0.47279924
exp5_crossing_1,11,503.2678527832031,509.28925,0.0,-5.010352410525145,-1.0110154
exp5_crossing_1,12,-230.51722281740936,-13.475113,-200.0,-16.9779411827955,-0.06416201
exp5_crossing_1,13,456.1413269042969,465.20892,0.0,-7.365930358349944,-1.7016871
exp5_crossing_1,14,-340.41542970998637,10.308413,-200.0,-150.19351478282164,-0.5303472
exp5_crossing_1,15,523.2923583984375,524.42426,0.0,0.0,-1.1319113
exp5_crossing_1,16,-379.72593850904934,-23.466225,-200.0,-155.6066407471912,-0.65305793
exp5_crossing_1,17,-239.9837684889016,-19.618948,-200.0,-19.85483714534615,-0.50997883
exp5_crossing_1,18,444.9061776853596,448.32382,0.0,-2.1058107738674154,-1.3118447
exp5_crossing_1,19,-351.3829428129575,0.9943689,-200.0,-151.00456252513078,-1.3727479
exp5_crossing_1,21,-368.3017206388687,-16.147541,-200.0,-151.24083070731783,-0.91333675
exp5_crossing_1,22,459.75531005859375,462.01343,0.0,-1.750088196518374,-0.50802
exp5_crossing_1,23,491.0464172363281,491.48892,0.0,0.0,-0.44249484
exp5_crossing_1,24,-243.01927542020798,-29.707031,-200.0,-12.152400965184752,-1.1598487
exp5_crossing_1,25,455.3092041015625,456.53067,0.0,0.0,-1.2214644
exp5_crossing_1,26,454.5569763183594,455.40228,0.0,0.0,-0.84530735
exp5_crossing_1,27,528.963134765625,531.2137,0.0,0.0,-2.250521
exp5_crossing_1,28,441.8607177734375,442.8109,0.0,0.0,-0.95019823
