experiment,episode,step,agent,pos_x,pos_y,distance_to_goal,heading_error,min_obstacle_distance,v,omega,reward,reward_progress,reward_rotation,reward_safety,reward_collision,state
random_hard,20,923,agent_1,23.00084,12.000858,9.000839274321883,2.345794200897217,11.000858306884766,0.001200676,0.7958936,-2.2752859592437744,-1.0083927,-1.2668933,0.0,0.0,active
random_hard,20,924,agent_1,22.994883,12.02293,8.994911810831677,1.3097156286239624,11.022930145263672,0.02286172,1.0385331,-3.097836494445801,-1.9491274,-3.423995,0.0,0.0,active
random_hard,20,925,agent_1,22.818735,12.073699,8.819043072025087,0.2889721989631653,11.073698997497559,0.18331742,1.0265504,-1.3494389057159424,-1.1909549,-5.5316067,0.0,0.0,active
random_hard,20,926,agent_1,21.456009,11.338457,7.485299451688692,-0.5832700729370117,10.338457107543945,1.548419,0.7753911,11.09770393371582,11.109212,-6.7340693,0.0,0.0,active
random_hard,20,927,agent_1,20.87984,11.5671425,6.893444404626846,0.3150029182434082,10.567142486572266,0.61989295,-0.8726126,3.378401756286621,16.010519,-8.256975,0.0,0.0,active
random_hard,20,928,agent_1,19.347227,10.532421,5.544963968727444,-0.8617029190063477,9.532421112060547,1.8492036,0.9716792,10.566259384155273,28.4651,-10.145296,0.0,0.0,active
random_hard,20,929,agent_1,19.199024,10.561169,5.394449761658905,-0.07839417457580566,9.561168670654297,0.15096474,-0.7854409,-0.7863730788230896,28.912561,-11.379131,0.0,0.0,active
random_hard,20,930,agent_1,17.924765,11.461325,3.9615588489311193,0.4786200523376465,10.461324691772461,1.5601342,-0.42341962,12.930625915527344,42.201756,-11.7376995,0.0,0.0,active
random_hard,20,931,agent_1,16.79158,11.164364,2.913967702426533,-0.5471479892730713,10.164363861083984,1.171448,0.8713135,8.384676933288574,52.104805,-13.256074,0.0,0.0,active
random_hard,20,932,agent_1,16.464867,11.469691,2.521268507358419,0.5396595001220703,10.469691276550293,0.44717574,-1.0078714,3.278548240661621,57.414963,-15.2876835,0.0,0.0,active
random_hard,20,933,agent_1,15.144766,11.238846,1.3747161663545002,-0.7598972320556641,10.238845825195312,1.3401324,0.92469525,16.865873336791992,75.99096,-16.997807,0.0,0.0,active
random_hard,20,934,agent_1,15.034324,11.311211,1.2426810908360026,-0.007454633712768555,10.311210632324219,0.1320386,-0.7531583,7.943260192871094,85.06871,-18.132301,0.0,0.0,active
random_hard,20,935,agent_1,13.899316,10.996267,1.0087698432904781,-1.9414433240890503,9.996267318725586,1.1778933,0.850711,9.825968742370605,96.342094,-19.57972,0.0,0.0,active
random_hard,20,936,agent_1,13.893863,10.999588,1.006026473625342,-1.1295921802520752,9.999588012695312,0.006384611,-0.81757396,7.632997989654541,105.31195,-20.916574,0.0,0.0,active
random_hard,20,937,agent_1,13.893248,11.017415,0.9883669685092733,-0.14270484447479248,10.017415046691895,0.017837286,-0.9894091,7.276897430419922,114.54671,-22.874435,0.0,0.0,active
random_hard,20,938,agent_1,14.368166,11.95539,12.796236208881142,-0.9416332840919495,10.955389976501465,1.0513532,-0.50317806,217.7930450439453,332.84613,-23.380812,0.0,0.0,active
random_hard,20,939,agent_1,14.36227,11.964538,12.800598332602021,-1.9836006164550781,10.964537620544434,0.010883331,1.0411881,-3.2334179878234863,331.78085,-25.548958,0.0,0.0,active
random_hard,20,940,agent_1,14.363721,11.970062,12.798288826767449,-1.1547985076904297,10.970062255859375,0.0057120323,-0.82921016,-2.3520843982696533,330.80396,-26.924137,0.0,0.0,active
random_hard,20,941,agent_1,14.419238,11.985532,12.7410224206683,-0.11298011988401413,10.9855318069458,0.057632208,-1.0423261,-2.6002771854400635,330.37656,-29.097025,0.0,0.0,active
random_hard,20,942,agent_1,15.92952,10.634323,11.570795822500669,1.0250078439712524,9.634323120117188,2.0265033,-1.0016198,8.61825180053711,341.00128,-31.10351,0.0,0.0,active
random_hard,20,943,agent_1,18.006098,11.206863,9.417637121187783,0.032086074352264404,10.206863403320312,2.1540608,0.99889404,18.535682678222656,361.53253,-33.099087,0.0,0.0,active
random_hard,20,944,agent_1,18.926178,10.654614,8.739462599180461,0.9333950877189636,9.654614448547363,1.0730929,-0.80960923,4.447441577911377,367.2909,-34.410023,0.0,0.0,active
random_hard,20,945,agent_1,20.946194,11.5355,6.536232334726655,-0.024604976177215576,10.535499572753906,2.2037292,0.95179623,19.194904327392578,388.29764,-36.221855,0.0,0.0,active
random_hard,20,946,agent_1,21.795448,11.086522,5.964537855063734,0.996653139591217,10.086522102355957,0.96063244,-0.89753795,3.07489013671875,392.98367,-37.833004,0.0,0.0,active
random_hard,20,947,agent_1,23.780056,11.649973,3.9863099053999242,0.3538389205932617,10.649972915649414,2.0630434,0.76295257,17.593780517578125,411.74164,-38.997196,0.0,0.0,active
random_hard,20,948,agent_1,25.201454,12.268482,2.4965818617416353,0.3559834659099579,11.268482208251953,1.5501373,0.13379815,16.373306274414062,428.15076,-39.033,0.0,0.0,active
random_hard,20,949,agent_1,26.487247,13.595496,0.6530991519920483,-0.13324511051177979,12.59549617767334,1.8477635,0.39074382,28.862199783325195,457.31833,-39.338364,0.0,0.0,active
random_hard,20,950,agent_1,27.150446,13.666796,0.36559412665742996,1.8878093957901,12.66679573059082,0.66701937,-0.6940749,214.0557098388672,672.3375,-40.30184,0.0,0.0,terminated
random_hard,40,2061,agent_1,34.89764,10.165241,47.47802364025891,-0.1443030834197998,9.165241241455078,2.8791144,0.85116833,25.894184112548828,27.343159,-1.4489751,0.0,0.0,active
random_hard,40,2062,agent_1,35.90727,10.082715,46.769416417928326,0.8037858009338379,9.082715034484863,1.0129966,-0.93272656,4.2764668464660645,33.359585,-3.188933,0.0,0.0,active
random_hard,40,2063,agent_1,38.072163,12.791725,43.35838146781122,-0.1882232427597046,11.791725158691406,3.46778,0.9781348,31.07633399963379,66.34941,-5.1024284,0.0,0.0,active
random_hard,40,2064,agent_1,38.901493,12.747492,42.761178240315935,0.7750422954559326,11.747491836547852,0.83051026,-0.9498618,3.0284533500671387,71.18234,-6.9069033,0.0,0.0,active
random_hard,40,2065,agent_1,41.036053,15.246909,39.51024963639282,-0.154005765914917,14.246909141540527,3.2868564,0.91725683,29.705894470214844,102.57095,-8.589623,0.0,0.0,active
random_hard,40,2066,agent_1,41.762096,15.178303,39.00788452006024,0.8176453113555908,14.178302764892578,0.72927725,-0.9581849,2.0565905570983887,106.46378,-10.42586,0.0,0.0,active
random_hard,40,2067,agent_1,44.018463,17.496925,35.78264732276339,-0.08239972591400146,16.496925354003906,3.235305,0.89321846,29.531091690063477,137.59055,-12.021539,0.0,0.0,active
random_hard,40,2068,agent_1,44.9576,17.471437,35.097006595814314,0.7618632912635803,16.471437454223633,0.939482,-0.8261388,4.385980129241943,143.34154,-13.386549,0.0,0.0,active
random_hard,40,2069,agent_1,47.445297,19.711239,31.749572798460232,0.0019024014472961426,18.288761138916016,3.3474402,0.7601423,31.202739715576172,175.6999,-14.542182,0.0,0.0,active
random_hard,40,2070,agent_1,48.44009,19.644186,31.064776224276766,0.8252882361412048,18.35581398010254,0.99704885,-0.8003102,4.456485748291016,181.43738,-15.823174,0.0,0.0,active
random_hard,40,2071,agent_1,50.28074,22.145287,28.014067935762306,-0.19804048538208008,15.854713439941406,3.105397,1.0036595,27.403514862060547,210.85556,-17.83784,0.0,0.0,active
random_hard,40,2072,agent_1,50.677994,22.113804,27.742969227141895,0.827877938747406,15.88619613647461,0.3984995,-1.0154415,-0.4978017807006836,212.42,-19.900082,0.0,0.0,active
random_hard,40,2073,agent_1,52.591457,24.4442,24.75820951595356,-0.1508694291114807,13.55579948425293,3.0153096,0.96241117,26.858173370361328,241.13065,-21.752552,0.0,0.0,active
random_hard,40,2074,agent_1,53.09624,24.39438,24.41907416546003,0.8461741805076599,13.605619430541992,0.50723684,-0.98170286,0.3380640745162964,243.3962,-23.680033,0.0,0.0,active
random_hard,40,2075,agent_1,54.987907,26.733269,21.4459024065065,-0.1629006266593933,11.360431671142578,3.0081224,0.9890948,26.650012969970703,272.00284,-25.63665,0.0,0.0,active
random_hard,40,2076,agent_1,55.521233,26.813097,20.996677279918963,0.593299925327301,11.360400199890137,0.53926706,-0.74214125,2.268799066543579,275.3732,-26.738197,0.0,0.0,active
random_hard,40,2077,agent_1,57.19609,29.098278,18.226324300025784,-0.22678130865097046,9.602150917053223,2.8332324,0.7897369,25.350914001464844,301.9715,-27.985565,0.0,0.0,active
random_hard,40,2078,agent_1,57.652447,29.076887,17.89742434931599,0.7759292125701904,9.797469139099121,0.45685577,-0.98515403,0.2349991798400879,304.14755,-29.926622,0.0,0.0,active
random_hard,40,2079,agent_1,59.841015,31.16831,14.872292167397294,-0.04045480489730835,9.19340705871582,3.0271907,0.80954325,27.808469772338867,333.26675,-31.237343,0.0,0.0,active
random_hard,40,2080,agent_1,60.253563,31.39978,14.410070386952983,0.2178189754486084,9.299169540405273,0.47304916,-0.25140017,3.3653411865234375,336.7585,-31.363747,0.0,0.0,active
random_hard,40,2081,agent_1,62.13854,32.48005,12.2928867707143,0.24535131454467773,10.029204368591309,2.1725814,0.009097093,20.113903045654297,356.8726,-31.363913,0.0,0.0,active
random_hard,40,2082,agent_1,62.933712,33.81218,10.804154969639336,-0.30477315187454224,10.034257888793945,1.5514102,0.5122446,13.354811668395996,370.7522,-31.888702,0.0,0.0,active
random_hard,40,2083,agent_1,63.359135,33.872635,10.449026575383122,0.6094802021980286,10.391053199768066,0.42969513,-0.89148456,0.9366295337677002,373.27832,-33.47819,0.0,0.0,active
random_hard,40,2084,agent_1,64.84699,35.810963,8.04895084620691,-0.21551716327667236,11.16126823425293,2.4435275,0.77496684,21.7185001373291,396.19797,-34.67934,0.0,0.0,active
random_hard,40,2085,agent_1,65.10139,35.80332,7.86124029380738,0.7522473931312561,11.196678161621094,0.25451207,-0.94615746,-1.0091580152511597,396.97925,-36.46977,0.0,0.0,active
random_hard,40,2086,agent_1,66.830734,38.00284,5.134759596720081,-0.28122252225875854,8.997161865234375,2.7979484,0.9345305,24.388731002807617,423.1147,-38.21646,0.0,0.0,active
random_hard,40,2087,agent_1,66.939125,38.01486,5.040017516069244,0.5234677791595459,8.98514175415039,0.109057665,-0.7940735,-1.4582873582839966,422.9175,-39.477566,0.0,0.0,active
random_hard,40,2088,agent_1,68.64154,40.16141,2.5031104882557265,-0.5586559176445007,6.838588714599609,2.7396939,0.7898532,25.467376708984375,449.63263,-40.725304,0.0,0.0,active
random_hard,40,2089,agent_1,68.687355,40.15613,2.461796160711219,0.46460041403770447,6.843868255615234,0.04611993,-1.0150008,-0.10139763355255127,451.59167,-42.78576,0.0,0.0,active
random_hard,40,2090,agent_1,71.173134,39.7532,1.2587629824290627,1.8694729804992676,7.246799468994141,2.5182269,-0.045976494,19.610061645507812,471.20596,-42.789986,0.0,0.0,active
random_hard,40,2091,agent_1,71.219864,39.810143,1.2100003968873219,0.869921088218689,7.189857482910156,0.07366085,1.0442923,6.137012481689453,479.52408,-44.971077,0.0,0.0,active
random_hard,40,2092,agent_1,71.0341,40.370262,0.6306606109607537,-0.2661268711090088,6.629737854003906,0.5901189,1.0074294,14.604931831359863,496.15884,-47.000904,0.0,0.0,active
random_hard,40,2093,agent_1,71.13079,40.68189,28.87710259248713,2.621549606323242,6.318111419677734,0.32627988,-0.62107056,214.37452697753906,711.3048,-47.77236,0.0,0.0,active
random_hard,40,2094,agent_1,70.15824,42.011696,29.117796176368405,1.7454684972763062,4.988304138183594,1.6474936,0.93229514,-5.180196762084961,707.863,-49.51071,0.0,0.0,active
random_hard,40,2095,agent_1,70.14171,42.00992,29.105069653525295,0.6993139386177063,4.990081787109375,0.016629696,1.0465219,-3.116345167160034,706.9371,-51.701126,0.0,0.0,active
random_hard,40,2096,agent_1,69.316925,40.29671,27.30396761507846,-0.3372446596622467,6.703289031982422,1.9014051,1.01494,14.879767417907715,723.8771,-53.761333,0.0,0.0,active
random_hard,40,2097,agent_1,67.87755,40.086388,26.1514229671104,0.6729944348335266,6.913612365722656,1.4546658,-0.9770242,8.612302780151367,734.39856,-55.670486,0.0,0.0,active
random_hard,40,2098,agent_1,66.884834,37.916824,23.901392736904693,-0.355324923992157,9.083175659179688,2.3858933,0.9965743,19.49663734436035,755.88153,-57.656807,0.0,0.0,active
random_hard,40,2099,agent_1,66.06679,37.609406,23.108743351340223,0.44253379106521606,9.390594482421875,0.8738992,-0.7822006,5.657095909118652,762.7623,-58.88048,0.0,0.0,active
