environment,worker,episode,return,mean_time_travel,success_rate,collision_rate
random_easy,0,63,-45.526402797994514,100.0,0.0,0.0
random_easy,0,64,-53.61802742282851,100.0,0.0,0.0
random_easy,0,65,-70.22783615284843,100.0,0.0,0.0
random_easy,0,66,61.12511247903795,100.0,0.0,0.0
random_easy,0,67,-65.23721457678677,100.0,0.0,0.0
random_easy,0,68,-127.94587301036512,100.0,0.0,0.0
random_easy,0,69,-51.908552879043754,100.0,0.0,0.0
random_easy,0,70,-68.5087469876381,100.0,0.0,0.0
random_easy,0,71,-43.792040339252054,100.0,0.0,0.0
random_easy,0,72,-16.530336978339037,100.0,0.0,0.0
random_easy,0,73,-38.1925263526967,100.0,0.0,0.0
random_easy,0,74,-51.290123466065474,100.0,0.0,0.0
random_easy,0,75,-38.828215261879805,100.0,0.0,0.0
random_easy,0,76,-49.83560676349795,100.0,0.0,0.0
random_easy,0,77,-52.751919533476425,100.0,0.0,0.0
random_easy,0,78,-56.61913949630177,100.0,0.0,0.0
random_easy,0,79,-37.65873236282499,100.0,0.0,0.0
random_easy,0,80,-48.03014178198193,100.0,0.0,0.0
random_easy,0,81,-52.09889638876279,100.0,0.0,0.0
random_easy,0,82,-54.57584515875215,100.0,0.0,0.0
random_easy,0,83,-48.50379601013009,100.0,0.0,0.0
random_easy,0,84,-55.211449285091554,100.0,0.0,0.0
random_easy,0,85,-54.81701387897745,100.0,0.0,0.0
random_easy,0,86,-62.31144470486586,100.0,0.0,0.0
random_easy,0,87,-56.59020654852174,100.0,0.0,0.0
random_easy,0,88,-39.96427139925386,100.0,0.0,0.0
random_easy,0,89,-47.42961503184438,100.0,0.0,0.0
random_easy,0,90,-50.596257716287276,100.0,0.0,0.0
random_easy,0,91,-55.93507351848795,100.0,0.0,0.0
random_easy,0,92,-49.34904013910549,100.0,0.0,0.0
random_easy,0,93,-69.0328906204838,6.0,0.0,1.0
random_easy,0,94,-48.41099486442515,100.0,0.0,0.0
random_easy,0,95,61.87004466992284,60.0,1.0,0.0
random_easy,0,96,-70.6249743779824,100.0,0.0,0.0
random_easy,0,97,-20.91334292024943,100.0,0.0,0.0
random_easy,0,98,-36.15300985460909,100.0,0.0,0.0
random_easy,0,99,-0.9870886055749963,100.0,0.0,0.0
random_easy,0,100,-47.15065831517645,100.0,0.0,0.0
random_easy,0,101,-37.116829174868165,100.0,0.0,0.0
random_easy,0,102,-43.236165885038496,100.0,0.0,0.0
random_easy,0,103,-37.17313702283436,100.0,0.0,0.0
random_easy,0,104,-49.63001069455706,100.0,0.0,0.0
random_easy,0,105,-50.66892276278781,100.0,0.0,0.0
random_easy,0,106,-102.16157662175905,100.0,0.0,0.0
random_easy,0,107,-115.25739283402154,100.0,0.0,0.0
random_easy,0,108,-44.417383886655365,100.0,0.0,0.0
random_easy,0,109,-94.04191586155446,100.0,0.0,0.0
random_easy,0,110,-39.296613448257304,100.0,0.0,0.0
random_easy,0,111,-51.15655670081933,100.0,0.0,0.0
random_easy,0,112,-47.122197759811115,100.0,0.0,0.0
random_easy,0,113,-53.77552613812014,100.0,0.0,0.0
random_easy,0,114,-80.96719529980106,100.0,0.0,0.0
random_easy,0,115,-55.61333089626178,100.0,0.0,0.0
random_easy,0,116,-120.97305625361321,100.0,0.0,0.0
random_easy,0,117,-28.168099587115453,100.0,0.0,0.0
random_easy,0,118,-59.06329518480574,6.0,0.0,1.0
random_easy,0,119,-44.053259416468066,100.0,0.0,0.0
random_easy,0,120,-46.54162082645923,100.0,0.0,0.0
random_easy,0,121,-51.52475690853235,15.0,0.0,1.0
random_easy,0,122,-69.35339893592126,100.0,0.0,0.0
random_easy,0,123,-38.50213074263179,100.0,0.0,0.0
random_easy,0,124,-98.3505122735564,100.0,0.0,0.0
random_easy,0,125,-44.108301863949286,100.0,0.0,0.0
random_easy,0,126,-6.865661886082769,100.0,0.0,0.0
random_easy,0,127,-27.71599452725537,100.0,0.0,0.0
random_easy,0,128,-43.470133084276824,100.0,0.0,0.0
random_easy,0,129,-92.04669794766198,100.0,0.0,0.0
random_easy,0,130,-49.793058086612184,100.0,0.0,0.0
random_easy,0,131,-56.668628015310624,100.0,0.0,0.0
random_easy,0,132,-65.03576874941072,100.0,0.0,0.0
random_easy,0,133,-46.366520157811806,100.0,0.0,0.0
random_easy,0,134,-53.83115003788303,100.0,0.0,0.0
random_easy,0,135,-33.890893725830104,100.0,0.0,0.0
random_easy,0,136,-49.91627637850126,55.0,0.0,1.0
random_easy,0,137,-99.54046253779683,100.0,0.0,0.0
random_easy,0,138,-45.680805151154225,100.0,0.0,0.0
random_easy,0,139,-39.90599050199427,100.0,0.0,0.0
random_easy,0,140,-92.14806604343079,93.0,0.0,1.0
random_easy,0,141,-58.20638560483477,100.0,0.0,0.0
random_easy,0,142,-98.22107332539655,100.0,0.0,0.0
random_easy,0,143,-40.38489844165339,100.0,0.0,0.0
random_easy,0,144,-49.7622980700063,100.0,0.0,0.0
random_easy,0,145,-56.02427674595623,6.0,0.0,1.0
random_easy,0,146,157.5422856647388,50.0,1.0,0.0
random_easy,0,147,-74.47017512037745,100.0,0.0,0.0
random_easy,0,148,-38.73529195035994,100.0,0.0,0.0
random_easy,0,149,-56.388038857693815,100.0,0.0,0.0
random_easy,0,150,-134.9106777320562,100.0,0.0,0.0
random_easy,0,151,-76.08088502601865,100.0,0.0,0.0
random_easy,0,152,-33.78558999816201,100.0,0.0,0.0
random_easy,0,153,-44.33701130381346,100.0,0.0,0.0
random_easy,0,154,-66.9225981766916,10.0,0.0,1.0
random_easy,0,155,-90.73171798799649,100.0,0.0,0.0
random_easy,0,156,-71.52385550705046,100.0,0.0,0.0
random_easy,0,157,-52.202523766730295,100.0,0.0,0.0
random_easy,0,158,-92.05871083590634,100.0,0.0,0.0
random_easy,0,159,-27.37024367093801,100.0,0.0,0.0
random_easy,0,160,-36.346191928030386,100.0,0.0,0.0
random_easy,0,161,-51.232764732139934,100.0,0.0,0.0
random_easy,0,162,-56.66257730316651,6.0,0.0,1.0
random_easy,0,163,-62.842993084144055,8.0,0.0,1.0
random_easy,0,164,-48.89882491381231,100.0,0.0,0.0
random_easy,0,165,-49.5520211380482,100.0,0.0,0.0
random_easy,0,166,-48.11104719839682,100.0,0.0,0.0
random_easy,0,167,10.060268795388623,100.0,0.0,0.0
random_easy,0,168,-82.17047786721253,100.0,0.0,0.0
random_easy,0,169,-54.867841493759094,100.0,0.0,0.0
random_easy,0,170,-45.502256134550585,100.0,0.0,0.0
random_easy,0,171,-46.303040261286945,100.0,0.0,0.0
random_easy,0,172,-52.93737273501615,100.0,0.0,0.0
random_easy,0,173,-46.69673090743258,100.0,0.0,0.0
random_easy,0,174,-59.238259630605974,100.0,0.0,0.0
random_easy,0,175,-27.872578753644554,100.0,0.0,0.0
random_easy,0,176,-91.02362824485334,100.0,0.0,0.0
random_easy,0,177,-52.245898597811745,100.0,0.0,0.0
random_easy,0,178,-56.79297958340703,100.0,0.0,0.0
random_easy,0,179,-50.183804258705166,100.0,0.0,0.0
random_easy,0,180,-44.28255546882186,100.0,0.0,0.0
random_easy,0,181,-16.280864895239553,100.0,0.0,0.0
random_easy,0,182,-46.22362141439107,100.0,0.0,0.0
random_easy,0,183,-54.635778494631374,100.0,0.0,0.0
random_easy,0,184,-72.29290475333192,19.0,0.0,1.0
random_easy,0,185,-48.682396319337506,100.0,0.0,0.0
random_easy,0,186,-66.6591757009927,100.0,0.0,0.0
random_easy,0,187,-55.77852882727253,31.0,0.0,1.0
random_easy,0,188,-44.75883747908205,100.0,0.0,0.0
random_easy,0,189,-119.50841609618827,100.0,0.0,0.0
random_easy,0,190,-46.596817074573536,100.0,0.0,0.0
random_easy,0,191,-47.40778538461889,100.0,0.0,0.0
random_easy,0,192,-48.32135846700512,100.0,0.0,0.0
random_easy,0,193,-24.98348659527663,100.0,0.0,0.0
random_easy,0,194,-53.696991047374496,100.0,0.0,0.0
random_easy,0,195,-35.525748617090386,100.0,0.0,0.0
random_easy,0,196,-42.298461936122024,100.0,0.0,0.0
random_easy,0,197,-64.67774302425582,100.0,0.0,0.0
random_easy,0,198,-22.61454228086102,100.0,0.0,0.0
random_easy,0,199,-44.56879788592462,100.0,0.0,0.0
random_easy,0,200,-64.83525898146398,100.0,0.0,0.0
random_easy,0,201,-42.28166463694745,100.0,0.0,0.0
random_easy,0,202,-47.315805226980515,100.0,0.0,0.0
random_easy,0,203,-25.038655022411568,100.0,0.0,0.0
random_easy,0,204,-29.15006410989713,100.0,0.0,0.0
random_easy,0,205,-51.804545359746776,100.0,0.0,0.0
random_easy,0,206,-66.70602636594319,92.0,0.0,1.0
random_easy,0,207,-64.80706360756133,100.0,0.0,0.0
random_easy,0,208,-60.149324042950525,69.0,0.0,1.0
random_easy,0,209,-31.8305296403959,100.0,0.0,0.0
random_easy,0,210,79.10463427788461,7.0,1.0,0.0
random_easy,0,211,-51.63914916642301,100.0,0.0,0.0
random_easy,0,212,-51.879118940925,100.0,0.0,0.0
random_easy,0,213,-50.34334137198492,100.0,0.0,0.0
random_easy,0,214,-74.80824399684636,6.0,0.0,1.0
random_easy,0,215,-37.75045819395724,100.0,0.0,0.0
random_easy,0,216,4.331089926628955,100.0,0.0,0.0
random_easy,0,217,-48.9370543504902,100.0,0.0,0.0
random_easy,0,218,-48.43469985836164,100.0,0.0,0.0
random_easy,0,219,-49.75673440050736,100.0,0.0,0.0
random_easy,0,220,-49.37847518834756,57.0,0.0,1.0
random_easy,0,221,84.59021415278286,8.0,1.0,0.0
random_easy,0,222,-9.752881841560459,100.0,0.0,0.0
random_easy,0,223,25.91363342306974,100.0,0.0,0.0
random_easy,0,224,-45.264885561374406,100.0,0.0,0.0
random_easy,0,225,-50.506942346659066,100.0,0.0,0.0
random_easy,0,226,-50.780912101259496,100.0,0.0,0.0
random_easy,0,227,-56.43071905643778,100.0,0.0,0.0
random_easy,0,228,15.985049098073787,100.0,0.0,0.0
random_easy,0,229,-55.34604702749991,100.0,0.0,0.0
random_easy,0,230,-54.23523683201081,100.0,0.0,0.0
random_easy,0,231,-55.2099365743863,32.0,0.0,1.0
random_easy,0,232,-26.64289637668967,100.0,0.0,0.0
random_easy,0,233,-58.16898689169555,100.0,0.0,0.0
random_easy,0,234,-51.51573642609448,100.0,0.0,0.0
random_easy,0,235,-57.88015861545457,43.0,0.0,1.0
random_easy,0,236,-92.86042178940963,62.0,0.0,1.0
random_easy,0,237,-45.863069165614,100.0,0.0,0.0
random_easy,0,238,-60.71317978117334,100.0,0.0,0.0
random_easy,0,239,-80.48206080427641,100.0,0.0,0.0
random_easy,0,240,-20.54230529765222,100.0,0.0,0.0
random_easy,0,241,-53.42170843707992,100.0,0.0,0.0
random_easy,0,242,-49.57025980283561,100.0,0.0,0.0
random_easy,0,243,-52.41789132245169,100.0,0.0,0.0
random_easy,0,244,-49.97143016859303,100.0,0.0,0.0
random_easy,0,245,-69.84786123199164,100.0,0.0,0.0
random_easy,0,246,-55.02698331070391,100.0,0.0,0.0
random_easy,0,247,-65.11213892308854,100.0,0.0,0.0
random_easy,0,248,-22.761793729343673,100.0,0.0,0.0
random_easy,0,249,-65.31739597890869,5.0,0.0,1.0
random_easy,0,250,-48.09772888397308,51.0,0.0,1.0
random_easy,0,251,-44.114358076666385,100.0,0.0,0.0
random_easy,0,252,-45.73697995590402,100.0,0.0,0.0
random_easy,0,253,-54.94018889943181,100.0,0.0,0.0
random_easy,0,254,-53.679914795631646,100.0,0.0,0.0
random_easy,0,255,-50.4911666287441,100.0,0.0,0.0
random_easy,0,256,-52.17560817572716,100.0,0.0,0.0
random_easy,0,257,-42.9938473532736,100.0,0.0,0.0
random_easy,0,258,-56.91481005841882,100.0,0.0,0.0
random_easy,0,259,-65.45414983280128,100.0,0.0,0.0
random_easy,0,260,-55.02573440723909,100.0,0.0,0.0
random_easy,0,261,-65.86770622282947,100.0,0.0,0.0
random_easy,0,262,-73.16275594395248,6.0,0.0,1.0
random_easy,0,263,-54.15202342521262,6.0,0.0,1.0
random_easy,0,264,-37.61434979645282,100.0,0.0,0.0
random_easy,0,265,-12.979446762179968,100.0,0.0,0.0
random_easy,0,266,-46.50929565099075,100.0,0.0,0.0
random_easy,0,267,-55.58382460209646,100.0,0.0,0.0
random_easy,0,268,-40.7879736253528,100.0,0.0,0.0
random_easy,0,269,-55.442475207913766,100.0,0.0,0.0
random_easy,0,270,-55.186813553704326,100.0,0.0,0.0
random_easy,0,271,-54.15601265084411,100.0,0.0,0.0
random_easy,0,272,-32.69186782149545,100.0,0.0,0.0
random_easy,0,273,-70.27266025186908,100.0,0.0,0.0
random_easy,0,274,-40.71010600609912,100.0,0.0,0.0
random_easy,0,275,-43.502693146034574,100.0,0.0,0.0
random_easy,0,276,-20.03072149971095,100.0,0.0,0.0
random_easy,0,277,-46.91322964749658,100.0,0.0,0.0
random_easy,0,278,-43.60347795959928,100.0,0.0,0.0
random_easy,0,279,-51.5372434731411,100.0,0.0,0.0
random_easy,0,280,-27.090055199286407,100.0,0.0,0.0
random_easy,0,281,-50.68033414283968,100.0,0.0,0.0
random_easy,0,282,-92.22647177002031,100.0,0.0,0.0
random_easy,0,283,-27.235902038472787,100.0,0.0,0.0
random_easy,0,284,-10.397492926022458,100.0,0.0,0.0
random_easy,0,285,-74.15007118242244,53.0,0.0,1.0
random_easy,0,286,-53.30650128085363,100.0,0.0,0.0
random_easy,0,287,-56.574288453703,15.0,0.0,1.0
random_easy,0,288,111.43558109178203,38.0,1.0,0.0
random_easy,0,289,158.25146217471388,71.0,1.0,0.0
random_easy,0,290,-70.15532892984456,31.0,0.0,1.0
random_easy,0,291,-52.93390958125569,100.0,0.0,0.0
random_easy,0,292,-71.99244979756128,35.0,0.0,1.0
random_easy,0,293,-44.74020692706773,100.0,0.0,0.0
random_easy,0,294,-44.16831272045901,100.0,0.0,0.0
random_easy,0,295,0.9138545624384804,100.0,0.0,0.0
random_easy,0,296,-53.342861524707146,100.0,0.0,0.0
random_easy,0,297,129.32279423984653,47.0,1.0,0.0
random_easy,0,298,-49.207156880104286,100.0,0.0,0.0
random_easy,0,299,-86.79353768547904,100.0,0.0,0.0
random_easy,0,300,128.10534151911872,82.0,1.0,0.0
random_easy,0,301,-57.32588106529198,11.0,0.0,1.0
random_easy,0,302,-59.228379381267544,53.0,0.0,1.0
random_easy,0,303,-84.38250911653527,50.0,0.0,1.0
random_easy,0,304,-1.6442862675198526,81.0,0.0,1.0
random_easy,0,305,-65.28157337139214,100.0,0.0,0.0
random_easy,0,306,-55.70777136471218,51.0,0.0,1.0
random_easy,0,307,90.49463627508884,60.0,1.0,0.0
random_easy,0,308,-58.034038342478986,100.0,0.0,0.0
random_easy,0,309,-55.11546580765162,5.0,0.0,1.0
random_easy,0,310,-36.48649282369098,100.0,0.0,0.0
random_easy,0,311,-74.03057847820894,100.0,0.0,0.0
random_easy,0,312,-43.98014350012483,15.0,0.0,1.0
random_easy,0,313,-52.67227677934175,100.0,0.0,0.0
random_easy,0,314,-48.3541322274297,100.0,0.0,0.0
random_easy,0,315,-52.08218593759816,100.0,0.0,0.0
random_easy,0,316,-124.48751623815066,89.0,0.0,1.0
random_easy,0,317,-50.82035608159087,100.0,0.0,0.0
random_easy,0,318,-93.54411007866193,100.0,0.0,0.0
random_easy,0,319,-69.97183321414325,100.0,0.0,0.0
random_easy,0,320,-36.461682798412504,100.0,0.0,0.0
random_easy,0,321,-10.302788207627366,100.0,0.0,0.0
random_easy,0,322,-45.76760986785224,100.0,0.0,0.0
random_easy,0,323,-33.113991516436506,100.0,0.0,0.0
random_easy,0,324,1.3888957128482318,100.0,0.0,0.0
random_easy,0,325,-90.86524670067183,100.0,0.0,0.0
random_easy,0,326,-116.93081796910617,100.0,0.0,0.0
random_easy,0,327,-46.908751958653156,100.0,0.0,0.0
random_easy,0,328,-57.49827112705154,23.0,0.0,1.0
random_easy,0,329,18.561595580802447,100.0,0.0,0.0
random_easy,0,330,-13.224157108197439,44.0,0.0,1.0
random_easy,0,331,-89.33954467078026,100.0,0.0,0.0
random_easy,0,332,-132.0267432892369,100.0,0.0,0.0
random_easy,0,333,-31.053656982457806,100.0,0.0,0.0
random_easy,0,334,-35.246625076181765,100.0,0.0,0.0
random_easy,0,335,-87.33842413636515,11.0,0.0,1.0
random_easy,0,336,-55.73796973957192,7.0,0.0,1.0
random_easy,0,337,-49.07599527421743,100.0,0.0,0.0
random_easy,0,338,-89.05684671391364,100.0,0.0,0.0
random_easy,0,339,-9.168673360483986,100.0,0.0,0.0
random_easy,0,340,-93.50045998631438,19.0,0.0,1.0
random_easy,0,341,-30.41963247998624,100.0,0.0,0.0
random_easy,0,342,-97.41705290409739,100.0,0.0,0.0
random_easy,0,343,-43.8754006781549,100.0,0.0,0.0
random_easy,0,344,-134.8753123012712,45.0,0.0,1.0
random_easy,0,345,-50.85833388771422,100.0,0.0,0.0
random_easy,0,346,-13.769771718538088,100.0,0.0,0.0
random_easy,0,347,48.2267513275758,100.0,0.0,0.0
random_easy,0,348,-14.842633969463193,100.0,0.0,0.0
random_easy,0,349,-101.91015296072948,100.0,0.0,0.0
random_easy,0,350,56.67159658660026,100.0,0.0,0.0
random_easy,0,351,-112.40628918897616,100.0,0.0,0.0
random_easy,0,352,-54.81262845990708,48.0,0.0,1.0
random_easy,0,353,-47.33939089412469,20.0,0.0,1.0
random_easy,0,354,-82.90460735741287,100.0,0.0,0.0
random_easy,0,355,-66.40889852962442,6.0,0.0,1.0
random_easy,0,356,-131.26534814144446,100.0,0.0,0.0
random_easy,0,357,-53.94392711042814,100.0,0.0,0.0
random_easy,0,358,-74.32602947300029,85.0,0.0,1.0
random_easy,0,359,-126.60791946944158,57.0,0.0,1.0
random_easy,0,360,-48.87466464187881,100.0,0.0,0.0
random_easy,0,361,-78.10562109310253,100.0,0.0,0.0
random_easy,0,362,-52.78775530846804,100.0,0.0,0.0
random_easy,0,363,-53.20117773698463,100.0,0.0,0.0
random_easy,0,364,-53.752274545824044,100.0,0.0,0.0
random_easy,0,365,-121.09118203624116,35.0,0.0,1.0
random_easy,0,366,-176.9010734475595,100.0,0.0,0.0
random_easy,0,367,-52.149959319492204,100.0,0.0,0.0
random_easy,0,368,-88.53330773609466,80.0,0.0,1.0
random_easy,0,369,-52.36639681228425,100.0,0.0,0.0
random_easy,0,370,-44.8183183847976,100.0,0.0,0.0
random_easy,0,371,-137.5315495202285,100.0,0.0,0.0
random_easy,0,372,-76.6295290715538,6.0,0.0,1.0
random_easy,0,373,-77.53583006426715,56.0,0.0,1.0
random_easy,0,374,-77.19710501430819,6.0,0.0,1.0
random_easy,0,375,-11.91642485826275,100.0,0.0,0.0
random_easy,0,376,-49.360812222048125,100.0,0.0,0.0
random_easy,0,377,-47.68100003814249,100.0,0.0,0.0
random_easy,0,378,59.79263903060014,100.0,0.0,0.0
random_easy,0,379,-135.91513771830975,100.0,0.0,0.0
random_easy,0,380,-131.47064007996616,100.0,0.0,0.0
random_easy,0,381,-87.41750202714167,9.0,0.0,1.0
random_easy,0,382,-131.03309185302413,100.0,0.0,0.0
random_easy,0,383,-4.650161814236064,57.0,0.0,1.0
random_easy,0,384,-107.48709927893196,58.0,0.0,1.0
random_easy,0,385,-78.99522288614617,100.0,0.0,0.0
random_easy,0,386,-67.22574812794709,100.0,0.0,0.0
random_easy,0,387,-52.29303638915354,100.0,0.0,0.0
random_easy,0,388,-46.42405804164435,100.0,0.0,0.0
random_easy,0,389,-91.50185590558155,39.0,0.0,1.0
random_easy,0,390,-130.52282096487366,50.0,0.0,1.0
random_easy,0,391,82.98193372255926,100.0,0.0,0.0
random_easy,0,392,-80.9523761081258,7.0,0.0,1.0
random_easy,0,393,-101.798419298888,20.0,0.0,1.0
random_easy,0,394,-39.457461865843605,100.0,0.0,0.0
random_easy,0,395,-79.99300573420405,100.0,0.0,0.0
random_easy,0,396,-29.29202295083043,100.0,0.0,0.0
random_easy,0,397,105.46899462310228,28.0,1.0,0.0
random_easy,0,398,-130.21758729824248,100.0,0.0,0.0
random_easy,0,399,-870.7243208454223,100.0,0.0,0.0
random_easy,0,400,-38.59301935025846,100.0,0.0,0.0
random_easy,0,401,-68.35693471850551,5.0,0.0,1.0
random_easy,0,402,-77.14382077168477,100.0,0.0,0.0
random_easy,0,403,-44.97526396603875,100.0,0.0,0.0
random_easy,0,404,-66.21274220567528,100.0,0.0,0.0
random_easy,0,405,-76.245040573453,100.0,0.0,0.0
random_easy,0,406,-101.28404189603893,20.0,0.0,1.0
random_easy,0,407,-58.595993052489646,100.0,0.0,0.0
random_easy,0,408,-76.7982135891166,6.0,0.0,1.0
random_easy,0,409,-87.65314678771355,9.0,0.0,1.0
random_easy,0,410,-123.11816992314874,95.0,0.0,1.0
random_easy,0,411,-94.21012248021702,10.0,0.0,1.0
random_easy,0,412,-87.82642912241411,100.0,0.0,0.0
random_easy,0,413,-54.69599086425229,100.0,0.0,0.0
random_easy,0,414,139.98996915663918,65.0,1.0,0.0
random_easy,0,415,-80.54801193272064,74.0,0.0,1.0
random_easy,0,416,-55.437376241142054,13.0,0.0,1.0
random_easy,0,417,-34.43325640774342,100.0,0.0,0.0
random_easy,0,418,-52.10223880842445,100.0,0.0,0.0
random_easy,0,419,-60.104486442008145,100.0,0.0,0.0
random_easy,0,420,-67.71603445253336,100.0,0.0,0.0
random_easy,0,421,-47.957418372172356,100.0,0.0,0.0
random_easy,0,422,-88.50531021185716,20.0,0.0,1.0
random_easy,0,423,-30.31094923965274,100.0,0.0,0.0
random_easy,0,424,32.993225278604825,100.0,0.0,0.0
random_easy,0,425,1.0188133360326859,100.0,0.0,0.0
random_easy,0,426,-60.898660464550524,100.0,0.0,0.0
random_easy,0,427,12.883131505851715,100.0,0.0,0.0
random_easy,0,428,-53.54046018784885,100.0,0.0,0.0
random_easy,0,429,-118.07959552452768,100.0,0.0,0.0
random_easy,0,430,-140.44939775054038,70.0,0.0,1.0
random_easy,0,431,-70.54416498805752,12.0,0.0,1.0
random_easy,0,432,30.491265132126912,100.0,0.0,0.0
random_easy,0,433,-86.67990251739442,47.0,0.0,1.0
random_easy,0,434,-56.72093183087927,7.0,0.0,1.0
random_easy,0,435,-0.897418855661158,100.0,0.0,0.0
random_easy,0,436,-254.69712130976873,69.0,0.0,1.0
random_easy,0,437,-42.40346295031797,8.0,0.0,1.0
random_easy,0,438,-72.26176458713996,100.0,0.0,0.0
random_easy,0,439,-62.68086436887291,7.0,0.0,1.0
random_easy,0,440,-65.41805362666541,74.0,0.0,1.0
random_easy,0,441,104.71239267578531,77.0,1.0,0.0
random_easy,0,442,-68.8615271377484,7.0,0.0,1.0
random_easy,0,443,-81.36195617958168,9.0,0.0,1.0
random_easy,0,444,-87.432889628726,93.0,0.0,1.0
random_easy,0,445,-54.89935292287255,100.0,0.0,0.0
random_easy,0,446,-61.133350014605185,100.0,0.0,0.0
random_easy,0,447,-16.24283017105855,100.0,0.0,0.0
random_easy,0,448,-61.518581474642666,100.0,0.0,0.0
random_easy,0,449,-80.41207720484827,100.0,0.0,0.0
random_easy,0,450,-0.42986343682540706,100.0,0.0,0.0
random_easy,0,451,-39.91968178162253,100.0,0.0,0.0
random_easy,0,452,-29.65261797837375,100.0,0.0,0.0
random_easy,0,453,-84.58535313485964,60.0,0.0,1.0
random_easy,0,454,-94.21985480382757,100.0,0.0,0.0
random_easy,0,455,-75.66941495607375,47.0,0.0,1.0
random_easy,0,456,-80.0842553864162,50.0,0.0,1.0
random_easy,0,457,-75.30306434876843,64.0,0.0,1.0
random_easy,0,458,98.44481727186951,22.0,1.0,0.0
random_easy,0,459,-94.04111603971253,100.0,0.0,0.0
random_easy,0,460,-63.805886198832994,100.0,0.0,0.0
random_easy,0,461,-135.32443594111223,87.0,0.0,1.0
random_easy,0,462,-9.382272077004508,100.0,0.0,0.0
random_easy,0,463,-65.93896126590715,100.0,0.0,0.0
random_easy,0,464,-58.48548882902135,6.0,0.0,1.0
random_easy,0,465,-55.154740643655295,100.0,0.0,0.0
