experiment,episode,return_total,reward_progress,reward_collision,reward_safety,reward_rotation
random_easy,1,-513.5681217735823,-141.35973473205613,-200.0,-163.7944500994327,-8.413936942093477
random_easy,2,-692.3511918246508,-250.67358559199099,-200.0,-226.84331698214925,-14.8342892505105
random_easy,3,-703.7574342791668,-313.3322857934242,-200.0,-176.3081006182514,-14.11704786749112
random_easy,4,-303.64278702860486,73.8257677417906,-200.0,-167.09841641984298,-10.370138350552487
random_easy,5,-460.7981035924986,-95.6481232328766,-200.0,-163.7944500994327,-1.355530260189296
random_easy,6,-550.6853750967509,-179.81788955960982,-200.0,-163.7944500994327,-7.073035437708382
random_easy,7,-925.1772168041695,-234.86213872206866,-200.0,-460.63195436792125,-29.68312371417942
random_easy,8,-1245.8107959795786,-273.5977874150776,-200.0,-688.3820999350933,-83.83090862940861
random_easy,9,-567.0335447802424,-151.23289236066134,-200.0,-204.61632450824868,-11.18432791133246
random_easy,10,-498.99207091258086,-104.32382168254293,-200.0,-177.89504294657183,-16.77320628346609
random_easy,11,-393.3205606719598,-10.423958474379925,-200.0,-179.297872253616,-3.5987299439639564
random_easy,12,-813.1386552321612,-96.3834230465579,-200.0,-460.6641810206659,-56.09105116493716
random_easy,13,-524.8328568986161,92.41327812055317,-200.0,-393.72061711292713,-23.525517906242243
random_easy,14,-476.4741468191023,-109.9438761106243,-200.0,-163.7944500994327,-2.735820609045248
random_easy,15,-315.9989408110579,55.744119754096914,-200.0,-163.7944500994327,-7.94861046572206
random_easy,16,-718.943536217988,-48.192403780772736,-200.0,-435.6155054726086,-35.13562696460673
random_easy,17,-220.10423926151307,155.87489900445638,-200.0,-163.7944500994327,-12.184688166536692
random_easy,18,-294.56046541138085,71.4239070530243,-200.0,-163.7944500994327,-2.18992236497247
random_easy,19,-1197.760972460607,-883.0905505392678,0.0,-168.2050353962785,-146.46538652506112
random_easy,21,-896.9735028424018,-122.46932483262468,-200.0,-563.3197544646573,-11.184423545119943
random_easy,22,-626.7953478363984,-142.73103780112996,-200.0,-278.1912747345935,-5.873035300674907
random_easy,23,-476.5315048767646,-89.41747403519138,-200.0,-171.95834721628444,-15.155683625288777
random_easy,24,-372.58337674448364,230.59328894215554,-200.0,-387.8263911306627,-15.350274555976597
random_easy,25,-415.90833202848466,-39.43193669276461,-200.0,-171.80819117734637,-4.668204158373666
random_easy,26,-602.2102203084119,-202.05075069092368,-200.0,-193.42108623860003,-6.738383378888163
random_easy,27,-628.2083277826574,-134.15987001430932,-200.0,-289.3007979215674,-4.747659846780732
random_easy,28,-493.0898911888406,-67.11454685238482,-200.0,-225.65566372336895,-0.31968061308693746
random_easy,29,-302.3603164812465,61.953787156817974,-200.0,-163.7944500994327,-0.5196535386317951
random_easy,30,-377.27121737271665,-2.2528666510001294,-200.0,-163.7944500994327,-11.223900622283871
random_easy,31,-465.10146231721075,-87.63950277446257,-200.0,-163.7944500994327,-13.66750944331545
random_easy,32,-1672.15993494233,-1453.2767453962786,0.0,-71.34981381966153,-147.5333809500102
random_easy,33,-664.4016888689639,-235.99310302734375,-200.0,-217.43237429376865,-10.976222038269043
random_easy,34,-1576.4703369140625,-1279.7257080078125,0.0,-151.41796875,-145.3264617919922
random_easy,35,-647.2862561297061,-275.31793212890625,-200.0,-163.7944500994327,-8.173881530761719
random_easy,36,-593.7179730486514,-207.1933135986328,-200.0,-163.7944500994327,-22.730175018310547
random_easy,37,-400.18082171198154,-31.69601821899414,-200.0,-163.7944500994327,-4.690351486206055
random_easy,38,-473.55481081720615,-11.816059112548828,-200.0,-260.25003176447177,-1.4887168407440186
random_easy,39,-293.718713099921,85.12446594238281,-200.0,-163.7944500994327,-15.0487642288208
random_easy,41,-945.5770733904483,-315.0958557128906,-200.0,-404.75724917169833,-25.723979949951172
