experiment,episode,return_total,mean_v,mean_abs_omega,success_rate,collision_rate,mean_time_travel
exp7_fixed_random_3,1,-0.14479065,1.1738614,0.6301361,0.0,1.0,39.0
exp7_fixed_random_3,2,813.22,2.5260344,0.46024048,1.0,0.0,36.0
exp7_fixed_random_3,3,763.86224,2.6406379,0.58881867,1.0,0.0,28.0
exp7_fixed_random_3,4,766.12823,2.305309,0.48357856,1.0,0.0,31.0
exp7_fixed_random_3,5,566.5301,1.8925067,0.45126152,1.0,0.0,18.0
exp7_fixed_random_3,6,635.8696,1.686862,0.5956361,1.0,0.0,40.0
exp7_fixed_random_3,7,757.89795,3.1017323,0.36381784,1.0,0.0,23.0
exp7_fixed_random_3,8,733.50977,2.3750033,0.51436764,1.0,0.0,31.0
exp7_fixed_random_3,9,719.473,3.215161,0.67374337,1.0,0.0,20.0
exp7_fixed_random_3,10,669.0139,2.3653193,0.5335165,1.0,0.0,27.0
exp7_fixed_random_3,11,771.5045,3.6224637,0.7119086,1.0,0.0,20.0
exp7_fixed_random_3,12,652.2042,1.9491116,0.447374,1.0,0.0,31.0
exp7_fixed_random_3,13,724.9481,2.719462,0.48806953,1.0,0.0,23.0
exp7_fixed_random_3,14,787.52136,2.7697964,0.48467857,1.0,0.0,25.0
exp7_fixed_random_3,15,703.0601,2.2397,0.5367493,1.0,0.0,33.0
exp7_fixed_random_3,16,770.4465,2.89742,0.57957804,1.0,0.0,26.0
exp7_fixed_random_3,17,702.82263,2.5470705,0.5627989,1.0,0.0,27.0
exp7_fixed_random_3,18,614.05774,2.019677,0.5300666,1.0,0.0,28.0
exp7_fixed_random_3,19,596.50287,1.497765,0.48144078,1.0,0.0,37.0
exp7_fixed_random_3,21,721.5442,2.585106,0.59391737,1.0,0.0,35.0
exp7_fixed_random_3,22,25.690369,3.1385505,0.4599814,0.0,1.0,24.0
exp7_fixed_random_3,23,767.5243,2.197338,0.77514136,1.0,0.0,43.0
exp7_fixed_random_3,24,-144.05167,1.6571344,0.5747102,0.0,1.0,4.0
exp7_fixed_random_3,25,739.4335,2.0998533,0.6760045,1.0,0.0,38.0
exp7_fixed_random_3,26,735.9821,2.903256,0.5783117,1.0,0.0,22.0
exp7_fixed_random_3,27,739.82245,2.551115,0.5587343,1.0,0.0,28.0
exp7_fixed_random_3,28,664.63306,2.7021093,0.54877687,1.0,0.0,17.0
exp7_fixed_random_3,29,692.58716,1.914566,0.8535019,1.0,0.0,42.0
exp7_fixed_random_3,30,-239.88622,1.8841163,0.849556,0.0,1.0,7.0
exp7_fixed_random_3,31,733.91144,2.067071,0.6801396,1.0,0.0,43.0
exp7_fixed_random_3,32,544.318,2.5539653,0.44069007,1.0,0.0,11.0
exp7_fixed_random_3,33,124.55478,2.5826735,0.5400117,0.0,1.0,29.0
exp7_fixed_random_3,34,616.48425,2.7466955,0.6316133,1.0,0.0,15.0
exp7_fixed_random_3,35,663.53235,1.6821941,0.6255842,1.0,0.0,50.0
exp7_fixed_random_3,36,-226.28883,4.5364685,0.5387571,0.0,1.0,2.0
exp7_fixed_random_3,37,-230.74927,1.7196963,0.34365395,0.0,1.0,5.0
