experiment,episode,return,average_return,best_return,mean_time_travel,average_mean_time_travel,best_mean_time_travel,success_rate,average_success_rate,best_success_rate
random_easy,16,-328.9489091728276,-479.2859479831131,-479.2859479831131,13.0,35.5625,35.5625,0.0,0.0,0.0
random_easy,17,-122.55843106730671,-458.3019763998304,-458.3019763998304,4.0,33.705882352941174,33.705882352941174,0.0,0.0,0.0
random_easy,18,-357.85162351200285,-452.7214012393955,-452.7214012393955,11.0,32.44444444444444,32.44444444444444,0.0,0.0,0.0
random_easy,19,-449.68446482482335,-452.5615624807338,-452.5615624807338,18.0,31.68421052631579,31.68421052631579,0.0,0.0,0.0
random_easy,20,-478.11309814453125,-453.8391392639237,-452.5615624807338,100.0,35.1,31.68421052631579,0.0,0.0,0.0
random_easy,21,36.74011126505185,-430.47822257206775,-430.47822257206775,100.0,38.19047619047619,31.68421052631579,0.0,0.0,0.0
random_easy,22,43.34571291247604,-408.94077095913394,-408.94077095913394,100.0,41.0,31.68421052631579,0.0,0.0,0.0
random_easy,23,47.1858029176115,-389.1091807905798,-389.1091807905798,100.0,43.56521739130435,31.68421052631579,0.0,0.0,0.0
random_easy,24,291.1021958560037,-360.7670400969721,-360.7670400969721,82.0,45.166666666666664,31.68421052631579,1.0,0.041666666666666664,0.041666666666666664
random_easy,25,121.0859174902178,-341.49292179348447,-341.49292179348447,100.0,47.36,31.68421052631579,0.0,0.04,0.041666666666666664
random_easy,26,203.38216327382284,-320.53618775243416,-320.53618775243416,100.0,49.38461538461539,31.68421052631579,0.0,0.038461538461538464,0.041666666666666664
random_easy,27,430.31508606398785,-292.7268813147889,-292.7268813147889,100.0,51.25925925925926,31.68421052631579,0.0,0.037037037037037035,0.041666666666666664
random_easy,28,325.799139685554,-270.63666627906235,-270.63666627906235,100.0,53.0,31.68421052631579,0.0,0.03571428571428571,0.041666666666666664
random_easy,29,53.00866771156991,-259.47648234835094,-259.47648234835094,100.0,54.62068965517241,31.68421052631579,0.0,0.034482758620689655,0.041666666666666664
random_easy,30,-61.26755299128902,-252.86951803644888,-252.86951803644888,9.0,53.1,31.68421052631579,0.0,0.03333333333333333,0.041666666666666664
random_easy,31,199.82494656555548,-238.26647079122293,-238.26647079122293,100.0,54.61290322580645,31.68421052631579,0.0,0.03225806451612903,0.041666666666666664
random_easy,32,41.20142495641871,-229.53309904910915,-229.53309904910915,100.0,56.03125,31.68421052631579,0.0,0.03125,0.041666666666666664
random_easy,33,390.7642888347763,-210.73620850717322,-210.73620850717322,100.0,57.36363636363637,31.68421052631579,0.0,0.030303030303030304,0.041666666666666664
random_easy,34,267.8789119362315,-196.65929320001425,-196.65929320001425,100.0,58.61764705882353,31.68421052631579,0.0,0.029411764705882353,0.041666666666666664
random_easy,35,288.52655200733966,-182.79684047980413,-182.79684047980413,100.0,59.8,31.68421052631579,0.0,0.02857142857142857,0.041666666666666664
random_easy,36,203.6714208032022,-172.0616109997206,-172.0616109997206,100.0,60.916666666666664,31.68421052631579,0.0,0.027777777777777776,0.041666666666666664
random_easy,37,229.8132858508818,-161.2001273010557,-161.2001273010557,100.0,61.972972972972975,31.68421052631579,0.0,0.02702702702702703,0.041666666666666664
random_easy,38,285.91456820179604,-149.43395110361223,-149.43395110361223,100.0,62.973684210526315,31.68421052631579,0.0,0.02631578947368421,0.041666666666666664
random_easy,39,64.1049575805664,-143.95859447068457,-143.95859447068457,100.0,63.92307692307692,31.68421052631579,0.0,0.02564102564102564,0.041666666666666664
random_easy,40,175.16209088882425,-135.98057733669685,-135.98057733669685,100.0,64.825,31.68421052631579,0.0,0.025,0.041666666666666664
random_easy,41,225.8584131253164,-127.15523610591605,-127.15523610591605,100.0,65.6829268292683,31.68421052631579,0.0,0.024390243902439025,0.041666666666666664
random_easy,42,120.96361492491361,-121.24764441470582,-121.24764441470582,100.0,66.5,31.68421052631579,0.0,0.023809523809523808,0.041666666666666664
random_easy,43,500.62673293222326,-106.7854495926842,-106.7854495926842,88.0,67.0,31.68421052631579,1.0,0.046511627906976744,0.046511627906976744
random_easy,44,507.81660691696186,-92.8172210356468,-92.8172210356468,85.0,67.4090909090909,31.68421052631579,1.0,0.06818181818181818,0.06818181818181818
random_easy,45,575.0027424431025,-77.9767774027857,-77.9767774027857,69.0,67.44444444444444,31.68421052631579,1.0,0.08888888888888889,0.08888888888888889
random_easy,46,295.80094056991686,-69.85117483816173,-69.85117483816173,24.0,66.5,31.68421052631579,1.0,0.10869565217391304,0.10869565217391304
random_easy,47,275.6733112643202,-62.499590027470624,-62.499590027470624,62.0,66.40425531914893,31.68421052631579,1.0,0.1276595744680851,0.1276595744680851
random_easy,48,491.9995422363281,-50.94752477197482,-50.94752477197482,44.0,65.9375,31.68421052631579,1.0,0.14583333333333334,0.14583333333333334
random_easy,49,275.0526107342497,-44.294460782051864,-44.294460782051864,33.0,65.26530612244898,31.68421052631579,1.0,0.16326530612244897,0.16326530612244897
random_easy,50,443.08333092462965,-34.546904947918236,-34.546904947918236,45.0,64.86,31.68421052631579,1.0,0.18,0.18
random_easy,51,411.0347203897288,-25.81001033345457,-25.81001033345457,37.0,64.31372549019608,31.68421052631579,1.0,0.19607843137254902,0.19607843137254902
random_easy,52,258.71551630966735,-20.338365590317608,-20.338365590317608,3.0,63.13461538461539,31.68421052631579,1.0,0.21153846153846154,0.21153846153846154
random_easy,53,257.30260503793545,-15.099856710539248,-15.099856710539248,59.0,63.056603773584904,31.68421052631579,1.0,0.22641509433962265,0.22641509433962265
random_easy,54,400.2656677791392,-7.40790255332298,-7.40790255332298,69.0,63.166666666666664,31.68421052631579,1.0,0.24074074074074073,0.24074074074074073
random_easy,55,215.1873914466164,-3.360715389687719,-3.360715389687719,10.0,62.2,31.68421052631579,1.0,0.2545454545454545,0.2545454545454545
random_easy,56,296.6595427544655,1.9967892200292974,1.9967892200292974,23.0,61.5,31.68421052631579,1.0,0.26785714285714285,0.26785714285714285
random_easy,57,411.37540425702207,9.178870185590574,9.178870185590574,26.0,60.87719298245614,31.68421052631579,1.0,0.2807017543859649,0.2807017543859649
random_easy,58,344.00156786010837,14.951675317909846,14.951675317909846,24.0,60.241379310344826,31.68421052631579,1.0,0.29310344827586204,0.29310344827586204
random_easy,59,440.4023729372301,22.162704091118663,22.162704091118663,42.0,59.932203389830505,31.68421052631579,1.0,0.3050847457627119,0.3050847457627119
random_easy,60,287.81696932328344,26.59027517832141,26.59027517832141,36.0,59.53333333333333,31.68421052631579,1.0,0.31666666666666665,0.31666666666666665
random_easy,61,339.2514828976296,31.715868747490397,31.715868747490397,23.0,58.9344262295082,31.68421052631579,1.0,0.32786885245901637,0.32786885245901637
random_easy,62,228.06309561447142,34.882759503409446,34.882759503409446,22.0,58.33870967741935,31.68421052631579,1.0,0.3387096774193548,0.3387096774193548
random_easy,63,562.7888942001234,43.262221958912846,43.262221958912846,49.0,58.19047619047619,31.68421052631579,1.0,0.3492063492063492,0.3492063492063492
random_easy,64,509.2278409121093,50.542934755056535,50.542934755056535,46.0,58.0,31.68421052631579,1.0,0.359375,0.359375
random_easy,65,271.57499531552935,53.94342799444842,53.94342799444842,10.0,57.261538461538464,31.68421052631579,1.0,0.36923076923076925,0.36923076923076925
random_easy,66,356.6702294715564,58.53019771379854,58.53019771379854,45.0,57.07575757575758,31.68421052631579,1.0,0.3787878787878788,0.3787878787878788
random_easy,67,457.54940948706957,64.4857083372802,64.4857083372802,46.0,56.91044776119403,31.68421052631579,1.0,0.3880597014925373,0.3880597014925373
random_easy,68,695.3880630274847,73.76368414154791,73.76368414154791,54.0,56.86764705882353,31.68421052631579,1.0,0.39705882352941174,0.39705882352941174
random_easy,69,717.7574901092175,83.09692770629674,83.09692770629674,64.0,56.971014492753625,31.68421052631579,1.0,0.4057971014492754,0.4057971014492754
random_easy,70,312.8873099791444,86.37964745305172,86.37964745305172,34.0,56.642857142857146,31.68421052631579,1.0,0.4142857142857143,0.4142857142857143
random_easy,71,247.32226618821994,88.64644490002591,88.64644490002591,34.0,56.32394366197183,31.68421052631579,1.0,0.4225352112676056,0.4225352112676056
random_easy,72,474.1147892175195,94.00017190443556,94.00017190443556,36.0,56.041666666666664,31.68421052631579,1.0,0.4305555555555556,0.4305555555555556
random_easy,73,279.1020216880482,96.53581368229327,96.53581368229327,25.0,55.61643835616438,31.68421052631579,1.0,0.4383561643835616,0.4383561643835616
random_easy,74,312.54542362787225,99.45486246534162,99.45486246534162,36.0,55.351351351351354,31.68421052631579,1.0,0.44594594594594594,0.44594594594594594
random_easy,75,327.0693359375,102.48972211163706,102.48972211163706,36.0,55.093333333333334,31.68421052631579,1.0,0.4533333333333333,0.4533333333333333
random_easy,76,227.9637540830511,104.14069621652409,104.14069621652409,8.0,54.473684210526315,31.68421052631579,1.0,0.4605263157894737,0.4605263157894737
random_easy,77,484.38584016994844,109.07894483929583,109.07894483929583,69.0,54.66233766233766,31.68421052631579,1.0,0.4675324675324675,0.4675324675324675
random_easy,78,317.7230376784164,111.75386910646404,111.75386910646404,25.0,54.282051282051285,31.68421052631579,1.0,0.47435897435897434,0.47435897435897434
random_easy,79,407.5475937087482,115.49809346851826,115.49809346851826,23.0,53.88607594936709,31.68421052631579,1.0,0.4810126582278481,0.4810126582278481
random_easy,80,438.00973438201447,119.52948897993699,119.52948897993699,48.0,53.8125,31.68421052631579,1.0,0.4875,0.4875
random_easy,81,272.7276206360426,121.42082393865434,121.42082393865434,24.0,53.44444444444444,31.68421052631579,1.0,0.49382716049382713,0.49382716049382713
random_easy,82,281.45843309951823,123.37250209915268,123.37250209915268,19.0,53.02439024390244,31.68421052631579,1.0,0.5,0.5
random_easy,83,388.85550957863495,126.5710925507127,126.5710925507127,28.0,52.72289156626506,31.68421052631579,1.0,0.5060240963855421,0.5060240963855421
random_easy,84,299.35813877927114,128.62808119629076,128.62808119629076,27.0,52.416666666666664,31.68421052631579,1.0,0.5119047619047619,0.5119047619047619
random_easy,85,255.96197801398836,130.12612704120488,130.12612704120488,15.0,51.976470588235294,31.68421052631579,1.0,0.5176470588235295,0.5176470588235295
random_easy,86,393.0675297282804,133.18358521198482,133.18358521198482,34.0,51.76744186046512,31.68421052631579,1.0,0.5232558139534884,0.5232558139534884
random_easy,87,435.83871954864486,136.66237985953262,136.66237985953262,51.0,51.758620689655174,31.68421052631579,1.0,0.5287356321839081,0.5287356321839081
random_easy,88,339.82766101728083,138.97107623632522,138.97107623632522,46.0,51.69318181818182,31.68421052631579,1.0,0.5340909090909091,0.5340909090909091
random_easy,89,326.0678653636039,141.07328735011487,141.07328735011487,35.0,51.50561797752809,31.68421052631579,1.0,0.5393258426966292,0.5393258426966292
random_easy,90,537.2729044919167,145.4755053183571,145.4755053183571,54.0,51.53333333333333,31.68421052631579,1.0,0.5444444444444444,0.5444444444444444
random_easy,91,588.2241044864647,150.34087453998467,150.34087453998467,18.0,51.16483516483517,31.68421052631579,1.0,0.5494505494505495,0.5494505494505495
random_easy,92,306.11121159521554,152.03403037754154,152.03403037754154,10.0,50.71739130434783,31.68421052631579,1.0,0.5543478260869565,0.5543478260869565
random_easy,93,262.1728471700426,153.21831873014906,153.21831873014906,15.0,50.333333333333336,31.68421052631579,1.0,0.5591397849462365,0.5591397849462365
random_easy,94,275.73279840225746,154.52166425857575,154.52166425857575,11.0,49.91489361702128,31.68421052631579,1.0,0.5638297872340425,0.5638297872340425
random_easy,95,256.691784029533,155.5971392035332,155.5971392035332,4.0,49.43157894736842,31.68421052631579,1.0,0.5684210526315789,0.5684210526315789
random_easy,96,307.03458095898134,157.17461255515244,157.17461255515244,19.0,49.114583333333336,31.68421052631579,1.0,0.5729166666666666,0.5729166666666666
random_easy,97,295.0670193186845,158.5961837589002,158.5961837589002,15.0,48.76288659793814,31.68421052631579,1.0,0.5773195876288659,0.5773195876288659
random_easy,98,346.23099650529485,160.51082470529198,160.51082470529198,39.0,48.66326530612245,31.68421052631579,1.0,0.5816326530612245,0.5816326530612245
random_easy,99,557.2361012551142,164.51815073104777,164.51815073104777,21.0,48.38383838383838,31.68421052631579,1.0,0.5858585858585859,0.5858585858585859
random_easy,100,346.0125453695865,166.33309467743314,166.33309467743314,23.0,48.13,31.68421052631579,1.0,0.59,0.59
