experiment,episode,return_total,reward_progress,reward_collision,reward_safety,reward_rotation
exp1_empty,1,-146.58333799895968,-23.76353890208723,-100.0,-21.69815627528441,-1.1216428215880283
exp1_empty,2,-169.57806777169827,-46.94289574458337,-100.0,-20.47639403111055,-2.158777996004362
exp1_empty,3,-166.37805759684554,-15.332952295529143,-100.0,-50.04092833227859,-1.0041769690378133
exp1_empty,4,-157.96887888605266,-8.011792198865683,-100.0,-49.87499999999999,-0.08208668718697909
exp1_empty,5,-59.082054811457766,97.1037296611395,-100.0,-53.22962271212965,-2.9561617604676065
exp1_empty,6,-201.24993891867467,-51.04297611333854,-100.0,-49.87499999999999,-0.33196280533614103
exp1_empty,7,-0.24365422413640658,154.15840309092738,-100.0,-52.1798918100829,-2.2221655049808664
exp1_empty,8,-98.61547911512686,8.055990224407747,-100.0,-5.74433703972565,-0.9271322998089624
exp1_empty,9,-141.35774012775377,-7.217786931192828,-100.0,-33.87174501108952,-0.2682081854714366
exp1_empty,10,-4.228225402519897,105.60024386945139,-100.0,-8.337850766379514,-1.4906185055917633
exp1_empty,11,-120.54007150130046,-13.408398772554259,-100.0,-6.954602605772957,-0.17707012297324726
exp1_empty,12,-167.86554206207484,-17.030412984504284,-100.0,-49.93435116583923,-0.9007779117313154
exp1_empty,13,-91.5829158929521,13.970960306144011,-100.0,-5.008219373572646,-0.5456568255234711
exp1_empty,14,-153.53998640001797,-3.332212617402984,-100.0,-49.87499999999999,-0.33277378261497065
exp1_empty,15,-16.62731567095139,134.22728921860866,-100.0,-49.87499999999999,-0.9796048895600602
exp1_empty,16,-119.51641014958719,31.00706948192126,-100.0,-50.135445299344156,-0.3880343321642664
exp1_empty,17,-99.40084033542402,52.26464250051673,-100.0,-51.07035734498175,-0.5951254909590095
exp1_empty,18,-14.695494861223029,0.12311252194509414,0.0,-0.4257434508599939,-14.392863932308188
exp1_empty,19,-135.0835667238269,16.32814833749225,-100.0,-49.87499999999999,-1.5367150613191451
exp1_empty,21,-130.7703648005882,-28.200212496048948,-100.0,-1.997116456551449,-0.5730358479877995
exp1_empty,22,-133.8095673219408,-21.71204357641299,-100.0,-11.920891817843545,-0.17663192768425418
exp1_empty,23,-92.87937085868568,10.054992160122243,-100.0,-2.6180660844335755,-0.31629693437434037
exp1_empty,24,144.92624377800183,270.39444945775773,-100.0,-24.01519152867374,-1.4530141510821373
exp1_empty,25,-186.8817944666966,-35.873466329941344,-100.0,-50.14018495778482,-0.8681431789704087
exp1_empty,26,169.87104990575304,330.01495409705706,-100.0,-51.13200964854161,-9.011894542762416
exp1_empty,27,121.33975407410995,277.8973470756305,-100.0,-51.35159013739683,-5.2060028641237075
exp1_empty,28,-112.61946645799205,-2.891630541807052,-100.0,-9.448323694915256,-0.27951222126973374
exp1_empty,29,-107.57655295806916,43.65307121444326,-100.0,-50.83906128879683,-0.3905628837156009
exp1_empty,30,65.39081892332521,216.8441533900518,-100.0,-49.87499999999999,-1.5783344667265646
exp1_empty,31,82.33490267381134,191.27688654255115,-100.0,-7.163245819018368,-1.7787380497213945
exp1_empty,32,-155.9037469449597,-5.721767410715714,-100.0,-49.87499999999999,-0.30697953424397867
exp1_empty,33,-139.10597507115892,-32.078198037913,-100.0,-6.711777863053946,-0.3159991701919885
exp1_empty,34,-262.8120834456942,-111.01063270930932,-100.0,-50.02090220312087,-1.7805485332640334
exp1_empty,35,-156.16363677920646,-6.147486794809185,-100.0,-49.87499999999999,-0.1411499843972776
exp1_empty,36,71.25605072960774,186.7403931442163,-100.0,-13.718042177494612,-1.7663002371140246
exp1_empty,37,-115.81812541846469,36.072948171796774,-100.0,-50.46721921301806,-1.4238543772433998
exp1_empty,38,-127.83959398595158,-23.637488703419,-100.0,-3.961928095113222,-0.24017718741934613
exp1_empty,39,44.957218118481336,153.46700648648962,-100.0,-7.365770282892672,-1.1440180851155768
exp1_empty,41,-116.55014595641491,34.08758795437526,-100.0,-49.87499999999999,-0.7627339107901557
exp1_empty,42,-47.3147023665729,104.71592524984298,-100.0,-49.87499999999999,-2.1556276164158996
exp1_empty,43,-203.97634719864482,-51.99617054103035,-100.0,-50.578774123301685,-1.401402534312754
exp1_empty,44,-162.3956861208895,-11.94438244449563,-100.0,-49.987486545220804,-0.46381713117308715
exp1_empty,45,-111.5620337084076,39.75712583802799,-100.0,-50.01092951861899,-1.3082300278165955
exp1_empty,46,-143.09907830094667,-29.87037302429185,-100.0,-13.036798297069657,-0.1919069795851554
exp1_empty,47,-136.24145737120278,-21.929699362023268,-100.0,-13.62871225238628,-0.6830457567932398
exp1_empty,48,-158.01500807657143,-7.245153126169807,-100.0,-49.87499999999999,-0.8948549504016176
exp1_empty,49,-116.90436444725054,34.31239541467325,-100.0,-50.23668010492863,-0.9800797569951476
exp1_empty,50,-110.42570679365126,26.831830023316133,-100.0,-36.77212958223074,-0.4854072347366608
exp1_empty,51,-95.79236784176487,55.941807542829046,-100.0,-50.1489421722289,-1.5852368275264075
exp1_empty,52,-156.2970428466797,-6.085226058959961,-100.0,-49.87499999999999,-0.3368271589279175
exp1_empty,53,-134.8368377685547,15.75984001159668,-100.0,-49.87499999999999,-0.7216711044311523
exp1_empty,54,-163.60577392578125,-12.707792282104492,-100.0,-49.879432678222656,-1.0185527801513672
exp1_empty,55,-181.8728790283203,-31.49990463256836,-100.0,-49.87499999999999,-0.4979654848575592
exp1_empty,56,-107.33290100097656,43.09220886230469,-100.0,-49.87499999999999,-0.5501055717468262
exp1_empty,57,29.115234375,183.114501953125,-100.0,-50.75632858276367,-3.2429556846618652
exp1_empty,58,-40.089195251464844,64.36998748779297,-100.0,-3.5648117065429688,-0.8943734765052795
exp1_empty,59,-1.8400115966796875,152.43492126464844,-100.0,-49.87499999999999,-4.399886131286621
exp1_empty,61,-113.15287780761719,39.52708053588867,-100.0,-49.87499999999999,-2.804969549179077
exp1_empty,62,-101.0345687866211,50.10169982910156,-100.0,-50.20437240600586,-0.9318984150886536
exp1_empty,63,-154.64251708984375,-3.282248020172119,-100.0,-51.13051986694336,-0.22975172102451324
exp1_empty,64,17.50299072265625,170.24378967285156,-100.0,-51.18262481689453,-1.5581799745559692
exp1_empty,65,-148.74288940429688,1.8355636596679688,-100.0,-50.0929069519043,-0.4855368733406067
exp1_empty,66,-4.5703887939453125,149.63613891601562,-100.0,-50.231544494628906,-3.9748849868774414
exp1_empty,67,-2.9270477294921875,149.0621337890625,-100.0,-50.096275329589844,-1.8928989171981812
exp1_empty,68,-159.66273498535156,-6.445625305175781,-100.0,-52.334068298339844,-0.8830310702323914
exp1_empty,69,23.269149780273438,175.07229614257812,-100.0,-49.87499999999999,-1.9281330108642578
exp1_empty,70,-61.083839416503906,48.09800338745117,-100.0,-5.725399971008301,-3.4564194679260254
exp1_empty,71,602.5101928710938,620.8922729492188,0.0,-1.2884494066238403,-17.093753814697266
exp1_empty,72,462.0104675292969,480.4854431152344,0.0,-0.8733824491500854,-17.6016788482666
exp1_empty,73,-163.42608642578125,-12.61091136932373,-100.0,-50.42772674560547,-0.3874574303627014
