experiment,episode,return_total,mean_v,mean_abs_omega,success_rate,collision_rate,mean_time_travel
exp6_fixed_random_2,1,603.9556,1.8152095,0.45494655,1.0,0.0,24.0
exp6_fixed_random_2,2,546.99854,2.6980512,0.5232013,1.0,0.0,9.0
exp6_fixed_random_2,3,590.5569,1.8386114,0.60945165,1.0,0.0,20.0
exp6_fixed_random_2,4,668.14606,2.4474497,0.5589385,1.0,0.0,18.0
exp6_fixed_random_2,5,-181.67041,2.664138,0.30535838,0.0,1.0,3.0
exp6_fixed_random_2,6,-155.80011,3.2536952,0.15174483,0.0,1.0,6.0
exp6_fixed_random_2,7,-16.98619,2.4996865,0.42000523,0.0,1.0,20.0
exp6_fixed_random_2,8,-141.22092,2.9357376,0.24066417,0.0,1.0,4.0
exp6_fixed_random_2,9,559.345,1.6415057,0.47812718,1.0,0.0,22.0
exp6_fixed_random_2,10,640.99036,1.8357335,0.57606024,1.0,0.0,32.0
exp6_fixed_random_2,11,708.07336,2.6932135,0.43754366,1.0,0.0,22.0
exp6_fixed_random_2,12,622.89325,2.4325898,0.34905514,1.0,0.0,20.0
exp6_fixed_random_2,13,-116.578186,1.733405,0.30713573,0.0,1.0,8.0
exp6_fixed_random_2,14,671.83936,2.3360453,0.41495633,1.0,0.0,23.0
exp6_fixed_random_2,15,713.4396,2.2639933,0.45393187,1.0,0.0,26.0
exp6_fixed_random_2,16,-11.224686,1.7237499,0.3355785,0.0,1.0,20.0
exp6_fixed_random_2,17,574.0928,1.5139636,0.38265717,1.0,0.0,24.0
exp6_fixed_random_2,18,703.1074,1.8051143,0.49211195,1.0,0.0,36.0
exp6_fixed_random_2,19,-130.82706,1.6229836,0.3649456,0.0,1.0,5.0
exp6_fixed_random_2,21,721.26465,1.9358915,0.37494674,1.0,0.0,27.0
exp6_fixed_random_2,22,644.0813,1.5322444,0.5163575,1.0,0.0,40.0
exp6_fixed_random_2,23,734.2566,1.7845529,0.44508156,1.0,0.0,41.0
exp6_fixed_random_2,24,635.8394,1.7109692,0.34733054,1.0,0.0,34.0
exp6_fixed_random_2,25,-205.11353,1.5734503,0.38310063,0.0,1.0,8.0
exp6_fixed_random_2,26,4.3394775,2.248418,0.33310044,0.0,1.0,21.0
exp6_fixed_random_2,27,705.1681,1.7099458,0.5369398,1.0,0.0,47.0
exp6_fixed_random_2,28,628.6889,1.6307875,0.5247118,1.0,0.0,37.0
exp6_fixed_random_2,29,-49.149414,1.1767551,0.48234734,0.0,1.0,35.0
exp6_fixed_random_2,30,-228.73354,1.0226041,0.30556127,0.0,1.0,12.0
exp6_fixed_random_2,31,584.6362,1.2777976,0.50861984,1.0,0.0,32.0
