environment,worker,episode,step,agent,state,reward,goal_distance,travel_time,action_x,action_y,closest_obstacle_distance
random_easy,0,1000,56,agent_1,active,-22.972125765587155,6.5744251531174305,56,0.00903368,0.06943813,1.989866
random_easy,0,1000,57,agent_1,active,-23.448416992062672,6.669683398412534,57,0.002524376,-0.19599059,1.8869045
random_easy,0,1000,58,agent_1,active,-24.13184255621508,6.806368511243016,58,0.00072193146,-0.045949504,1.7383623
random_easy,0,1000,59,agent_1,active,-25.795547115703734,7.139109423140747,59,0.0069766045,-0.21653958,1.3808212
random_easy,0,1000,60,agent_1,active,-25.460568549543385,7.072113709908677,60,0.05673504,0.46145177,1.4764929
random_easy,0,1000,61,agent_1,active,-26.84733153418723,7.349466306837446,61,0.0004582405,-0.40000105,1.1769793
random_easy,0,1000,62,agent_1,active,-26.361966038459936,7.252393207691987,62,0.018101692,0.41643465,1.2889955
random_easy,0,1000,63,agent_1,active,-27.86358710841095,7.55271742168219,63,0.014541388,-0.43594682,0.97092366
random_easy,0,1000,64,agent_1,active,-27.30080654625352,7.440161309250703,64,0.042346478,0.4621453,1.108932
random_easy,0,1000,65,agent_1,active,-28.4383091432413,7.66766182864826,65,0.00976491,-0.38215047,0.8676369
random_easy,0,1000,66,agent_1,active,-27.39517827811452,7.459035655622904,66,0.027885437,0.48182344,1.1035161
random_easy,0,1000,67,agent_1,active,-27.875179640206802,7.55503592804136,67,0.0051510334,-0.33993655,1.0018787
random_easy,0,1000,68,agent_1,active,-26.756526615569825,7.331305323113964,68,0.039649963,0.36319667,1.2602959
random_easy,0,1000,69,agent_1,active,-25.585935948938044,7.097187189787609,69,0.011621475,0.002101535,1.5207427
random_easy,0,1000,70,agent_1,active,-24.97953905559348,6.975907811118696,70,0.005317688,-0.1275825,1.6562271
random_easy,0,1000,71,agent_1,active,-24.96447404084233,6.972894808168466,71,0.008285999,-0.1287907,1.6633389
random_easy,0,1000,72,agent_1,active,-24.85666166185695,6.95133233237139,72,0.008425713,0.020516345,1.6909635
random_easy,0,1000,73,agent_1,active,-25.510558487340663,7.082111697468132,73,0.0024151802,-0.17084482,1.5482359
random_easy,0,1000,74,agent_1,active,-26.573324149825183,7.294664829965036,74,0.015821218,-0.08462139,1.3223639
random_easy,0,1000,75,agent_1,active,-25.687021806492922,7.1174043612985844,75,0.05041647,0.44619405,1.5389888
random_easy,0,1000,76,agent_1,active,-26.08917412997103,7.197834825994206,76,0.003009081,-0.3055952,1.4518602
random_easy,0,1000,77,agent_1,active,-24.786582344818015,6.937316468963603,77,0.07027817,0.412671,1.7715781
random_easy,0,1000,78,agent_1,active,-24.514589554138517,6.882917910827703,78,0.0034074783,-0.26305702,1.8339124
random_easy,0,1000,79,agent_1,active,-23.85620546271403,6.751241092542806,79,0.0035414696,0.087303385,1.9830322
random_easy,0,1000,80,agent_1,active,-24.1822902798609,6.81645805597218,80,0.00096297264,-0.22234386,1.9104304
random_easy,0,1000,81,agent_1,active,-25.089980873045498,6.997996174609099,81,0.0064942837,-0.12812456,1.7109866
random_easy,0,1000,82,agent_1,active,-25.866491733506535,7.153298346701307,82,0.020513535,0.037351757,1.5482748
random_easy,0,1000,83,agent_1,active,-27.200103732913465,7.420020746582693,83,0.0022399426,-0.13448599,1.2547379
random_easy,0,1000,84,agent_1,active,-26.777636562047803,7.33552731240956,84,0.023403645,0.4020387,1.358664
random_easy,0,1000,85,agent_1,active,-27.568350910456196,7.493670182091239,85,0.007706642,-0.2757485,1.187871
random_easy,0,1000,86,agent_1,active,-26.410666353730118,7.262133270746023,86,0.0320158,0.44536892,1.4581997
random_easy,0,1000,87,agent_1,active,-26.464337873977748,7.27286757479555,87,0.007804632,-0.28188783,1.4500465
random_easy,0,1000,88,agent_1,active,-25.27161696863522,7.034323393727044,88,0.021165371,0.2879931,1.7262483
random_easy,0,1000,89,agent_1,active,-25.339729588411082,7.047945917682216,89,0.0016510487,-0.29427457,1.7118139
random_easy,0,1000,90,agent_1,active,-25.179176122527824,7.015835224505564,90,0.0047163963,0.052856505,1.7502263
random_easy,0,1000,91,agent_1,active,-25.788460393126552,7.13769207862531,91,0.0029325485,-0.17387457,1.6151872
random_easy,0,1000,92,agent_1,active,-26.132210086708,7.206442017341599,92,0.0015633106,0.059384722,1.5391924
random_easy,0,1000,93,agent_1,active,-27.572624066491002,7.4945248132982005,93,0.0030839443,-0.24803598,1.2207327
random_easy,0,1000,94,agent_1,active,-27.22131671456546,7.4242633429130915,94,0.024072886,0.41346315,1.309973
random_easy,0,1000,95,agent_1,active,-28.64341935366142,7.708683870732284,95,0.00078988075,-0.40871328,0.9960195
random_easy,0,1000,96,agent_1,active,-28.113457056632125,7.602691411326425,96,0.0835793,0.4760264,1.1520514
random_easy,0,1000,97,agent_1,active,-29.336232087040752,7.84724641740815,97,0.002860546,-0.42928958,0.8827983
random_easy,0,1000,98,agent_1,active,-28.513839287574182,7.682767857514836,98,0.021039724,0.46545956,1.0744474
random_easy,0,1000,99,agent_1,active,-29.295798376299828,7.839159675259966,99,0.0038805008,-0.36499298,0.9031457
random_easy,0,1000,100,agent_1,active,-78.38337451756074,7.656674903512148,100,0.009908915,0.380447,1.1099389
