experiment,episode,return_total,mean_v,mean_abs_omega,success_rate,collision_rate,mean_time_travel
random_easy,1,-116.21212167900015,2.503394338388014,0.28342344814308523,0.0,1.0,65.0
random_easy,2,-365.9822183591497,2.1732334831453564,0.2209275825578637,0.0,1.0,24.0
random_easy,3,-1823.8027483657834,2.524952987368474,0.26324970436403694,0.0,0.0,100.0
random_easy,4,-306.082320592757,2.8490840612680115,0.18233730106278961,0.0,1.0,10.0
random_easy,5,-89.70041373361573,2.073378275451211,0.22884333079792976,0.0,1.0,5.0
random_easy,6,-462.1803342319972,2.524602775208761,0.30319398377868734,0.0,1.0,61.0
random_easy,7,-740.5617621713809,2.2284003990356713,0.28878082776572056,0.0,0.0,100.0
random_easy,8,-229.08299677275892,2.537376287567107,0.2546350754161765,0.0,1.0,13.0
random_easy,9,60.420177359542734,2.5427146753317142,0.24261680199665753,0.0,1.0,8.0
random_easy,10,8.35008204214759,2.564458854195701,0.26779519925891876,0.0,1.0,15.0
random_easy,11,-2033.467683767149,2.7654654679876542,0.2541111680639327,0.0,0.0,100.0
random_easy,12,-1154.2016197640266,2.385801628069956,0.2919131786485681,0.0,0.0,100.0
random_easy,13,-261.2270154116243,2.6090891670059966,0.2997304210164679,0.0,1.0,14.0
random_easy,14,-513.2498015347173,2.389508592214266,0.25261424351027495,0.0,1.0,19.0
random_easy,15,1.282024469673459,3.3321283917979403,0.27166177539999886,0.0,1.0,7.0
random_easy,16,-173.96011694786233,3.1852024728072266,0.2718011024165024,0.0,1.0,3.0
random_easy,17,-1133.2042222333725,2.472896078108997,0.24646425108966,0.0,0.0,100.0
random_easy,18,-1009.2137705912944,2.44635421238475,0.2622069397631014,0.0,0.0,100.0
random_easy,19,-309.242802435865,2.6583774497130306,0.3237710178931771,0.0,1.0,9.0
random_easy,21,-1405.8875743325548,2.495573389852984,0.2334644041095095,0.0,0.0,100.0
random_easy,22,-101.7633236792269,3.0472640582283943,0.22724519625258222,0.0,1.0,8.0
random_easy,23,-205.36456306412015,2.484348523389525,0.3006780277877534,0.0,1.0,99.0
random_easy,24,-307.27571588101995,1.8777953386306763,0.33228015899658203,0.0,1.0,14.0
random_easy,25,33.11268517114648,2.052915096282959,0.2096744030714035,0.0,1.0,10.0
random_easy,26,-434.7386139935747,2.2818961143493652,0.3160451352596283,0.0,1.0,22.0
random_easy,27,-182.0304071572486,4.104569911956787,0.4341300427913666,0.0,1.0,2.0
random_easy,28,-1352.3360595703125,2.2030534744262695,0.2876061201095581,0.0,0.0,100.0
random_easy,29,-48.25786035682124,2.8582379817962646,0.2659633755683899,0.0,1.0,9.0
random_easy,30,-1494.6458740234375,2.1913187503814697,0.2547888457775116,0.0,0.0,100.0
random_easy,31,-291.01659341342724,1.8316700458526611,0.3450639545917511,0.0,1.0,13.0
random_easy,32,-228.4323031963572,1.34226393699646,0.27000635862350464,0.0,1.0,11.0
random_easy,33,-158.881674409143,2.568981647491455,0.2544184625148773,0.0,1.0,3.0
random_easy,34,-276.9131857649326,1.9998458623886108,0.3156571090221405,0.0,1.0,12.0
random_easy,35,-138.12538805109222,1.4948856830596924,0.25171488523483276,0.0,1.0,17.0
random_easy,36,-180.31762184909093,2.267932891845703,0.34982043504714966,0.0,1.0,8.0
random_easy,37,-135.29778412955608,1.4842225313186646,0.4295278489589691,0.0,1.0,5.0
random_easy,38,-58.061496761061306,1.6081300973892212,0.29188913106918335,0.0,1.0,20.0
