experiment,episode,return_total,reward_progress,reward_collision,reward_safety,reward_rotation
exp7_random_2,1,1141.7416,1145.3206,0.0,-0.013666480779647827,-3.565367
exp7_random_2,2,-40.868225,62.46044,-100.0,-2.4506442546844482,-0.87802446
exp7_random_2,3,1064.018,1068.6501,0.0,-0.08843691647052765,-4.5440025
exp7_random_2,4,-99.62035,3.308278,-100.0,-2.709437847137451,-0.21919654
exp7_random_2,5,1154.3992,1166.7358,0.0,0.0,-12.336481
exp7_random_2,6,1061.9565,1064.7659,0.0,-0.016554981470108032,-2.7928
exp7_random_2,7,1089.0425,1091.9242,0.0,-0.01785813271999359,-2.8637497
exp7_random_2,8,-73.90112,29.952452,-100.0,-3.258460760116577,-0.59511644
exp7_random_2,9,-36.317184,69.63601,-100.0,-5.178963661193848,-0.7742315
exp7_random_2,10,1033.2712,1036.6727,0.0,-0.057726457715034485,-3.3436549
exp7_random_2,11,1080.4261,1089.5021,0.0,-2.586138963699341,-6.4895606
exp7_random_2,12,1144.7153,1152.9784,0.0,-0.8208969235420227,-7.442379
exp7_random_2,13,397.167,549.38715,-100.0,-49.87499999999999,-2.34511
exp7_random_2,14,-105.09191,17.543451,-100.0,-21.895830154418945,-0.7395325
exp7_random_2,15,1120.1796,1127.2449,0.0,-0.15984368324279785,-6.905522
exp7_random_2,16,463.5171,567.9517,-100.0,-2.8268165588378906,-1.6078051
exp7_random_2,17,135.2125,247.97508,-100.0,-11.62771987915039,-1.1348317
exp7_random_2,18,1362.7821,1369.1909,0.0,-0.7130805253982544,-5.695929
exp7_random_2,19,1049.6763,1055.8691,0.0,-0.3276095390319824,-5.8657002
exp7_random_2,21,-143.81447,7.6950493,-100.0,-50.78582763671875,-0.7236722
exp7_random_2,22,-38.800003,76.15743,-100.0,-14.539108276367188,-0.4183365
exp7_random_2,23,-63.587074,90.35166,-100.0,-52.74184799194336,-1.1968977
exp7_random_2,24,1015.7088,1019.5054,0.0,-0.9018034934997559,-2.8948567
exp7_random_2,25,842.5426,857.98535,0.0,-1.524531602859497,-13.918315
exp7_random_2,26,140.65752,172.75163,0.0,-0.7283357381820679,-31.365692
exp7_random_2,27,933.9348,940.5808,0.0,-2.5522191524505615,-4.093864
