experiment,episode,return_total,mean_v,mean_abs_omega,success_rate,collision_rate,mean_time_travel
exp4_fixed_3,1,-114.43169,2.3136892,0.3755419,0.0,1.0,17.0
exp4_fixed_3,2,-157.59436,3.5328147,0.34872413,0.0,1.0,7.0
exp4_fixed_3,3,-262.34485,2.8839383,0.31873658,0.0,1.0,14.0
exp4_fixed_3,4,436.5628,1.1980938,0.54635406,1.0,0.0,37.0
exp4_fixed_3,5,-108.43809,3.671331,0.34465647,0.0,1.0,10.0
exp4_fixed_3,6,543.2466,1.3661155,0.2343251,1.0,0.0,55.0
exp4_fixed_3,7,493.51947,1.2254498,0.4101413,1.0,0.0,52.0
exp4_fixed_3,8,532.6339,1.7914922,0.34727344,1.0,0.0,32.0
exp4_fixed_3,9,432.62918,0.87997365,0.49518374,1.0,0.0,30.0
exp4_fixed_3,10,433.17035,1.2634151,0.2530006,1.0,0.0,42.0
exp4_fixed_3,11,-230.8988,3.3517923,0.3899949,0.0,1.0,3.0
exp4_fixed_3,12,583.37695,2.2550774,0.29364446,1.0,0.0,28.0
exp4_fixed_3,13,485.07343,1.5310142,0.2664227,1.0,0.0,27.0
exp4_fixed_3,14,282.31934,0.4181059,0.55789584,1.0,0.0,91.0
exp4_fixed_3,15,548.90344,1.5042009,0.23340301,1.0,0.0,46.0
exp4_fixed_3,16,503.43845,1.126961,0.2504242,1.0,0.0,45.0
exp4_fixed_3,17,-221.82512,1.3581737,0.27527383,0.0,1.0,6.0
exp4_fixed_3,18,-209.52205,3.333602,0.42982396,0.0,1.0,9.0
exp4_fixed_3,19,-248.1914,0.766322,0.26532224,0.0,1.0,95.0
exp4_fixed_3,21,-73.25664,0.58196443,0.20969024,0.0,0.0,100.0
exp4_fixed_3,22,-268.16092,3.708897,0.51959735,0.0,1.0,10.0
exp4_fixed_3,23,536.2446,2.0462482,0.37270296,1.0,0.0,26.0
exp4_fixed_3,24,507.8701,2.0807326,0.45251653,1.0,0.0,28.0
exp4_fixed_3,25,-210.89333,1.0616156,0.21134877,0.0,1.0,47.0
exp4_fixed_3,26,-215.4987,2.653339,0.22459538,0.0,1.0,9.0
exp4_fixed_3,27,-217.02132,0.879946,0.24731052,0.0,1.0,39.0
exp4_fixed_3,28,-176.0736,4.7513485,0.49975458,0.0,1.0,3.0
exp4_fixed_3,29,476.72418,1.1533923,0.19871835,1.0,0.0,51.0
exp4_fixed_3,30,463.69617,1.438632,0.4644169,1.0,0.0,19.0
exp4_fixed_3,31,448.88678,0.8644619,0.20552713,1.0,0.0,84.0
exp4_fixed_3,32,501.31067,1.9398013,0.5272203,1.0,0.0,21.0
exp4_fixed_3,33,500.37756,1.443788,0.32507065,1.0,0.0,44.0
exp4_fixed_3,34,514.706,1.2635396,0.47103325,1.0,0.0,40.0
exp4_fixed_3,35,-397.41626,0.35642818,0.2955412,0.0,1.0,86.0
exp4_fixed_3,36,-203.71414,0.45107895,0.18422417,0.0,0.0,100.0
exp4_fixed_3,37,-272.44516,0.866219,0.19969659,0.0,1.0,75.0
exp4_fixed_3,38,520.01904,0.9124486,0.11086207,1.0,0.0,67.0
exp4_fixed_3,39,561.5027,1.7251576,0.35799107,1.0,0.0,35.0
exp4_fixed_3,41,-126.72589,0.360893,0.22016741,0.0,0.0,100.0
exp4_fixed_3,42,462.5299,0.9181383,0.21228515,1.0,0.0,48.0
exp4_fixed_3,43,-173.94502,1.2284664,0.23311369,0.0,1.0,50.0
exp4_fixed_3,44,39.637333,0.67820776,0.14391217,0.0,0.0,100.0
exp4_fixed_3,45,-178.91965,0.43236646,0.115281105,0.0,0.0,100.0
exp4_fixed_3,46,505.35867,0.9846764,0.16002233,1.0,0.0,67.0
exp4_fixed_3,47,538.94763,2.0569751,0.4279564,1.0,0.0,27.0
exp4_fixed_3,48,-110.61547,0.46139777,0.23168318,0.0,0.0,100.0
exp4_fixed_3,49,433.0544,0.6897646,0.14848074,1.0,0.0,94.0
exp4_fixed_3,50,-63.22512,0.59793395,0.36341435,0.0,0.0,100.0
exp4_fixed_3,51,432.62405,0.8400828,0.141682,1.0,0.0,53.0
exp4_fixed_3,52,-89.17195,0.43400216,0.32533294,0.0,0.0,100.0
exp4_fixed_3,53,-83.09756,0.5792738,0.64904004,0.0,0.0,100.0
exp4_fixed_3,54,489.2901,1.0042284,0.16336598,1.0,0.0,58.0
exp4_fixed_3,55,-126.042625,0.4431511,0.17429325,0.0,0.0,100.0
exp4_fixed_3,56,551.95197,1.8005334,0.30941358,1.0,0.0,34.0
exp4_fixed_3,57,526.4112,1.1441653,0.19729507,1.0,0.0,56.0
exp4_fixed_3,58,479.30362,1.0964817,0.24329858,1.0,0.0,48.0
exp4_fixed_3,59,476.1228,1.2913786,0.25128725,1.0,0.0,31.0
exp4_fixed_3,61,-57.796036,0.5475812,0.27555716,0.0,0.0,100.0
exp4_fixed_3,62,470.33978,1.0104648,0.21892397,1.0,0.0,54.0
exp4_fixed_3,63,-109.95227,0.32292202,0.14414905,0.0,0.0,100.0
exp4_fixed_3,64,33.78719,0.6988699,0.16527551,0.0,0.0,100.0
