experiment,episode,step,agent,pos_x,pos_y,distance_to_goal,heading_error,min_obstacle_distance,v,omega,reward,reward_progress,reward_rotation,reward_safety,reward_collision,state
exp6_empty_2,20,369,agent_1,15.16537,25.331797,36.10383778551244,-0.9076488614082336,5.668203353881836,4.3730984,0.30945873,20.874664,20.970428,-0.095764704,0.0,0.0,active
exp6_empty_2,20,370,agent_1,18.776093,28.722942,35.36200385841146,-1.4894161224365234,2.277057647705078,4.9535036,0.44459,11.418516,32.586605,-0.29342496,0.0,0.0,active
exp6_empty_2,20,371,agent_1,23.665276,28.548283,31.77565232770606,-0.7989681363105774,2.4517173767089844,4.8923006,-0.7897572,25.092642,58.302963,-0.9171414,0.0,0.0,active
exp6_empty_2,20,372,agent_1,28.59805,27.887766,28.158015171733915,-0.8158875107765198,3.112234115600586,4.976799,-0.09740348,26.032297,84.34475,-0.9266288,0.0,0.0,active
exp6_empty_2,20,373,agent_1,33.4302,28.909702,26.561893135701663,-1.3285309076309204,2.0902976989746094,4.9390287,0.34152788,15.742026,100.203415,-1.0432701,0.0,0.0,active
exp6_empty_2,20,374,agent_1,37.696465,26.641542,22.84070903428558,-0.7566748261451721,4.358457565307617,4.831726,-0.69706166,25.783478,126.472786,-1.529165,0.0,0.0,active
exp6_empty_2,20,375,agent_1,42.143948,25.194618,20.395578946464394,-1.1157664060592651,5.805381774902344,4.676931,0.17411047,19.549198,146.0523,-1.5594795,0.0,0.0,active
exp6_empty_2,20,376,agent_1,44.77709,23.485905,18.487248633234998,-0.9831183552742004,7.514095306396484,3.1389704,-0.26108485,13.751427,159.8719,-1.6276448,0.0,0.0,active
exp6_empty_2,20,377,agent_1,45.13986,22.719646,17.72019838429113,-0.45006120204925537,5.972357980652766,0.847795,-0.5530076,3.225024,163.40274,-1.9334621,0.0,0.0,active
exp6_empty_2,20,378,agent_1,45.262363,21.926725,16.928758575800288,-0.16878759860992432,4.636246713278845,0.8023292,-0.28887963,3.4784057,166.9646,-2.0169137,0.0,0.0,active
exp6_empty_2,20,379,agent_1,45.352776,21.251966,16.255794811597628,-0.15490186214447021,3.1932187072618134,0.68078864,-0.020090347,2.7259924,169.691,-2.0173173,0.0,0.0,active
exp6_empty_2,20,380,agent_1,45.431458,20.64697,15.652918232972887,-0.15689504146575928,2.0512166625314054,0.6100906,-0.0038710856,2.2345488,171.92555,-2.0173323,0.0,0.0,active
exp6_empty_2,20,381,agent_1,45.506756,20.012754,15.02130478204397,-0.15191447734832764,2.49326745540177,0.63867104,-0.011155237,2.435285,174.36096,-2.0174568,0.0,0.0,active
exp6_empty_2,20,382,agent_1,45.531475,19.447586,14.457358288971069,-0.0804826021194458,2.512239509410162,0.56570876,-0.07445947,1.9456058,176.31212,-2.023001,0.0,0.0,active
exp6_empty_2,20,383,agent_1,45.560577,18.886799,13.89810884809392,-0.09219574928283691,1.4420477382732635,0.5615419,0.008137221,-1.5625266,175.09598,-2.0230672,-0.34632665956307984,0.0,active
exp6_empty_2,20,384,agent_1,45.596558,18.306982,13.320347293306316,-0.10677766799926758,1.422967862071392,0.5809313,0.010127129,-1.5557685,173.90611,-2.0231698,-0.7121268338830746,0.0,active
exp6_empty_2,20,385,agent_1,45.60987,17.832611,12.847094993049947,-0.07554494589567184,1.5309994628519457,0.4745586,-0.033921618,-1.6030179,172.56918,-2.0243204,-0.9770696710480684,0.0,active
exp6_empty_2,20,386,agent_1,45.610157,17.32651,12.341601493937425,-0.05002748966217041,0.9212732543353945,0.50610113,-0.027487377,-2.685138,171.27711,-2.025076,-2.3693861727209686,0.0,active
exp6_empty_2,20,387,agent_1,45.600464,16.851158,11.866360274516367,-0.03023361973464489,1.3206653903726169,0.47544956,-0.020958388,-1.8200326,169.94254,-2.025515,-2.854400458669323,0.0,active
exp6_empty_2,20,388,agent_1,45.588795,16.335493,11.350774544114344,-0.02926814556121826,1.3714168243850118,0.5157976,-0.002237574,-1.70064,168.66444,-2.02552,-3.2769401630140447,0.0,active
exp6_empty_2,20,389,agent_1,45.5984,15.882282,10.898722394003297,-0.07612764835357666,1.9437448442872398,0.45331264,0.043822277,-1.3905634,167.29782,-2.0274405,-3.2989604968555786,0.0,active
exp6_empty_2,20,390,agent_1,45.60168,15.311617,10.329155956524092,-0.06403125077486038,2.6786122001735237,0.57067466,-0.015447063,1.9889429,169.287,-2.0276792,-3.2989604968555786,0.0,active
exp6_empty_2,20,391,agent_1,45.584072,14.75178,9.76925507638117,-0.028382301330566406,3.5555766401471844,0.56011415,-0.03718772,1.9183499,171.20674,-2.029062,-3.2989604968555786,0.0,active
exp6_empty_2,20,392,agent_1,45.515778,14.167428,9.181925885175756,0.06014227867126465,4.452352549274338,0.5883286,-0.08490481,2.1060944,173.32004,-2.0362709,-3.2989604968555786,0.0,active
exp6_empty_2,20,393,agent_1,45.4492,13.589874,8.601611493329655,0.06252217292785645,5.392364472842987,0.58137846,0.0015763084,2.0643268,175.38437,-2.0362732,-3.2989604968555786,0.0,active
exp6_empty_2,20,394,agent_1,45.31315,13.003469,8.00959334135926,0.18886816501617432,6.298236340124896,0.6019802,-0.1132061,2.1512353,177.54842,-2.049089,-3.2989604968555786,0.0,active
exp6_empty_2,20,395,agent_1,45.256023,12.585095,7.5894150167620085,0.10195707529783249,7.01944194265892,0.42225575,0.09227707,0.93688804,178.49382,-2.057604,-3.2989604968555786,0.0,active
exp6_empty_2,20,396,agent_1,45.159687,12.099456,7.1012515152157,0.17333662509918213,6.99663643386699,0.49510264,-0.060127955,1.4274075,179.92485,-2.0612195,-3.2989604968555786,0.0,active
exp6_empty_2,20,397,agent_1,45.068924,11.59749,6.597850324937748,0.16843783855438232,5.215780445625521,0.5101055,0.016941266,1.5369298,181.46207,-2.0615065,-3.2989604968555786,0.0,active
exp6_empty_2,20,398,agent_1,45.001907,11.171368,6.171367940010228,0.15568697452545166,3.553031943434969,0.43136048,0.022888456,0.99460906,182.4572,-2.0620303,-3.2989604968555786,0.0,active
exp6_empty_2,20,399,agent_1,44.95843,10.7996235,5.799772459334148,0.12359356880187988,2.064590209086846,0.37427807,0.03956989,0.6049678,183.06374,-2.063596,-3.2989604968555786,0.0,active
exp6_empty_2,20,400,agent_1,44.906887,10.315467,5.316282364725774,0.12357831001281738,1.0260315470613053,0.48689246,0.010363484,-2.3717124,181.74199,-2.0637033,-4.348812741406499,0.0,active
exp6_empty_2,20,401,agent_1,44.873417,9.974167,4.975777259164273,0.12319254875183105,1.2060954087358127,0.34293675,0.008312746,-2.1785538,180.21967,-2.0637724,-5.004977187966751,0.0,active
exp6_empty_2,20,402,agent_1,44.774105,9.532213,4.537839255525621,0.2708439826965332,2.4751365055255303,0.45297527,-0.12329321,1.0804394,181.3153,-2.0789738,-5.004977187966751,0.0,active
exp6_empty_2,20,403,agent_1,44.754623,9.2029,4.210056711619376,0.11740529537200928,3.9561206500019317,0.32988906,0.16195445,0.27246156,181.614,-2.105203,-5.004977187966751,0.0,active
exp6_empty_2,20,404,agent_1,44.739967,8.630976,3.6402749462091677,0.09711504727602005,5.758122360086454,0.5721123,0.03346665,1.9920136,183.60713,-2.106323,-5.004977187966751,0.0,active
exp6_empty_2,20,405,agent_1,44.77301,8.177265,3.185363132794281,-0.0013821125030517578,7.133551720677799,0.45491195,0.09832487,1.1747152,184.79152,-2.1159909,-5.004977187966751,0.0,active
exp6_empty_2,20,406,agent_1,44.811638,7.670173,2.6768087411931347,-0.005600571632385254,6.670173168182373,0.50856125,0.0033241455,1.5598835,186.35141,-2.1160018,-5.004977187966751,0.0,active
exp6_empty_2,20,407,agent_1,44.823334,7.171196,2.1783716321567796,0.05775165557861328,6.171195983886719,0.4991145,-0.052589286,1.487649,187.84183,-2.1187675,-5.004977187966751,0.0,active
exp6_empty_2,20,408,agent_1,44.78146,6.929115,1.9414540423621984,0.2840898036956787,5.929114818572998,0.24567628,-0.1947232,-0.36197662,187.51776,-2.1566846,-5.004977187966751,0.0,active
exp6_empty_2,20,409,agent_1,44.726265,6.6579466,1.6803921446104173,0.36443138122558594,5.657946586608887,0.27672863,-0.02951723,-0.14210448,187.37653,-2.1575558,-5.004977187966751,0.0,active
exp6_empty_2,20,410,agent_1,44.69333,6.4123282,1.4452398611952497,0.34711992740631104,5.412328243255615,0.2478168,0.0675023,-0.3331615,187.04793,-2.1621125,-5.004977187966751,0.0,active
exp6_empty_2,20,411,agent_1,44.67717,6.294877,1.3345133640206623,0.3810642957687378,5.294877052307129,0.11855793,-0.0034314538,-1.2092634,185.83867,-2.1621242,-5.004977187966751,0.0,active
exp6_empty_2,20,412,agent_1,44.653088,6.165917,1.2164335024396438,0.4738207757472992,5.165916919708252,0.13118958,-0.047886286,-1.1495147,184.69145,-2.1644173,-5.004977187966751,0.0,active
exp6_empty_2,20,413,agent_1,44.633823,6.0221744,1.0857834614317388,0.4772094488143921,5.02217435836792,0.14502764,0.051399134,-1.0593364,183.63475,-2.1670592,-5.004977187966751,0.0,active
